taxon_id	taxon_rank	scientific_name	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	phylum	kingdom	c_value	genome_size	genome_size_kmer	genome_size_draft	contig_n50	gene_count	assembly_date	assembly_level	assembly_span	biosample	scaffold_n50	busco_completeness	mitochondrion_assembly_span	chromosome_number	haploid_number	ploidy	insdc_open	published	sequencing_status	data_generation	in_assembly
1932030	species	Myxine fernholmi	["Myxine fernholmi"]	["kmMyxFern"]			Myxine fernholmi	Myxine	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	4.44140625	4342320000					2023-04-03		3057504053					14	7	2					
2558213	species	Myxine garmani	["Myxine garmani"]	["kmMyxGarm"]	["Hagfish"]		Myxine garmani	Myxine	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	4.58984375	4489020000							3057504053					14	7	2					
7769	species	Myxine glutinosa	["Myxine glutinosa australis"]	["kmMyxGlut"]	["Hagfish"]		Myxine glutinosa	Myxine	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	4.2890625	4195620000			739991		2024-06-18	Chromosome	3057504053	SAMEA12790223;SAMN41069696	192170830			28	25	2			in_progress		
78394	species	Eptatretus cirrhatus	["Eptatretus cirrhatus"]	["kmEptCirr"]	["Hagfish"]		Eptatretus cirrhatus	Eptatretus	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	2.2890625	2239620000							1888650646					34	17	2					
7767	species	Eptatretus okinoseanus	["Eptatretus okinoseanus"]	["kmEptOkin"]	["Hagfish"]		Eptatretus okinoseanus	Eptatretus	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	2.6796875	2621040000			2770831		2024-08-13	Chromosome	1888650646	SAMN37519549	110357792			34	17	2					
7765	species	Eptatretus stoutii	["Bdellostoma stouti"]	["kmEptStou"]	["Pacific hagfish"]		Eptatretus stoutii	Eptatretus	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	2.73046875	2669940000							1888650646					48	24	2					
7764	species	Eptatretus burgeri	["Eptatretus burgeri"]	["kmEptBurg"]	["Inshore hagfish"]		Eptatretus burgeri	Eptatretus	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	2.98046875	2914440000			16240		2022-07-09	Scaffold	1717495240	SAMD00226236;SAMEA104124530	292765	49.800000000000004		36	18	2			insdc_open		
50612	species	Eptatretus atami	["Eptatretus atami"]	["kmEptAtam"]	["Brown hagfish"]		Eptatretus atami	Eptatretus	Myxinidae	Myxiniformes	Myxini	Chordata	Metazoa	3.4609375	3383880000			12689		2024-01-09	Chromosome	2517612418	SAMN34122694	147609921			34	17	2			insdc_open		
71168	species	Geotria australis	["Petromyzon fonki"]	["kcGeoAust"]	["Pouched lamprey"]		Geotria australis	Geotria	Geotriidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.5400390625	1506120000			11576		2024-02-05	Scaffold	559983274	SAMN31627798;SAMN37887663	8712808			178	89	2			insdc_open		
980415	species	Lethenteron camtschaticum	["Entospheneus lamottei japonicus"]	["kcLetCamt"]	["Arctic lamprey"]		Lethenteron camtschaticum	Lethenteron	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000			1601692		2021-06-21	Scaffold	1074727531	SAMN02981514	10784473	61.1		166	83	2			insdc_open		
7753	species	Lethenteron reissneri	["Entosphenus reissneri"]	["kcLetReis"]	["Far Eastern brook lamprey"]		Lethenteron reissneri	Lethenteron	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000			1412731	24131	2020-12-01	Chromosome	1063012140	SAMN12436412	13487809	57		166	83	2			insdc_open		
104630	species	Lethenteron appendix	["Lethenteron appendix"]	["kcLamAppe"]	["American brook lamprey"]		Lethenteron appendix	Lethenteron	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000					2023-04-03		1068869835					166	83	2					
257874	species	Ichthyomyzon bdellium	["Ichthyomyzon bdellium"]	["kcIchBdel"]	["Ohio lamprey"]		Ichthyomyzon bdellium	Ichthyomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.4501953125	1418100000							927744424					164	82	2					
245073	species	Ichthyomyzon fossor	["Ammocoetes borealis"]	["kcIchFoss"]	["Northern brook lamprey"]		Ichthyomyzon fossor	Ichthyomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.33984375	1310520000					2023-04-03		927744424					164	82	2					
302709	species	Ichthyomyzon gagei	["Ichthyomyzon gagei"]	["kcIchGage"]	["Southern brook lamprey"]		Ichthyomyzon gagei	Ichthyomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.3095703125	1281180000					2023-04-03		927744424					164	82	2					
30308	species	Ichthyomyzon unicuspis	["Ammocoetes concolor"]	["kcIchUnic"]			Ichthyomyzon unicuspis	Ichthyomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.33984375	1310520000					2023-04-03		927744424					164	82	2					
7755	species	Mordacia mordax	["Mordacia mordax"]	["kcMorMord"]	["Australian lamprey"]		Mordacia mordax	Mordacia	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.419921875	1388760000			8019		2024-02-05	Scaffold	789044620	SAMN31627799;SAMN37887664	23676740			76	83	2			insdc_open		
682882	species	Mordacia praecox	["Mordacia praecox"]	["kcMorPrae"]			Mordacia praecox	Mordacia	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.419921875	1388760000					2023-04-03		789044620					76	83	2					
245074	species	Entosphenus tridentatus	["Petromyzon epihexodon"]	["kcEntTrid"]	["Pacific lamprey"]		Entosphenus tridentatus	Entosphenus	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000			19580		2020-11-05	Chromosome	927744424	SAMN14452420;SAMN14476405	10846700	49.5		166	83	2			insdc_open		
104633	species	Entosphenus lethophagus	["Entosphenus lethophagus"]	["kcEntLeth"]			Entosphenus lethophagus	Entosphenus	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000					2023-04-12		927744424					166	83	2					
126726	species	Entosphenus minimus	["Entosphenus minimus"]	["kcEntMini"]			Entosphenus minimus	Entosphenus	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000					2023-04-13		927744424					166	83	2					
104636	species	Entosphenus similis	["Entosphenus similis"]	["kcEntSimi"]			Entosphenus similis	Entosphenus	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000					2023-04-12		927744424					166	83	2					
682880	species	Eudontomyzon morii	["Eudontomyzon morii"]	["kcEudMori"]	["Korean lamprey"]		Eudontomyzon morii	Eudontomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.400390625	1369200000					2023-04-03		927744424					166	83	2					
7757	species	Petromyzon marinus	["Petromyzon marinus"]	["kcPetMari"]	["Sea lamprey"]		Petromyzon marinus	Petromyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	2.109375	2063580000			2540784	22167	2020-02-24	Chromosome	1089034212	SAMN02981275;SAMN06131802;SAMN12629506	12997950	62.400000000000006		168	84	2	VGP		insdc_open		
7750	species	Lampetra planeri	["Petromyzon bicolor"]	["kcLamPlan"]	["European brook lamprey"]		Lampetra planeri	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.3798828125	1349640000			2750		2023-04-04	Scaffold	829728370	SAMN31781918	2859			146	83	2			insdc_open		
1483049	species	Lampetra auremensis	["Lampetra auremensis"]	["kcLamAure"]			Lampetra auremensis	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.375	1344750000			2668		2023-04-26	Scaffold	814160352	SAMN31781913	2749			146	83	2			insdc_open		
7748	species	Lampetra fluviatilis	["Petromyzon pricka"]	["kcLamFluv"]	["European river lamprey"]		Lampetra fluviatilis	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.3701171875	1339860000			1289502		2024-07-13	Chromosome	1041103038	SAMEA111528664;SAMN34074044	13159252			156	83	2			insdc_open		
7752	species	Lampetra aepyptera	["Lampetra aepyptera"]	["kcLamAepy"]	["least brook lamprey"]		Lampetra aepyptera	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.375	1344750000					2023-04-03		829728370					146	83	2					
104635	species	Lampetra richardsoni	["Lampetra richardsoni"]	["kcLamRich"]			Lampetra richardsoni	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	1.375	1344750000					2023-04-12		829728370					146	83	2					
172663	species	Pseudotriakis microdon	["Pseudotriakis acrages"]	["sPseMic"]	["false catshark"]		Pseudotriakis microdon	Pseudotriakis	Pseudotriakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1171875	4694400000					2023-04-03		3578226973					72	36	2					
263716	species	Proscyllium habereri	["Proscyllium habereri"]	["sProHab"]	["graceful catshark"]		Proscyllium habereri	Proscyllium	Proscylliidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1171875	4694400000					2023-04-03		3578226973					72	36	2					
376650	species	Eusphyra blochii	["Zygaena latycephala"]	["sEusBlo"]			Eusphyra blochii	Eusphyra	Sphyrnidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1171875	4694400000					2023-04-03		3578226973					72	36	2					
1604520	species	Parmaturus melanobranchus	["Parmaturus melanobranchius"]	["sParMel"]			Parmaturus melanobranchus	Parmaturus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000					2023-04-03		4345685275					72	36	2					
320401	species	Parmaturus xaniurus	["Parmaturus xaniurus"]	["sParXan"]			Parmaturus xaniurus	Parmaturus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000					2023-10-04		4345685275	SAMN29555398				72	36	2					
1214693	species	Halaelurus buergeri	["Halaelurus buergeri"]	["sHalBue"]	["blackspotted catshark"]		Halaelurus buergeri	Halaelurus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000					2023-04-03		4345685275					72	36	2			in_progress		
77914	species	Galeus melastomus	["Pristiurus melanostomus"]	["sGalMel"]	["Blackmouth catshark"]		Galeus melastomus	Galeus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1484375	6014700000					2023-04-03		4345685275					72	40	2					
376634	species	Poroderma pantherinum	["Poroderma pantherinum"]	["sPorPan"]	["leopard catshark"]		Poroderma pantherinum	Poroderma	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000					2023-04-03		4345685275					72	36	2					
107947	species	Scyliorhinus retifer	["Scyliorhinus retifer"]	["sScyRet"]	["chain catshark"]		Scyliorhinus retifer	Scyliorhinus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000					2023-10-16		4345685275	SAMN31811877				72	36	2					
68454	species	Scyliorhinus stellaris	["Scyllium acanthonotum"]	["sScySte"]	["Nursehound shark"]		Scyliorhinus stellaris	Scyliorhinus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1484375	6014700000					2023-04-12		4345685275					72	36	2					
75743	species	Scyliorhinus torazame	["Scylliorhinus torazame"]	["sScyTor"]	["cloudy catshark"]		Scyliorhinus torazame	Scyliorhinus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.36328125	6222525000			7146	27605	2018-08-02	Scaffold	4470980620	SAMD00098918	282424			72	36	2	SQUALOMIX	SQUALOMIX	published		
7830	species	Scyliorhinus canicula	["Catulus duhamelii"]	["sScyCan"]	["Smallspotted catshark"]		Scyliorhinus canicula	Scyliorhinus	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.57421875	6430350000			1862211	29227	2021-01-28	Chromosome	4220389930	SAMEA994730	198790641	91.60000000000001		80	39	2	DTOL;ERGA;VGP		insdc_open		
232419	species	Cephaloscyllium umbratile	["Cephaloscyllium formosanum"]	["sCepUmb"]	["blotchy swell shark"]		Cephaloscyllium umbratile	Cephaloscyllium	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	7.69921875	7530600000					2023-04-03		4345685275					64	32	2					
740693	species	Cephaloscyllium ventriosum	["Catulus uter"]	["sCepVen"]	["Swellshark"]		Cephaloscyllium ventriosum	Cephaloscyllium	Scyliorhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	7.69921875	7530600000							4345685275					64	32	2					
112232	species	Mustelus asterias	["Mustelus plebejus"]	["sMusAst"]	["Starry smooth-hound shark"]		Mustelus asterias	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.30078125	4205400000			1258905		2024-08-22	Chromosome	3578226973	SAMEA114298637	109776729			72	36	2			in_progress		
320419	species	Mustelus californicus	["Mustelus californicus"]	["sMusCal"]	["Grey smooth-hound shark"]		Mustelus californicus	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.3984375	6259200000							3578226973					72	36	2					
7812	species	Mustelus canis	["Mustelus canis canis"]	["sMusCan"]	["Dusky smoothhound"]		Mustelus canis	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.3984375	4303200000							3578226973					72	36	2					
89020	species	Mustelus griseus	["Mustelus kanekonis"]	["sMusGri"]			Mustelus griseus	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.44921875	4352100000					2023-04-03		3578226973					72	36	2			in_progress		
79736	species	Mustelus manazo	["Mustelus monazo"]	["sMusMan"]	["starspotted smooth-hound"]		Mustelus manazo	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.44921875	4352100000					2023-04-03		3578226973					72	36	2					
376659	species	Mustelus mosis	["Mustelus mosis"]	["sMusMos"]	["Arabian smooth-hound"]		Mustelus mosis	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.44921875	4352100000					2023-06-22		3578226973					72	36	2					
112230	species	Mustelus mustelus	["Mustelus equestris"]	["sMusMus"]	["smooth-hound"]		Mustelus mustelus	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.44921875	4352100000					2023-04-03		3578226973					72	36	2					
303944	species	Mustelus norrisi	["Mustelus norrisi"]	["sMusNor"]	["Narrowfin smooth-hound shark"]		Mustelus norrisi	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.5	4401000000							3578226973					72	36	2					
1003758	species	Mustelus palumbes	["Mustelus palumbes"]	["sMusPal"]	["whitespotted smooth-hound"]		Mustelus palumbes	Mustelus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.44921875	4352100000					2023-06-22		3578226973					72	36	2					
376633	species	Hemitriakis japanica	["? japonica"]	["sHemJap"]	["Japanese topeshark"]		Hemitriakis japanica	Hemitriakis	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.8984375	4694400000					2023-04-03		3578226973					72	36	2			in_progress		
86063	species	Galeorhinus galeus	["Galeorhinus vitaminicus"]	["sGalGal"]	["Tope shark"]		Galeorhinus galeus	Galeorhinus	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	8.6484375	8459700000					2024-01-05		3578226973					72	36	2					
376654	species	Triakis megalopterus	["Mustelus nigropunctatus"]	["sTriMeg"]	["sharptooth houndshark"]		Triakis megalopterus	Triakis	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.80078125	4694400000					2023-06-22		3578226973					72	36	2					
30493	species	Triakis semifasciata	["Triakis californica"]	["sTriSem"]	["Leopard shark"]		Triakis semifasciata	Triakis	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.80078125	4694400000					2023-06-15		3578226973					72	36	2					
496090	species	Hemipristis elongata	["Hemipristis pingali"]	["sHemElo"]	["snaggletooth shark"]		Hemipristis elongata	Hemipristis	Hemigaleidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1171875	4694400000					2023-04-03		3578226973					72	36	2			in_progress		
376647	species	Hemigaleus microstoma	["Negogaleus brachygnathus"]	["sHemMic"]	["sicklefin weasel shark"]		Hemigaleus microstoma	Hemigaleus	Hemigaleidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	6.1171875	4694400000					2023-04-03		3578226973					72	36	2					
34770	species	Rhizoprionodon acutus	["Carcharias sorrakowah"]	["sRhiAcu"]	["milk shark"]		Rhizoprionodon acutus	Rhizoprionodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.75	3667500000					2023-04-03		2729249576					80	40	2			in_progress		
118256	species	Rhizoprionodon porosus	["Rhizopriodon porosus"]	["sRhiPor"]	["Caribbean sharpnose shark"]		Rhizoprionodon porosus	Rhizoprionodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.900390625	3814200000							2729249576					80	40	2					
303945	species	Rhizoprionodon terraenovae	["Rhizoprionodon terraenova"]	["sRhiTer"]	["Atlantic sharpnose shark"]		Rhizoprionodon terraenovae	Rhizoprionodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.599609375	3520800000							2729249576					80	40	2					
7819	species	Galeocerdo cuvier	["Carcharias hemprichii"]	["sGalCuv"]	["Tiger shark"]		Galeocerdo cuvier	Galeocerdo	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.5390625	4440120000					2023-04-03		2729249576					86	43	2					
496413	species	Triaenodon obesus	["Traenodon obesus"]	["sTriObe"]	["Whitetip reef shark"]		Triaenodon obesus	Triaenodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	2.880859375	2816640000					2023-04-03		2729249576					86	39	2			in_progress		
210639	species	Scoliodon laticaudus	["Scoliodon sorrahkowah"]	["sScoLat"]	["spadenose shark"]		Scoliodon laticaudus	Scoliodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1053780	species	Scoliodon macrorhynchos	["Scoliodon macrorhynchos"]	["sScoMac"]	["Pacific spadenose shark"]		Scoliodon macrorhynchos	Scoliodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1739092	species	Glyphis sp. Borneo	["Glyphis sp. Borneo"]				Glyphis sp. Borneo	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1739093	species	Glyphis sp. Pakistan	["Glyphis sp. Pakistan"]				Glyphis sp. Pakistan	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1739091	species	Glyphis sp. Bangladesh	["Glyphis sp. Bangladesh"]				Glyphis sp. Bangladesh	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1213682	species	Glyphis fowlerae	["Glyphis sp. B 'Borneo river shark'"]	["sGlyFow"]	["Borneo river shark"]		Glyphis fowlerae	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1739090	species	Glyphis siamensis	["Glyphis siamensis"]	["sGlySia"]			Glyphis siamensis	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1213683	species	Glyphis gangeticus	["Galeolamna gangeticus"]	["sGlyGan"]	["Ganges shark"]		Glyphis gangeticus	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
496093	species	Glyphis garricki	["Glyphis garricki"]	["sGlyGar"]	["northern river shark"]		Glyphis garricki	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
571825	species	Glyphis glyphis	["Glyphis sp. A 'freshwater speartooth shark'"]	["sGlyGly"]	["speartooth shark"]		Glyphis glyphis	Glyphis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
7815	species	Prionace glauca	["Carcharias glaucus"]	["sPriGla"]	["Blue shark"]		Prionace glauca	Prionace	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.30078125	4205400000			5319141		2024-04-08	Chromosome	3227473548	SAMN40643812	109841703			86	43	2			insdc_open		
884673	species	Loxodon macrorhinus	["Scoliodon jordani"]	["sLoxMac"]	["sliteye shark"]		Loxodon macrorhinus	Loxodon	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
496092	species	Lamiopsis temminckii	["Carcharias tephrodes"]	["sLamTem"]	["broadfin shark"]		Lamiopsis temminckii	Lamiopsis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1213693	species	Lamiopsis tephrodes	["Eulamia tephrodes"]	["sLamTep"]			Lamiopsis tephrodes	Lamiopsis	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.69921875	3618600000					2023-04-03		2729249576					86	39	2					
1284703	species	Sphyrna gilberti	["Sphyrna cf. lewini JMQ-2013"]	["sSphGil"]			Sphyrna gilberti	Sphyrna	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.650390625	3569700000					2023-06-15		2772710839					78	39	2					
7823	species	Sphyrna lewini	["Sphyrna diplana"]	["sSphLew"]	["Scalloped hammerhead shark"]		Sphyrna lewini	Sphyrna	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.400390625	3325200000					2023-04-03		2772710839					78	39	2					
7824	species	Sphyrna tiburo	["Sphyrna vespertina"]	["sSphTib"]	["Bonnethead shark"]		Sphyrna tiburo	Sphyrna	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.900390625	3814200000					2023-04-03		2772710839					78	39	2					
195335	species	Sphyrna zygaena	["Sphyrna zyagena"]	["sSphZyg"]	["smooth hammerhead"]		Sphyrna zygaena	Sphyrna	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.650390625	3569700000					2023-04-03		2772710839					78	39	2					
195334	species	Sphyrna mokarran	["Sphyrna mokorran"]	["sSphMok"]	["great hammerhead"]		Sphyrna mokarran	Sphyrna	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.650390625	3569700000			3966553		2022-08-15	Scaffold	2772710839	SAMN18322430	95338043			78	39	2			insdc_open		
302049	species	Carcharhinus longimanus	["Pterolamiops magnipinnis"]	["sCarLon"]	["Oceanic whitetip shark"]		Carcharhinus longimanus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.33984375	3266520000			5282		2023-06-13	Scaffold	2683079093	SAMN34066258	93500205			84	39	2			insdc_open		
303932	species	Carcharhinus acronotus	["Prionodon curcuri"]	["sCarAcr"]	["Blacknose shark"]		Carcharhinus acronotus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.5	3423000000					2023-04-03		2683079093					84	42	2					
495832	species	Carcharhinus albimarginatus	["Carcharinus albimarginatus"]	["sCarAlb"]	["silvertip shark"]		Carcharhinus albimarginatus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
443756	species	Carcharhinus amblyrhynchoides	["Carcharhinus amblyrhinchoides"]	["sCarAml"]	["graceful shark"]		Carcharhinus amblyrhynchoides	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
263684	species	Carcharhinus amblyrhynchos	["? amblyrhynchus"]	["sCarAmy"]	["Grey reef shark"]		Carcharhinus amblyrhynchos	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.419921875	3344760000					2023-04-03		2683079093					84	39	2					
398260	species	Carcharhinus amboinensis	["Carchias henlei"]	["sCarAmb"]	["pigeye shark"]		Carcharhinus amboinensis	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
671158	species	Carcharhinus brachyurus	["Carcharinus improvisus"]	["sCarBra"]	["Copper shark"]		Carcharhinus brachyurus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	2.859375	2797080000					2023-04-03		2683079093					84	39	2					
263685	species	Carcharhinus brevipinna	["Carcharhinus johnsoni"]	["sCarBre"]	["spinner shark"]		Carcharhinus brevipinna	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
202609	species	Carcharhinus falciformis	["Carcharias menisorrah"]	["sCarFal"]	["silky shark"]		Carcharhinus falciformis	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
671159	species	Carcharhinus galapagensis	["Carcharhinus galapagensis"]	["sCarGal"]	["Galapagos shark"]		Carcharhinus galapagensis	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	4.25	4156500000							2683079093					84	39	2					
46612	species	Carcharhinus leucas	["Galeolamna greyi mckaili"]	["sCarLeu"]	["bull shark"]		Carcharhinus leucas	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
61865	species	Carcharhinus limbatus	["Carcharias microps"]	["sCarLim"]	["Blacktip shark"]		Carcharhinus limbatus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.80078125	3716400000					2023-04-03		2683079093					80	40	2					
443759	species	Carcharhinus macloti	["Hypoprion macloti"]	["sCarMac"]	["hardnose shark"]		Carcharhinus macloti	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3.380859375	3305640000					2023-04-03		2683079093					84	39	2					
263686	species	Carcharhinus melanopterus	["Squalus commersonii"]	["sCarMel"]	["Blacktip reef shark"]		Carcharhinus melanopterus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	3	2934000000					2023-04-03		2683079093					84	39	2			in_progress		
7807	species	Carcharhinus obscurus	["Carcharhinus obscurella"]	["sCarObs"]	["Dusky shark"]		Carcharhinus obscurus	Carcharhinus	Carcharhinidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	2.865234375	2801970000					2023-04-03		2683079093					78	39	2					
