taxon_id	taxon_rank	scientific_name	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	phylum	kingdom	c_value	genome_size	genome_size_kmer	genome_size_draft	contig_n50	gene_count	assembly_date	assembly_level	assembly_span	biosample	scaffold_n50	busco_completeness	mitochondrion_assembly_span	chromosome_number	haploid_number	ploidy	insdc_open	published	sequencing_status	data_generation	in_assembly
84074	species	Cyclopes didactylus	["Myrmecophaga monodactyla"]	["mCycDid"]	["silky anteater"]		Cyclopes didactylus	Cyclopes	Cyclopedidae	Pilosa	Mammalia	Chordata	Metazoa	4.21484375	4122270000					2023-04-03		3376498895					60	27	2					
9361	species	Dasypus novemcinctus	["Tatusia novemcincta"]	["mDasNov"]	["Nine-banded armadillo"]		Dasypus novemcinctus	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	5.41015625	5290980000			14295626	42269	2023-07-13	Chromosome	3590750486	SAMN02953623;SAMN32738980	130056132			64	32	2	VGP		insdc_open		
1756218	species	Dasypus yepesi	["Dasypus mazzai"]	["mDasYep"]			Dasypus yepesi	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	5.046875	4934010000					2023-04-03		3590750486					64	32	2					
1756220	species	Dasypus hybridus	["Dasypus hybridus"]		["Southern long-nosed armadillo"]		Dasypus hybridus	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	4.890625	4782420000					2023-04-03		3590750486					64	32	2					
81630	species	Dasypus kappleri	["Dasypus kappleri"]	["mDasKap"]	["Great long-nosed armadillo"]		Dasypus kappleri	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	4.921875	4811760000					2023-04-03		3590750486					64	32	2					
1756219	species	Dasypus pilosus	["Dasypus pilosus"]	["mDasPil"]	["Hairy long-nosed armadillo"]		Dasypus pilosus	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	4.3203125	4224960000					2023-04-03		3590750486					64	32	2					
1756217	species	Dasypus sabanicola	["Dasypus sabanicola"]	["mDasSab"]	["Llanos long-nosed armadillo"]		Dasypus sabanicola	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	5.76171875	5633280000					2023-04-03		3590750486					64	32	2					
1700840	species	Dasypus septemcinctus	["Dasypus septemcinctus"]	["mDasSep"]	["Seven-banded armadillo"]		Dasypus septemcinctus	Dasypus	Dasypodidae	Cingulata	Mammalia	Chordata	Metazoa	5.171875	5056260000					2023-04-03		3590750486					64	32	2					
984615	species	Calyptophractus retusus	["Calyptophractus retusus"]	["mCalRet"]	["Greater fairy armadillo"]		Calyptophractus retusus	Calyptophractus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.2109375	4117380000					2023-04-03		5335596729					62	30	2					
183747	species	Zaedyus pichiy	["Zaedyus pichiy"]	["mZaePic"]	["Pichi, Dwarf armadillo"]		Zaedyus pichiy	Zaedyus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.2109375	4117380000					2023-04-03		5335596729					62	31	2					
340076	species	Chaetophractus vellerosus	["Chaetophractus vellerosus"]	["mChaVel"]	["Screaming hairy armadillo"]		Chaetophractus vellerosus	Chaetophractus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.4609375	4361880000			1606		2019-01-16	Scaffold	5335596729	SAMN07678071	1606			62	31	2	ZOONOMIA	ZOONOMIA	published		
29080	species	Chaetophractus villosus	["Chaetophractus villosus"]	["mChaVil"]	["Large hairy armadillo"]		Chaetophractus villosus	Chaetophractus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.1796875	4088039999					2023-04-03		5335596729					60	30	2					
48852	species	Cabassous unicinctus	["Xenurus duodecimcinctus"]	["mCabUni"]	["southern naked-tailed armadillo"]		Cabassous unicinctus	Cabassous	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	3.98046875	3892440000			7208		2023-04-05	Scaffold	6054613729	SAMN31982086	7440			62	31	2			insdc_open		
1756215	species	Cabassous centralis	["Cabassous centralis"]	["mCabCen"]	["Northern naked-tailed armadillo"]		Cabassous centralis	Cabassous	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	3.98046875	3892440000					2023-04-03		6054613729					62	31	2					
1756213	species	Cabassous chacoensis	["Cabassous chacoensis"]	["mCabCha"]	["Chacoan naked-tailed armadillo"]		Cabassous chacoensis	Cabassous	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	3.98046875	3892440000					2023-04-03		6054613729					62	31	2					
1756214	species	Cabassous tatouay	["Cabassous tatouay"]	["mCabTat"]	["greater naked-tailed armadillo"]		Cabassous tatouay	Cabassous	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	3.98046875	3892440000					2023-04-03		6054613729					62	31	2					
183750	species	Tolypeutes tricinctus	["Tolypeutes tricinctus"]	["mTolTri"]			Tolypeutes tricinctus	Tolypeutes	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.2109375	4117380000					2023-04-03		3793686248					62	30	2					
183749	species	Tolypeutes matacus	["Tolypeutes matacus"]	["mTolMat"]			Tolypeutes matacus	Tolypeutes	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.2109375	4117380000			129379		2022-12-12	Scaffold	3793686248	SAMN07678115	12561802			62	30	2	ZOONOMIA	ZOONOMIA	published		
143300	species	Euphractus sexcinctus	["Euphractus sexcinctus"]	["mEupSex"]	["Six-banded armadillo"]		Euphractus sexcinctus	Euphractus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.16015625	4068480000					2023-04-03		5335596729					58	29	2					
183752	species	Priodontes maximus	["Cheloniscus gigas"]	["mPriMax"]	["Giant armadillo"]		Priodontes maximus	Priodontes	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.46875	4371660000					2023-04-03		5335596729					50	25	2					
450267	species	Chlamyphorus truncatus	["Chlamyphorus truncatus"]	["mChlTru"]	["Pink fairy armadillo"]		Chlamyphorus truncatus	Chlamyphorus	Chlamyphoridae	Cingulata	Mammalia	Chordata	Metazoa	4.2109375	4117380000					2023-04-03		5335596729					62	30	2					
482537	species	Galeopterus variegatus	["? variegatus"]	["mGalVar"]	["Sunda flying lemur"]		Galeopterus variegatus	Galeopterus	Cynocephalidae	Dermoptera	Mammalia	Chordata	Metazoa	3.55078125	3471900000			20753	30061	2014-06-05	Scaffold	3187643824	SAMN01758971;SAMN07678019	245189			56	28	2	ZOONOMIA	ZOONOMIA	published		
110931	species	Cynocephalus volans	["Galeopithecus rufus"]	["mCynVol"]	["Philippine flying lemur"]		Cynocephalus volans	Cynocephalus	Cynocephalidae	Dermoptera	Mammalia	Chordata	Metazoa	3.55078125	3471900000			69195939	31559	2022-12-28	Chromosome	2814418120	SAMN32206947	165781880			56	28	2	VGP		insdc_open		
284669	species	Dendrogale murina	["Dendrogale murina"]	["mDenMur"]	["Northern smooth-tailed tree shrew"]		Dendrogale murina	Dendrogale	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-13		2846580235					44	22	2					
192726	species	Urogale everetti	["Tupaia everetti"]	["mUroEve"]			Urogale everetti	Urogale	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000							2846580235					44	22	2					
9395	species	Tupaia glis	["Tupaia glis"]	["mTupGli"]	["Common tree shrew"]		Tupaia glis	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-03		2846580235	SAMN14297812				60	30	2					
143289	species	Tupaia minor	["Tupaia minor"]	["mTupMin"]			Tupaia minor	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-03		2846580235					66	33	2					
1035795	species	Tupaia montana	["Tupaia montana"]	["mTupMon"]	["Mountain treeshrew"]		Tupaia montana	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-03		2846580235					68	34	2					
320358	species	Tupaia nicobarica	["Tupaia nicobarica"]	["mTupNic"]	["Nicobar tree shrew"]		Tupaia nicobarica	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-14		2846580235					60	31	2					
320359	species	Tupaia palawanensis	["Tupaia palawanensis"]	["mTupPal"]	["Palawan tree shrew"]		Tupaia palawanensis	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000							2846580235					52	26	2					
320362	species	Tupaia splendidula	["Tupaia splendidula"]	["mTupSpl"]	["ruddy tree shrew"]		Tupaia splendidula	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000					2023-04-03		2846580235					60	31	2					
37347	species	Tupaia belangeri	["Tupaia belangeri"]	["mTupBel"]	["northern tree shrew"]		Tupaia belangeri	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000			2974		2006-06-08	Contig	2137225476	CNS0489775;SAMN03004381	104643000	13.5		62	31	2			insdc_open		
246437	species	Tupaia chinensis	["Tupaia chinensis"]	["mTupChi"]	["Chinese tree shrew"]		Tupaia chinensis	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000			25938	40519	2013-01-31	Scaffold	2846580235	SAMN01084043;SAMN37278373	3670124			60	31	2			insdc_open		
70687	species	Tupaia tana	["Tupaia tana"]	["mTupTan"]	["large tree shrew"]		Tupaia tana	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	3.55078125	3471900000			7301848		2022-11-07	Scaffold	2948277345	SAMN07678117	112954644			60	31	2	ZOONOMIA	ZOONOMIA	published		
73859	species	Lepus crawshayi	["Lepus crawshayi"]	["mLepCra"]			Lepus crawshayi	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
62617	species	Lepus alleni	["Hypolagus giganteus"]	["mLepAll"]	["antelope jackrabbit"]		Lepus alleni	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2024-02-01		2893021896					48	24	2					
62618	species	Lepus arcticus	["Lepus arcticus"]	["mLepArc"]	["Arctic hare"]		Lepus arcticus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
156448	species	Lepus brachyurus	["Lepus brachyurus"]	["mLepBra"]	["Japanese hare"]		Lepus brachyurus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.380859375	3305640000							2893021896					48	24	2					
48087	species	Lepus californicus	["Lepus californicus"]	["mLepCai"]	["black-tailed jackrabbit"]		Lepus californicus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
9981	species	Lepus capensis	["Lepus capensis"]	["mLepCap"]	["brown hare"]		Lepus capensis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000			30546000		2024-09-19	Chromosome	2961127500		124437717			48	24	2					
187398	species	Lepus castroviejoi	["Lepus castroviejoi"]	["mLepCas"]	["Broom Hare"]		Lepus castroviejoi	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2			sample_collected		
258242	species	Lepus coreanus	["Lepus coreanus"]	["mLepCor"]	["Korean hare"]		Lepus coreanus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
430913	species	Lepus flavigularis	["Lepus flavigularis"]	["mLepFla"]	["Tehuantepec hare"]		Lepus flavigularis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
100182	species	Lepus granatensis	["Lepus granatensis"]	["mLepGra"]	["Granada hare"]		Lepus granatensis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2			in_progress		
274686	species	Lepus hainanus	["Lepus hainanus"]	["mLepHai"]	["Hainan hare"]		Lepus hainanus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
112021	species	Lepus mandshuricus	["Lepus mandshuricus"]	["mLepMad"]	["Manchurian hare"]		Lepus mandshuricus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2024-05-01		2893021896					48	24	2					
2791018	species	Lepus nigricollis					Lepus nigricollis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
62620	species	Lepus othus	["Lepus othus"]	["mLepOth"]	["Alaskan hare"]		Lepus othus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
63224	species	Lepus saxatilis	["Lepus saxatilis"]	["mLepSax"]	["scrub hare"]		Lepus saxatilis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000							2893021896					48	24	2					
112022	species	Lepus sinensis	["Lepus sinensis"]	["mLepSin"]	["Chinese hare"]		Lepus sinensis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
1701144	species	Lepus tibetanus	["Lepus tibetanus"]	["mLepTib"]	["desert hare"]		Lepus tibetanus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-16		2893021896					48	24	2					
283924	species	Lepus tolai	["Lepus tolai"]	["mLepTol"]			Lepus tolai	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
301146	species	Lepus yarkandensis	["Lepus yarkandensis"]	["mLepYar"]	["Yarkand hare"]		Lepus yarkandensis	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000					2023-04-03		2893021896					48	24	2					
48086	species	Lepus americanus	["Lepus americanus"]	["mLepAme"]	["snowshoe hare"]		Lepus americanus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000			15057		2019-01-16	Scaffold	3123271264	SAMN07678042	16725			48	24	2	ZOONOMIA	ZOONOMIA	published		
62621	species	Lepus timidus	["Lepus lutescens"]	["mLepTim"]	["Mountain hare"]		Lepus timidus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.25	3178500000			5114768		2024-07-26	Chromosome	2630029692	SAMN12621015;SAMN41430840	126936470	81.9		48	24	2			insdc_open		
63225	species	Lepus townsendii	["Lepus townsendii"]	["mLepTow"]	["white-tailed jackrabbit"]		Lepus townsendii	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000			98462		2023-03-31	Scaffold	2791310465	SAMN19037362	46990746			48	24	2			insdc_open		
9983	species	Lepus europaeus	["Lepus hybridus"]	["mLepEur"]	["European hare"]		Lepus europaeus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000			43409466	30833	2023-10-31	Chromosome	2930954587	SAMN33984520	125776599			48	24	2			insdc_open		
112018	species	Lepus oiostolus	["Lepus oiostolus"]	["mLepOio"]	["woolly hare"]		Lepus oiostolus	Lepus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.314453125	3242070000			58464897		2024-02-05	Chromosome	2855089205	SAMN37736917	137608147			48	24	2			insdc_open		
9986	species	Oryctolagus cuniculus	["New Zealand rabbit"]	["mOryCun"]	["Rabbit"]		Oryctolagus cuniculus	Oryctolagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.259765625	3188280000			337730	37497	2021-02-04	Chromosome	2841489785	SAMEA112468037;SAMN02953624;SAMN12179861;SAMN15208106	111644748	87.7		44	22	2			insdc_open		
48083	species	Brachylagus idahoensis	["Sylvilagus idahoensis"]	["mBraIda"]	["pygmy rabbit"]		Brachylagus idahoensis	Brachylagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-12		2810931472	SAMN28539370				44	22	2					
48090	species	Sylvilagus aquaticus	["Limnolagus aquaticus"]	["mSylAqu"]	["swamp rabbit"]		Sylvilagus aquaticus	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2767399967					38	19	2					
30581	species	Sylvilagus audubonii	["Sylvilagus audubonii"]	["mSylAud"]	["desert cottontail"]		Sylvilagus audubonii	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2767399967					42	21	2					
50378	species	Sylvilagus nuttallii	["Sylvilagus nuttallii"]	["mSylNut"]	["mountain cottontail"]		Sylvilagus nuttallii	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2767399967					42	21	2					
50380	species	Sylvilagus palustris	["Sylvilagus palustris"]	["mSylPal"]	["marsh rabbit"]		Sylvilagus palustris	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2767399967					38	19	2					
60891	species	Sylvilagus transitionalis	["Lepus transitionalis"]	["mSylTra"]	["New England cottontail"]		Sylvilagus transitionalis	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2767399967					52	26	2					
365149	species	Sylvilagus bachmani	["Sylvilagus bachmani"]	["mSylBac"]	["brush rabbit"]		Sylvilagus bachmani	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000			58367		2020-12-04	Chromosome	2686379823	SAMN15801470	110456461	90.10000000000001		42	21	2			insdc_open		
9988	species	Sylvilagus floridanus	["Sylvilagus floridanus subcinctus"]	["mSylFlo"]	["eastern cottontail"]		Sylvilagus floridanus	Sylvilagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000			34907720		2023-04-19	Chromosome	2848420111	SAMEA13607423	129271642			42	21	2			insdc_open		
235651	species	Nesolagus timminsi	["Nesolagus timminsi"]	["mNesTim"]	["Annamite striped rabbit"]		Nesolagus timminsi	Nesolagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-13		2810931472					48	22	2					
48089	species	Romerolagus diazi	["Romerolagus diazi"]	["mRomDia"]	["volcano rabbit"]		Romerolagus diazi	Romerolagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-12		2810931472					48	24	2					
42061	species	Pronolagus rupestris	["Pronolagus rupestris mulleri"]	["mProRup"]	["Smith's red rock rabbit"]		Pronolagus rupestris	Pronolagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2810931472					42	21	2					
462300	species	Ochotona coreana	["Ochotona coreana"]	["mOchCor"]			Ochotona coreana	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
130819	species	Ochotona alpina	["Ochotona alpina"]	["mOchAlp"]	["alpine pika"]		Ochotona alpina	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2320778238					42	21	2					
1881634	species	Ochotona argentata	["Ochotona helanshanensis"]	["mOchArg"]	["Helan Shan pika"]		Ochotona argentata	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
134600	species	Ochotona collaris	["Ochotona collaris"]	["mOchCol"]			Ochotona collaris	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	34	2					
130827	species	Ochotona dauurica	["Ochotona dauurica"]	["mOchDau"]	["Daurian Pika"]		Ochotona dauurica	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
130830	species	Ochotona erythrotis	["Ochotona erythrotis"]	["mOchEry"]	["Chinese red pika"]		Ochotona erythrotis	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
174885	species	Ochotona gloveri	["Ochotona gloveri"]	["mOchGlo"]			Ochotona gloveri	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2024-02-01		2320778238					68	31	2					
130834	species	Ochotona hyperborea	["Ochotona hyperborea"]	["mOchHyp"]	["northern pika"]		Ochotona hyperborea	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					40	20	2					
130835	species	Ochotona koslowi	["Ochotona koslowi"]	["mOchKos"]	["Kozlov's pika"]		Ochotona koslowi	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
130837	species	Ochotona macrotis	["Ochotona macrotis"]	["mOchMac"]	["large-eared pika"]		Ochotona macrotis	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2320778238					62	31	2					
228609	species	Ochotona pusilla	["Ochotona pusilla"]	["mOchPus"]	["steppe pika"]		Ochotona pusilla	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2320778238					68	34	2					
42346	species	Ochotona rufescens	["Ochotona rufescens"]	["mOchRuf"]	["Afghan pika"]		Ochotona rufescens	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2024-03-05		2320778238					60	30	2					
174884	species	Ochotona rutila	["Ochotona rutila"]	["mOchRut"]			Ochotona rutila	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000							2320778238					62	31	2					
130843	species	Ochotona thibetana	["Ochotona thibetana"]	["mOchThi"]	["Moupin pika"]		Ochotona thibetana	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000					2023-04-03		2320778238					68	31	2					
9978	species	Ochotona princeps	["Ochotona princeps"]	["mOchPri"]	["American pika"]		Ochotona princeps	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000			12191025	28141	2023-07-13	Chromosome	2555444530	SAMN00767999;SAMN03000703;SAMN15664588;SAMN35822658	73962893	54.7		68	34	2	VGP		insdc_open		
130825	species	Ochotona curzoniae	["Ochotona curzoniae"]	["mOchCur"]	["black-lipped pika"]		Ochotona curzoniae	Ochotona	Ochotonidae	Lagomorpha	Mammalia	Chordata	Metazoa	3.287109375	3215175000			29562832	28105	2021-03-26	Scaffold	2086111946	SAMN13876228	33876933			68	31	2			insdc_open		
10179	species	Heliophobius argenteocinereus	["Heliophobius argenteocinereus"]	["mHelArg"]	["African silvery mole-rat"]		Heliophobius argenteocinereus	Heliophobius	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	3.05078125	2982900000							2476273451					54	27	2					
10181	species	Heterocephalus glaber	["Heterocephalus dunni"]	["mHetGla"]	["Naked mole-rat"]		Heterocephalus glaber	Heterocephalus	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	2.900390625	2836200000			47778	37544	2012-02-17	Scaffold	2618188253	SAMEA14374018;SAMEA14374022;SAMN00217190;SAMN00714537;SAMN10409247	20532749			54	27	2			insdc_open		
10177	species	Georychus capensis	["Georychus yatesi"]	["mGeoCap"]	["Cape mole-rat"]		Georychus capensis	Georychus	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	3.05078125	2982900000							2476273451					54	27	2					
10175	species	Cryptomys hottentotus	["Cryptomys hottentotus"]	["mCryHot"]	["African mole-rat"]		Cryptomys hottentotus	Cryptomys	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	3.400390625	3325200000							2476273451					54	27	2					
10172	species	Bathyergus suillus	["Bathyergus suillus"]	["mBatSui"]	["Cape dune mole-rat"]		Bathyergus suillus	Bathyergus	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	2.900390625	2836200000							2476273451					56	28	2					
885580	species	Fukomys damarensis	["Fukomys damarensis"]	["mFukDam"]	["Damaraland mole-rat"]		Fukomys damarensis	Fukomys	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	3.599609375	3520800000			44756	33132	2020-04-13	Scaffold	2334358650	SAMN02339281;SAMN10973724	62586000			74	38	2			insdc_open		
34846	species	Dasyprocta punctata	["Dasyprocta punctata"]	["mDasPun"]	["punctate agouti"]		Dasyprocta punctata	Dasyprocta	Dasyproctidae	Rodentia	Mammalia	Chordata	Metazoa	3.689453125	3663832500			38650		2019-03-22	Scaffold	3012098298	SAMN07678076	43703	69.9		64	32	2	ZOONOMIA	ZOONOMIA	published		
42152	species	Dasyprocta leporina	["Mus aguti"]	["mDasLep"]	["Brazilian agouti"]		Dasyprocta leporina	Dasyprocta	Dasyproctidae	Rodentia	Mammalia	Chordata	Metazoa	3.689453125	3663832500							3012098298					64	32	2					
181542	species	Myoprocta acouchy	["Dasyprocta acouchy"]	["mMyoAco"]			Myoprocta acouchy	Myoprocta	Dasyproctidae	Rodentia	Mammalia	Chordata	Metazoa	3.689453125	3663832500							3012098298					62	31	2					
2171663	species	Toromys albiventris	["Toromys albiventris"]	["mTorAlb"]			Toromys albiventris	Toromys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
1568924	species	Toromys rhipidurus	["Toromys rhipidurus"]	["mTorRhi"]	["Peruvian armored tree-rat"]		Toromys rhipidurus	Toromys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
1567524	species	Pattonomys semivillosus	["Pattonomys semivillosus"]	["mPatSem"]	["Speckled spiny tree-rat"]		Pattonomys semivillosus	Pattonomys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
2171770	species	Pattonomys punctatus	["Pattonomys punctatus"]	["mPatPun"]	["Orinocan speckled tree-rat"]		Pattonomys punctatus	Pattonomys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
30619	species	Dactylomys dactylinus	["Dactylomys dactylinus"]	["mDacDac"]	["Amazon bamboo rat"]		Dactylomys dactylinus	Dactylomys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
2171769	species	Echimys saturnus	["Echimys saturnus"]	["mEchSat"]	["dark spiny tree-rat"]		Echimys saturnus	Echimys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
176508	species	Makalata macrura	["Makalata macrura"]	["mMakMac"]	["Long-tailed armored tree-rat"]		Makalata macrura	Makalata	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	5.453125	5711520000					2023-04-03		2670098964					62	20	2					
2033321	species	Proechimys trinitatis	["Proechimys trinitatis"]	["mProTri"]	["Venezuelan spiny-rat"]		Proechimys trinitatis	Proechimys	Echimyidae	Rodentia	Mammalia	Chordata	Metazoa	6.2734375	6136950000					2023-04-03		2670098964					62	31	2					
