taxon_id	taxon_rank	scientific_name	synonym	tol_id	common_name	subspecies	species	genus	family	order	class	phylum	kingdom	superkingdom	assembly_level	biosample	scaffold_n50	assembly_type	contig_n50	gene_count	assembly_date	busco_completeness	gc_percent	mitochondrion_assembly_span	c_value	genome_size	genome_size_kmer	genome_size_draft	chromosome_number	haploid_number	ploidy	insdc_open	published	sequencing_status
98315	genus	Alticola	["Platycranius"]					Alticola	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
164382	genus	Volemys	["Volemys"]					Volemys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
418654	genus	Dinaromys	["Dinaromys"]					Dinaromys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16356	2.91015625	2845980000			56	27	2			
175521	genus	Lagurus	["Lagurus"]					Lagurus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			54	27	2			
10059	genus	Ondatra	["Ondotra"]					Ondatra	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN07678059	89093		73746		2019-01-16			16348	2.779296875	2718840000			54	27	2	EBP;PRJNA399451;ZOONOMIA	ZOONOMIA	published
399233	genus	Lasiopodomys	["Lemmimicrotus"]					Lasiopodomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16466	2.91015625	2845980000			56	27	2			
251273	genus	Arborimus	["Paraphenacomys"]					Arborimus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			52	26	2			
1352509	genus	Phaiomys	["Phaiomys"]					Phaiomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
447134	genus	Myodes	["Phaulomys"]					Myodes	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMEA5971946;SAMEA5971950;SAMN03863713;SAMN05860961	20649317		164884		2023-04-03			16379	2.990234375	2924220000			56	28	2	PRJEB34572;PRJNA290429;PRJNA335935		insdc_open
39083	genus	Ellobius	["Chthonergus"]					Ellobius	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN04317027;SAMN04317028;SAMN04317029	242123		11648		2016-07-14			16367	2.990234375	2924220000			36	18	2	PRJNA305123		insdc_open
685890	genus	Eolagurus	["Eolagurus"]					Eolagurus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
71002	genus	Myopus	["Myopus"]					Myopus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
98317	genus	Synaptomys	["Synaptomys"]					Synaptomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
1472671	genus	Hyperacrius	["Hyperacrius"]					Hyperacrius	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
269648	genus	Chionomys	["Chionomys"]					Chionomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Chromosome	SAMEA13217622	88844950		30960136		2023-05-01			16297	2.91015625	2845980000			56	28	2	EBP;ERGA;ERGAPIL;PRJEB59810;PRJEB61597;PRJEB61598;VGP		insdc_open
85951	genus	Dicrostonyx	["Borioicon"]					Dicrostonyx	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN31792452	5983314		22796		2023-04-03			16340	2.91015625	2845980000			46	23	2	PRJNA903212		insdc_open
79948	genus	Lemmus	["Hypudoeus"]					Lemmus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
56241	genus	Phenacomys	["Propliophenacomys"]					Phenacomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	28	2			
484904	genus	Neofiber	["Schistodelta"]					Neofiber	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
399228	genus	Blanfordimys	["Blanfordimys"]					Blanfordimys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16348	2.91015625	2845980000			56	27	2			
10033	genus	Cricetus	["Heliomys"]					Cricetus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16263	3.505859375	3427890000			22	11	2			
10043	genus	Phodopus	["Phodopus"]					Phodopus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Chromosome	SAMEA9952654;SAMN05191964;SAMN23733487	165747135		25775705		2022-07-01			16309	3.484375	3408330000			28	14	2	PRJEB40772;PRJEB47530;PRJNA318271;PRJNA786909		insdc_open
2175848	genus	Urocricetus	["Urocricetus"]					Urocricetus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16283	3.484375	3408330000			22	14	2			
329626	genus	Tscherskia	["Tscherskia"]					Tscherskia	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16488	3.484375	3408330000			30	15	2			
1343852	genus	Cansumys	["Cansumys"]					Cansumys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16283	3.484375	3408330000			22	14	2			
329633	genus	Allocricetulus	["Allocricetulus"]					Allocricetulus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16283	3.484375	3408330000			22	14	2			
10035	genus	Mesocricetus	["Mediocricetus"]					Mesocricetus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN00769068;SAMN18096087;SAMN26084744	85184847		25307617		2021-03-30			16264	3.484375	3408330000			42	21	2	PRJNA167910;PRJNA705675;PRJNA77669;PRJNA808404		insdc_open
2819014	genus	Paynomys						Paynomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2819045	genus	Loxodontomys						Loxodontomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2833617	genus	Neomicroxus						Neomicroxus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1604869	genus	Podoxymys	["Podoxymys"]					Podoxymys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29103	genus	Auliscomys	["Maresomys"]					Auliscomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
218784	genus	Handleyomys	["Handleyomys"]					Handleyomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89120	genus	Kunsia	["Kunsia"]					Kunsia	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1003859	genus	Mindomys	["Mindomys"]					Mindomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
511942	genus	Euryoryzomys	["Euryoryzomys"]					Euryoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89118	genus	Delomys	["Delomys"]					Delomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89125	genus	Scapteromys	["Scapteromys"]					Scapteromys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	2.810546875	2748180000			32	16	2			
118860	genus	Andinomys	["Andinomys"]					Andinomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
241100	genus	Bibimys	["Bibimys"]					Bibimys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
56231	genus	Phyllotis	["Phyllotis"]					Phyllotis	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.5390625	3462120000			38	19	2			
48010	genus	Oecomys	["Oecomys"]					Oecomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.060546875	2992680000			80	40	2			
218790	genus	Lundomys	["Lundomys"]					Lundomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
530166	genus	Cerradomys	["Cerradomys"]					Cerradomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
399316	genus	Necromys	["Bolomys"]					Necromys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	2.990234375	2924220000			34	17	2			
37026	genus	Neacomys	["Neacomys"]					Neacomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.279296875	3207840000			56	28	2			
218835	genus	Rheomys	["Rheomys"]					Rheomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29124	genus	Oxymycterus	["Oxymicterus"]					Oxymycterus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29114	genus	Lenoxus	["Lenoxus"]					Lenoxus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
655581	genus	Eremoryzomys	["Eremoryzomys"]					Eremoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
56220	genus	Eligmodontia	["Heligmodontia"]					Eligmodontia	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
329887	genus	Aepeomys	["Aepeomys"]					Aepeomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89123	genus	Nesoryzomys	["Nesoryzomys"]					Nesoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1560092	genus	Phaenomys	["Phaenomys"]					Phaenomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2928166	genus	Chibchanomys						Chibchanomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2928175	genus	Anotomys						Anotomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			92	46	2			
89116	genus	Chilomys	["Chilomys"]					Chilomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
118857	genus	Andalgalomys	["Andalgalomys"]					Andalgalomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
498354	genus	Oreoryzomys	["Oreoryzomys"]					Oreoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89127	genus	Wilfredomys	["Wilfredomys"]					Wilfredomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1258728	genus	Punomys	["Punomys"]					Punomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
79919	genus	Holochilus	["Holochyse"]					Holochilus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-12			16358	3.259765625	3188280000			48	24	2			
1258721	genus	Chinchillula	["Chinchillula"]					Chinchillula	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
218841	genus	Amphinectomys	["Amphinectomys"]					Amphinectomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29110	genus	Geoxus	["Geoxus"]					Geoxus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29118	genus	Notiomys	["Notiomys"]					Notiomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1007657	genus	Neotomys	["Neotomys"]					Neotomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
118863	genus	Graomys	["Bothriomys"]					Graomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			42	18	2			
478561	genus	Aegialomys	["Aegialomys"]					Aegialomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
37024	genus	Microryzomys	["Thallomyscus"]					Microryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	2.779296875	2718840000			58	29	2			
1258731	genus	Abrawayaomys	["Abrawayaomys"]					Abrawayaomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
10080	genus	Bolomys	["Bolomys"]					Bolomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			18	9	2			
29105	genus	Calomys	["Calomys"]					Calomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.23046875	3158940000			36	19	2			
29120	genus	Oligoryzomys	["Oligoryzomys"]					Oligoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16314	2.80078125	2738400000			60	30	2			
89134	genus	Pearsonomys	["Pearsonomys"]					Pearsonomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
548549	genus	Microakodontomys	["Microakodontomys"]					Microakodontomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
48016	genus	Scolomys	["Scolomys"]					Scolomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
218837	genus	Sigmodontomys	["Sigmodontomys"]					Sigmodontomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29130	genus	Thomasomys	["Erioryzomys"]					Thomasomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
157540	genus	Zygodontomys	["Zygodontomys"]					Zygodontomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.810546875	3726180000			84	42	2			
2022545	genus	Antillomys	["Antillomys"]					Antillomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29116	genus	Nectomys	["Nectomys"]					Nectomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
548545	genus	Neusticomys	["Daptomys"]					Neusticomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1607756	genus	Megalomys	["Moschophoromys"]					Megalomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
530179	genus	Sooretamys	["Sooretamys"]					Sooretamys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
156196	genus	Abrothrix	["Chroeomys"]					Abrothrix	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.10546875	3036690000			52	26	2			
29112	genus	Irenomys	["Irenomys"]					Irenomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
241143	genus	Euneomys	["Euneomys"]					Euneomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
530177	genus	Nephelomys	["Nephelomys"]					Nephelomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.779296875	3696840000			66	33	2			
1607770	genus	Pennatomys	["Pennatomys"]					Pennatomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1868921	genus	Calassomys	["Calassomys"]					Calassomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
587435	genus	Thaptomys	["Thaptomys"]					Thaptomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
221578	genus	Rhagomys	["Rhagomys"]					Rhagomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
218833	genus	Pseudoryzomys	["Pseudoryzomys"]					Pseudoryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89129	genus	Wiedomys	["Wiedomys"]					Wiedomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16346	3.25	3178500000			38	19	2			
29108	genus	Chelemys	["Chelemys"]					Chelemys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
42414	genus	Sigmodon	["Dilomys"]					Sigmodon	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN07678138	101373		67983		2019-01-15			16394	3.9609375	3872880000			22	15	2	EBP;PRJNA399433;ZOONOMIA	ZOONOMIA	published
218792	genus	Melanomys	["Melanomys"]					Melanomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
119815	genus	Salinomys	["Salinomys"]					Salinomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			18	9	2			
240586	genus	Thalpomys	["Thalpomys"]					Thalpomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
1258723	genus	Galenomys	["Galenomys"]					Galenomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
106102	genus	Juscelinomys	["Juscelinomys"]					Juscelinomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
530182	genus	Transandinomys	["Transandinomys"]					Transandinomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.41015625	3334980000			34	17	2			
2302992	genus	Castoria	["Castoria"]					Castoria	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
89114	genus	Blarinomys	["Blarinomys"]					Blarinomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2028559	genus	Ichthyomys	["Icthyomys"]					Ichthyomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
241098	genus	Brucepattersonius	["Brucepattersonius"]					Brucepattersonius	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
56233	genus	Reithrodon	["Tretomys"]					Reithrodon	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2304083	genus	Tanyuromys	["Tanyuromys"]					Tanyuromys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
948927	genus	Drymoreomys	["Drymoreomys"]					Drymoreomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
119817	genus	Tapecomys	["Tapecomys"]					Tapecomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29128	genus	Rhipidomys	["Rhipidomys"]					Rhipidomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.689453125	3608820000			38	19	2			
230083	genus	Deltamys	["Deltamys"]					Deltamys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
10069	genus	Akodon	["Chalcomys"]					Akodon	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16378	2.75	2689500000			40	17	2			
530174	genus	Hylaeamys	["Hylaeamys"]					Hylaeamys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
29122	genus	Oryzomys	["Oryzomys"]					Oryzomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			56	28	2			
218788	genus	Juliomys	["Juliomys"]					Juliomys	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16358	3.25	3178500000			38	19	2			
2776189	genus	Orientallactaga						Orientallactaga	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN07678035	36308		30651		2019-01-16			16653	3.21484375	3110040000			32	21	2	EBP;PRJNA399447;ZOONOMIA	ZOONOMIA	published
2494513	genus	Scarturus	["Scarturus"]					Scarturus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16653	3.21484375	3110040000			32	21	2			
73860	genus	Allactaga	["Microallactaga"]					Allactaga	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16653	3.21484375	3110040000			32	21	2			
35735	genus	Allactodipus	["Allactodipus"]					Allactodipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16653	3.21484375	3110040000			32	21	2			
1041407	genus	Pygeretmus	["Pliopygerethmus"]					Pygeretmus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16653	3.21484375	3110040000			32	21	2			
101670	genus	Napaeozapus	["Napaeozapus"]					Napaeozapus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16573	3.21484375	3110040000			32	21	2			
101672	genus	Eozapus	["Protozapus"]					Eozapus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16573	3.21484375	3110040000			32	21	2			
98660	genus	Zapus	["Xapus"]					Zapus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN07678139	26350		23350		2019-01-15			16573	3.21484375	3110040000			32	21	2	EBP;PRJNA399434;ZOONOMIA	ZOONOMIA	published
52906	genus	Sicista	["Sicista"]					Sicista	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-16			16445	3.21484375	3110040000			32	21	2			
980893	genus	Euchoreutes	["Euchoreutes"]					Euchoreutes	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16705	3.21484375	3110040000			32	21	2			
1041410	genus	Cardiocranius	["Cardiocranius"]					Cardiocranius	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16653	3.21484375	3110040000			32	21	2			
1041414	genus	Salpingotus	["Prosalpingotus"]					Salpingotus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16653	3.21484375	3110040000			32	21	2			
35738	genus	Eremodipus	["Eremodipus"]					Eremodipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16664	3.21484375	3110040000			32	21	2			
1041412	genus	Stylodipus	["Stylodipus"]					Stylodipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16696	3.21484375	3110040000			32	21	2			
48867	genus	Jaculus	["Haltomys"]					Jaculus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Chromosome	SAMN00728442;SAMN20391724	158244790		22104564		2021-11-04			16546	3.21484375	3110040000			32	21	2	EBP;PRJNA167910;PRJNA72445;PRJNA773797;PRJNA773798;PRJNA776884;VGP		insdc_open
2171714	genus	Chimaerodipus	["Chimaerodipus"]					Chimaerodipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16664	3.21484375	3110040000			32	21	2			
1247381	genus	Paradipus	["Paradipus"]					Paradipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16664	3.21484375	3110040000			32	21	2			
73862	genus	Dipus	["Dypus"]					Dipus	Dipodidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16664	3.21484375	3110040000			32	21	2			
2863006	genus	Castoroides						Castoroides	Castoridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16744	3.4296875	3463342500			48	20	2			
10184	genus	Castor	["Mamcastorus"]					Castor	Castoridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMEA101510668;SAMN06187566;SAMN07678136;SAMN10409246	26151911		273954		2023-04-03			16744	3.4296875	3463342500			48	20	2	EBP;PRJEB19765;PRJNA359140;PRJNA399431;PRJNA505050;ZOONOMIA	ZOONOMIA	published
35661	genus	Orthogeomys	["Orthogeomys"]					Orthogeomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16857	3.69140625	3858210000			42	36	2			
2964404	genus	Heterogeomys						Heterogeomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16857	3.69140625	3858210000			42	36	2			
13627	genus	Cratogeomys	["Cratogeomys"]					Cratogeomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16857	3.69140625	3858210000			42	21	2			
13544	genus	Geomys	["Saccophorus"]					Geomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota							2023-04-03			16857	3.509765625	3432780000			72	36	2			
10011	genus	Thomomys	["Megascapheus"]					Thomomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Scaffold	SAMN29044214	23603529		14543669		2022-09-01			16857	4.37890625	4283640000			76	38	2	CCGP;EBP;PRJNA765875;PRJNA777226;PRJNA851165;PRJNA851166		insdc_open
35667	genus	Zygogeomys	["Gygogeomys"]					Zygogeomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16857	3.69140625	3858210000			42	36	2			
196629	genus	Pappogeomys	["Pappogeomys"]					Pappogeomys	Geomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota										16857	3.69140625	3858210000			42	36	2			
38664	genus	Chaetodipus	["Burtognathus"]					Chaetodipus	Heteromyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota		SAMN25998149					2023-04-03			16332	3.16796875	3068475000			46	22	2			
37442	genus	Perognathus	["Perognathus"]					Perognathus	Heteromyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota	Chromosome	SAMN07678105;SAMN26876106;SAMN29044251	72679016		11606741		2022-07-21			16332	3.16796875	3068475000			54	22	2	CCGP;EBP;PRJNA399459;PRJNA765658;PRJNA777209;PRJNA818714;PRJNA855967;PRJNA855968;PRJNA858069;ZOONOMIA		insdc_open
