"","scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","sample_id","link","dna","karyo","rna","iPSC2","seq"
"70","Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","MIG12-28326023/ BARCELONA / 2083","WILD","M","Fibro",NA,NA,NA,NA,NA,"A441",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Ara_Ara","Ara_Ara_1","https://www.iucnredlist.org/species/22685539/131917270",FALSE,FALSE,FALSE,FALSE,FALSE
"71","Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","WKP15-00490/MADRID Z / GAZ55","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A458",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ara_Ara","Ara_Ara_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"72","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05437","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A42",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Nyc_Nyc","Nyc_Nyc_1","https://www.iucnredlist.org/species/22697211/155515762",FALSE,FALSE,FALSE,FALSE,FALSE
"73","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05427","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A47","A43",NA,NA,"LC","Birds",FALSE,FALSE,"Nyc_Nyc","Nyc_Nyc_2","https://www.gbif.org/species/2480863",FALSE,FALSE,FALSE,FALSE,FALSE
"74","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH21-05659","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A128",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Nyc_Nyc","Nyc_Nyc_3",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"75","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH18-04841/QGH18-04841",NA,NA,"Primary",NA,NA,NA,NA,NA,"A229",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Nyc_Nyc","Nyc_Nyc_4",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"76","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH22-06035/BARCELONA/14079",NA,NA,"Fibro",NA,NA,NA,NA,NA,"A326",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Nyc_Nyc","Nyc_Nyc_5",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"77","Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","SM3",NA,NA,"Fibro",NA,NA,NA,NA,NA,"A125",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Nyc_Nyc","Nyc_Nyc_6",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"78","Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 78/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A126",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Cic_Cic","Cic_Cic_1","https://www.iucnredlist.org/species/22697691/86248677",FALSE,FALSE,FALSE,FALSE,FALSE
"79","Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 21/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A80",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Cic_Cic","Cic_Cic_2","https://www.gbif.org/species/2481912",FALSE,FALSE,FALSE,FALSE,FALSE
"80","Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 47/21",NA,NA,"Fibro","DNA","K",NA,NA,"Ciconia ciconia A101","A101",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Cic_Cic","Cic_Cic_3",NA,TRUE,TRUE,FALSE,FALSE,FALSE
"81","Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","QGH16-02512","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A93",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pla_Leu","Pla_Leu_1","https://www.iucnredlist.org/species/22697555/155460986",FALSE,FALSE,FALSE,FALSE,FALSE
"82","Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG-28179109/BARCELONA7847","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A263",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Pla_Leu","Pla_Leu_2","https://www.gbif.org/species/2480801",FALSE,FALSE,FALSE,FALSE,FALSE
"83","Platalea ajaja","Platalea ajaja",NA,"Roseate spoonbill","Threskiornithid","MIG12-29661875/BARCELONA / 10746","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A316",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pla_Aja","Pla_Aja_1","https://www.iucnredlist.org/species/22697574/93621961",FALSE,FALSE,FALSE,FALSE,FALSE
"84","Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","CRAS 67/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A119",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ple_Fal","Ple_Fal_1","https://www.iucnredlist.org/species/22697422/155528413",FALSE,FALSE,FALSE,FALSE,FALSE
"85","Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","2.5328829E7","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A251",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Ple_Fal","Ple_Fal_2","https://species.nbnatlas.org/species/NBNSYS0000000254#sequences",FALSE,FALSE,FALSE,FALSE,FALSE
"86","Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","42/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A114",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ple_Fal","Ple_Fal_3",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"87","Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","MIG12-28824985/ BARCELONA / 5327","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A389",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ple_Fal","Ple_Fal_4",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"88","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","SN1",NA,NA,"Primary",NA,NA,NA,NA,NA,"A131",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Ger_Ere","Ger_Ere_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"89","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","VVM20-02434/JEREZ / IE2023","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A86",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Ger_Ere","Ger_Ere_2","https://www.iucnredlist.org/species/22697488/130895601",FALSE,FALSE,FALSE,FALSE,FALSE
"90","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","FRW20-01048/JEREZ / IE2014","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A69",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Ger_Ere","Ger_Ere_3","https://animaldiversity.org/accounts/Geronticus_eremita/",FALSE,FALSE,FALSE,FALSE,FALSE
"91","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","FRW20-01045/JEREZ / IE2011","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A68",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Ger_Ere","Ger_Ere_4",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"92","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","ZDW17-03177/BARCELONA / 13500","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A254",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Ger_Ere","Ger_Ere_5",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"93","Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","QGH23-06354/BARCELONA / 14289","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A466",NA,NA,NA,"EN","Birds",TRUE,FALSE,"Ger_Ere","Ger_Ere_6",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"94","Eudocimus ruber","Eudocimus ruber",NA,"Scarlet Ibis","Threskiornithidae","MIG12-28706350","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A235",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Eud_Rub","Eud_Rub_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"95","Eudocimus ruber","Eudocimus ruber",NA,"Scarlet Ibis","Threskiornithidae","MIG12-28706348/BARCELONA / 11080","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A438",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Eud_Rub","Eud_Rub_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"96","Threskiornis aethiopicus","Threskiornis aethiopicus",NA,"Sacred ibis","Threskiornithidae","27920372/MADRID Z / IS48","UNKNOWN","U","Fibro",NA,NA,NA,NA,NA,"A230",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Thr_Aet","Thr_Aet_1","https://www.iucnredlist.org/species/22697510/132068562",FALSE,FALSE,FALSE,FALSE,FALSE
"97","Butorides striata","Butorides striata",NA,"Striated heron","Ardeidae","QGH17-04483","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A107",NA,NA,NA,"LC","Birds",TRUE,FALSE,"But_Str","But_Str_1",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"98","Butorides striata","Butorides striata",NA,"Striated heron","Ardeidae","QGH12-00159/BARCELONA / 11588","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","Birds",FALSE,FALSE,"But_Str","But_Str_2","https://www.iucnredlist.org/species/22728182/94973442",FALSE,FALSE,FALSE,FALSE,FALSE
"99","Ixobrychus minutus","Ixobrychus minutus",NA,"Little bittern","Ardeidae","VKM13-00879/BARCELONA / 12860","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A385",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ixo_Min","Ixo_Min_1","https://www.iucnredlist.org/species/22735766/155511258",FALSE,FALSE,FALSE,FALSE,FALSE
"100","Gallinula chloropus","Gallinula chloropus",NA,"Common Moorhen","Rallidae","CRAS 56/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A106",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Gal_Chl","Gal_Chl_1","https://www.iucnredlist.org/species/62120190/155506651",FALSE,FALSE,FALSE,FALSE,FALSE
"101","Gallinula chloropus","Gallinula chloropus",NA,"Common Moorhen","Rallidae","CRAS 25/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A89",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Gal_Chl","Gal_Chl_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"102","Balearica pavonina","Balearica pavonina",NA,"Black Crowned Crane","Gruidae","QGH20-05471","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","Birds",FALSE,FALSE,"Bal_Pav","Bal_Pav_1","https://www.gbif.org/species/5228232",FALSE,FALSE,FALSE,FALSE,FALSE
"103","Psophia crepitans","Psophia crepitans",NA,"Grey-winged Trumpeter","Gruiformes","FRW15-00565","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A100",NA,NA,NA,"NT","Birds",FALSE,FALSE,"Pso_Cre","Pso_Cre_1","https://www.iucnredlist.org/species/45478181/95158441",FALSE,FALSE,FALSE,FALSE,FALSE
"104","Marmaronetta angustirostris","Marmaronetta angustirostris",NA,"Marbled Teal","Anatidae","2.495321E7","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A87",NA,NA,NA,"VU","Birds",FALSE,FALSE,"Mar_Ang","Mar_Ang_1","https://www.gbif.org/species/2498390",FALSE,FALSE,FALSE,FALSE,FALSE
"105","Netta peposaca","Netta peposaca",NA,"Rosy-billed Pochard","Anatidae","2.7919208E7","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A104",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Net_Pep","Net_Pep_1","https://www.iucnredlist.org/species/22680351/92856953",FALSE,FALSE,FALSE,FALSE,FALSE
"106","Anas platyrhynchos","Anas platyrhynchos",NA,"Mallard","Anatidae","EC 11/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A112",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Ana_Pla","Ana_Pla_1","https://www.gbif.org/species/9761484",FALSE,FALSE,FALSE,FALSE,FALSE
"107","Netta rufina","Netta rufina",NA,"Red-crested Pochard","Anatidae","PC028",NA,NA,"Fibro",NA,NA,NA,NA,NA,"A199",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Net_Ruf","Net_Ruf_1","https://www.iucnredlist.org/species/22680348/86012189",FALSE,FALSE,FALSE,FALSE,FALSE
"108","Chauna torquata","Chauna torquata",NA,"Southern screamer","Anhimidae","MIG12-28179183","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A302",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Cha_Tor","Cha_Tor_1","https://www.iucnredlist.org/species/22679729/92826769",TRUE,FALSE,FALSE,FALSE,FALSE
"109","Cygnus atratus","Cygnus atratus",NA,"Black swan","Anatidae","2.7919208E7","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A317",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Cyg_Atr","Cyg_Atr_1","https://www.iucnredlist.org/species/22679843/131907524",TRUE,FALSE,FALSE,FALSE,FALSE
"110","Apus pallidus","Apus pallidus",NA,"Pallid Swift","Apodidae","CRAS 58/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A113",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Apu_Pal","Apu_Pal_1","https://www.iucnredlist.org/species/22686815/155463151",FALSE,FALSE,FALSE,FALSE,FALSE
"111","Apus pallidus","Apus pallidus",NA,"Pallid Swift","Apodidae","CRAS 365/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A180",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Apu_Pal","Apu_Pal_2","https://www.gbif.org/species/5228695",FALSE,FALSE,FALSE,FALSE,FALSE
"112","Apus pallidus","Apus pallidus",NA,"Pallid Swift","Apodidae","CRAS 45/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A99",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Apu_Pal","Apu_Pal_3",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"113","Apus apus","Apus apus",NA,"Common swift","Apodidae","55/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A111",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Apu_Apu","Apu_Apu_1","https://www.iucnredlist.org/species/22686800/86111691",FALSE,FALSE,FALSE,FALSE,FALSE
"114","Streptopelia decaocto","Streptopelia decaocto",NA,"Eurasian Collared-dove","Columbidae","CRAS 65/21",NA,NA,"Fibro","K",NA,NA,NA,"Streptopelia decaocto A118","A118",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Str_Dec","Str_Dec_1","https://www.iucnredlist.org/species/22727811/154457750",FALSE,TRUE,FALSE,FALSE,FALSE
"115","Columba livia","Columba livia",NA,"Rock Dove","Columbidae","CRAS 68/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A120",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Col_Liv","Col_Liv_1","https://www.iucnredlist.org/species/22690066/155493121",FALSE,FALSE,FALSE,FALSE,FALSE
"116","Columba palumbus","Columba palumbus",NA,"Common Woodpigeon","Columbidae","SM4",NA,NA,"Primary",NA,NA,NA,NA,NA,"A123",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Col_Pal","Col_Pal_1","https://www.iucnredlist.org/species/22690103/131924602",FALSE,FALSE,FALSE,FALSE,FALSE
"117","Ptilinopus melanospilus","Ptilinopus melanospilus",NA,"Black-naped Fruit-dove","Columbidae","MIG12-28149323","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A253",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Pti_Mel","Pti_Mel_1","https://www.iucnredlist.org/species/22691558/93316491",FALSE,FALSE,FALSE,FALSE,FALSE
"118","Zenaida graysoni","Zenaida graysoni",NA,"Socorro dove","Columbidae","DMP17-00807","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A255",NA,NA,NA,"EW","Birds",TRUE,FALSE,"Zen_Gra","Zen_Gra_1","https://www.iucnredlist.org/species/22690740/178409463",TRUE,FALSE,FALSE,FALSE,FALSE
"119","Gallicolumba luzonica","Gallicolumba luzonica",NA,"Luzon bleeding-heart dove","Columbidae","1.5949977E7","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A266",NA,NA,NA,"NT","Birds",FALSE,FALSE,"Gal_Luz","Gal_Luz_1","https://www.iucnredlist.org/species/22690979/93297883",FALSE,FALSE,FALSE,FALSE,FALSE
"120","Gallicolumba luzonica","Gallicolumba luzonica",NA,"Luzon bleeding-heart dove","Columbidae","QGH20-05524/ BARCELONA / 13798",NA,NA,"Primary",NA,NA,NA,NA,NA,"A406",NA,NA,NA,"NT","Birds",FALSE,FALSE,"Gal_Luz","Gal_Luz_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"121","Gallicolumba luzonica","Gallicolumba luzonica",NA,"Luzon bleeding-heart dove","Columbidae","VKM21-05794/VKM21-05794","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A411",NA,NA,NA,"NT","Birds",TRUE,FALSE,"Gal_Luz","Gal_Luz_3",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"122","Caloenas nicobarica","Caloenas nicobarica",NA,"Nicobar pigeon","Columbidae","QGH15-02298","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A338",NA,NA,NA,"NT","Birds",FALSE,FALSE,"Cal_Nic","Cal_Nic_1","https://www.iucnredlist.org/species/22690974/178136167",FALSE,FALSE,FALSE,FALSE,FALSE
"123","Spheniscus demersus","Spheniscus demersus",NA,"Jackass penguin","Spheniscidae","24208794/MADRID Z / PJ19","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A144",NA,NA,NA,"EN","Birds",TRUE,FALSE,"Sph_Dem","Sph_Dem_1","https://www.iucnredlist.org/species/22697810/157423361",FALSE,FALSE,FALSE,FALSE,FALSE
"124","Spheniscus demersus","Spheniscus demersus",NA,"Jackass penguin","Spheniscidae","WKP13-00159/MADRID Z / PJ61","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A430",NA,NA,NA,"EN","Birds",FALSE,FALSE,"Sph_Dem","Sph_Dem_2","https://www.gbif.org/species/5229384",FALSE,FALSE,FALSE,FALSE,FALSE
"125","Spheniscus demersus","Spheniscus demersus",NA,"Jackass penguin","Spheniscidae","8297685/ID: MADRID Z / PJ29","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A431",NA,NA,NA,"EN","Birds",TRUE,FALSE,"Sph_Dem","Sph_Dem_3","https://animaldiversity.org/accounts/Spheniscus_demersus/",TRUE,FALSE,FALSE,FALSE,FALSE
"126","Spheniscus humboldti","Spheniscus humboldti",NA,"Humboldt penguin","Spheniscidae","1.9146851E7","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A299",NA,NA,NA,"VU","Birds",FALSE,FALSE,"Sph_Hum","Sph_Hum_1","https://www.iucnredlist.org/species/22697817/182714418",FALSE,FALSE,FALSE,FALSE,FALSE
"127","Spheniscus humboldti","Spheniscus humboldti",NA,"Humboldt penguin","Spheniscidae","MIG12-28033500/BARCELONA / 5029","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A386",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Sph_Hum","Sph_Hum_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"128","Halcyon malimbica","Halcyon malimbica",NA,"Blue-breasted kingfisher","Alcedinidae","QGH15-02460","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A155",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Hal_Mal","Hal_Mal_1","https://www.iucnredlist.org/species/22683269/92981938",FALSE,FALSE,FALSE,FALSE,FALSE
"129","Dacelo novaeguineae","Dacelo novaeguineae",NA,"Laughing kookaburra","Alcedinidae","MIG12-28802202/BARCELONA / 12619","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A407",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Dac_Nov","Dac_Nov_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"130","Dromaius novaehollandiae","Dromaius novaehollandiae",NA,"Common Emu","Casuariidae","27919533/MADRID Z / EMU10","UNKNOWN","U","Primary",NA,NA,NA,NA,NA,"A158",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Dro_Nov","Dro_Nov_1","https://www.iucnredlist.org/species/22678117/131902466",FALSE,FALSE,FALSE,FALSE,FALSE
"131","Phoenicopterus roseus","Phoenicopterus roseus",NA,"Greater Flamingo","Phoenicopteriformes","FRW21-01235/JEREZ / FL30","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A181",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Ros","Pho_Ros_1","https://www.iucnredlist.org/fr/species/22697360/155527405",FALSE,FALSE,FALSE,FALSE,FALSE
"132","Phoenicopterus ruber","Phoenicopterus ruber",NA,"American flamingo","Phoenicopteriformes","27917629/MADRID Z / FLR32","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A231",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Rub","Pho_Rub_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"133","Phoenicopterus ruber","Phoenicopterus ruber",NA,"American flamingo","Phoenicopteriformes","ap22-00215","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A358",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Pho_Rub","Pho_Rub_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"134","Haliaeetus leucocephalus","Haliaeetus leucocephalus",NA,"Bald Eagle","Accipitridae","2.7918336E7","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A250",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Hal_Leu","Hal_Leu_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"135","Colius striatus","Colius striatus",NA,"Speckled Mousebird","Coliidae","QGH21-05850","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A243",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Col_Str","Col_Str_1","https://www.iucnredlist.org/species/22683776/93000568",FALSE,FALSE,FALSE,FALSE,FALSE
"136","Colius striatus","Colius striatus",NA,"Speckled Mousebird","Coliidae","QGH14-02099/BARCELONA / 12241","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A323",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Col_Str","Col_Str_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"137","Eurypyga helias","Eurypyga helias",NA,"Sunbittern","Eurypygidae","TPC14-02438/BARCELONA / 12461","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A257",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Eur_Hel","Eur_Hel_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"138","Musophaga violacea","Musophaga violacea",NA,"Violet turaco","Musophagidae","NGK18-00247","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A261",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Mus_Vio","Mus_Vio_1","https://www.iucnredlist.org/species/22688387/93195573",FALSE,FALSE,FALSE,FALSE,FALSE
"139","Gallus gallus domestic","Gallus gallus","domestic","Domestic chicken","Phasianidae","WKP15-00483","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A297",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Gal_Gal","Gal_Gal_1",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"140","Lophura edwardsi","Lophura edwardsi",NA,"Vietnam pheasant","Phasianidae","QGH22-06035/BARCELONA / 14079","CAPTIVE","U","Fibro","DNA",NA,NA,NA,NA,"A325",NA,NA,NA,"CR","Birds",TRUE,FALSE,"Lop_Edw","Lop_Edw_1","https://www.iucnredlist.org/species/45354985/129928203",TRUE,FALSE,FALSE,FALSE,FALSE
"141","Polyplectron napoleonis","Polyplectron napoleonis",NA,"Palawan peacock pheasant","Phasianidae","QGH16-04017","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A330",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Pol_Nap","Pol_Nap_1","https://www.iucnredlist.org/species/22679398/132051467",TRUE,FALSE,FALSE,FALSE,FALSE
"142","Polyplectron napoleonis","Polyplectron napoleonis",NA,"Palawan peacock pheasant","Phasianidae","MIG12-28325583/BARCELONA / 6405","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A421",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Pol_Nap","Pol_Nap_2",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"143","Bucorvus leadbeateri","Bucorvus leadbeateri",NA,"Southern ground hornbill","Bucorvidae","QGH22-06111","CAPTIVE","U","Fibro",NA,NA,NA,NA,NA,"A344",NA,NA,NA,"VU","Birds",TRUE,FALSE,"Buc_Lea","Buc_Lea_1","https://www.iucnredlist.org/species/22682638/92955067",FALSE,FALSE,FALSE,FALSE,FALSE
"144","Jacana jacana","Jacana jacana",NA,"Wattled jacana","Jacanidae","QGH13-00872","WILD","M","Fibro",NA,NA,NA,NA,NA,"A346",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Jac_Jac","Jac_Jac_1","https://www.iucnredlist.org/species/22693553/163616643",FALSE,FALSE,FALSE,FALSE,FALSE
"145","Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","MIG12-28179259","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A24",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco","Otu_Sco_1","https://www.iucnredlist.org/species/155019854/155020110",FALSE,FALSE,FALSE,FALSE,FALSE
"146","Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","2.5996946E7","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A319",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco","Otu_Sco_2","https://www.gbif.org/species/7060344",FALSE,FALSE,FALSE,FALSE,FALSE
"147","Otus scops scops","Otus scops","scops","Eurasian scops owl","Strigidae","MIG12-28179174/BARCELONA / 10914","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A449",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Otu_Sco","Otu_Sco_3",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"148","Tyto alba","Tyto alba",NA,"Common Barn-owl","Tytonidae","27918191/MADRID Z / LCH32","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A232",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Tyt_Alb","Tyt_Alb_1","https://www.iucnredlist.org/species/22688504/155542941",FALSE,FALSE,FALSE,FALSE,FALSE
