"","scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","sample_id","link","dna","karyo","rna","iPSC2","seq"
"149","Bubo scandiacus","Bubo scandiacus",NA,"Snowy Owl","Strigidae","24865002/MADRID Z / BUN2","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A177",NA,NA,NA,"VU","Birds",FALSE,FALSE,"Bub_Sca","Bub_Sca_1","https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=686683#null",FALSE,FALSE,FALSE,FALSE,FALSE
"150","Strix aluco","Strix aluco",NA,"Tawny Owl","Strigidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A256",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Str_Alu","Str_Alu_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"151","Tauraco erythrolophus","Tauraco erythrolophus",NA,"Red-crested turaco","Musophagidae","TRC15-00347/BARCELONA / 12900","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A371",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Tau_Ery","Tau_Ery_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"152","Tauraco leucotis","Tauraco leucotis",NA,"White-cheeked turaco","Musophagidae","WKP13-00227/MADRID Z / TURA3","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A372",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Tau_Leu","Tau_Leu_1","https://www.iucnredlist.org/species/22688355/95213742",FALSE,FALSE,FALSE,FALSE,FALSE
"153","Falco naumanni","Falco naumanni",NA,"Lesser Kestrel","Falconidae","WKP22-01969/MADRID Z / CEP38","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A387",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Fal_Nau","Fal_Nau_1","https://www.iucnredlist.org/species/22696357/205768513",FALSE,FALSE,FALSE,FALSE,FALSE
"154","Falco naumanni","Falco naumanni",NA,"Lesser Kestrel","Falconidae","WKP22-01966/MADRID Z / CEP35","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A455",NA,NA,NA,"LC","Birds",FALSE,FALSE,"Fal_Nau","Fal_Nau_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"155","Ramphastos toco","Ramphastos toco",NA,"Toco toucan","Ramphastidae","VMT19-40119/MADRID Z / TC7","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A435",NA,NA,NA,"LC","Birds",TRUE,FALSE,"Ram_Toc","Ram_Toc_1",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"156","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH20-05342/13650","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A216","A207",NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"157","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","11268.0",NA,NA,"Fibro","DNA","K",NA,NA,"Nanger Dama Mohr a85","A85",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_2","https://www.iucnredlist.org/species/8968/50186128",TRUE,TRUE,FALSE,FALSE,FALSE
"158","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05159","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A20",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_3","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=67940",FALSE,FALSE,FALSE,FALSE,FALSE
"159","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05123","CAPTIVE","F","Fibro","DNA","SEQ",NA,NA,NA,"A19",NA,NA,"ORGONE_02","CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_4","https://animaldiversity.org/accounts/Nanger_dama/",TRUE,FALSE,FALSE,FALSE,TRUE
"160","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29591142/BARCELONA / 11341","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A156(A405)",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_5",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"161","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-28152170/BARCELONA13063","CAPTIVE","M","Fibro","K",NA,NA,NA,"Nanger Dama Mhorr A171","A171",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_6",NA,FALSE,TRUE,FALSE,FALSE,FALSE
"162","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH22-06088","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A335",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_7",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"163","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29854099/MADRID Z / GAD26","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A393",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_8",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"164","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH16-04153/barcelona/12778","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A397",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_9",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"165","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH17-04511/barcelona/12963","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A398",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_10",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"166","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae",NA,NA,NA,"Fibro","DNA","K",NA,NA,"Nanger Dama Mhorr A9","A9",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_11",NA,TRUE,TRUE,FALSE,FALSE,FALSE
"167","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29320182/ BARCELONA / 11263","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A447",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Nan_Dam","Nan_Dam_12",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"168","Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","ALM20-00023/: ELCHE SAF / 1789","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A468",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Nan_Dam","Nan_Dam_13",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"169","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435084/BARCELONA11047","CAPTIVE","M","Fibro","K",NA,NA,NA,"Gazella Dorcas A18","A18",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","Gaz_Dor_1",NA,FALSE,TRUE,FALSE,FALSE,FALSE
"170","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","WKP15-00424/BARCELONA13589","CAPTIVE","M","Fibro","K",NA,NA,NA,"Gazella Dorcas A148","A148",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","Gaz_Dor_2","https://www.iucnredlist.org/species/8969/50186334",FALSE,TRUE,FALSE,FALSE,FALSE
"171","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","WKP19-01761/MADRID Z / GD142","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","Gaz_Dor_3","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=37751",FALSE,FALSE,FALSE,FALSE,FALSE
"172","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","FRW18-00814/JEREZ / GDO333","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A96",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","Gaz_Dor_4","https://animaldiversity.org/accounts/Gazella_dorcas/",FALSE,FALSE,FALSE,FALSE,FALSE
"173","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH18-04728/BARCELONA13096","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","Gaz_Dor_5",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"174","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH16-04140","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A283",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","Gaz_Dor_6",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"175","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435079","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A21",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","Gaz_Dor_7",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"176","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH18-04728/BARCELONA / 13096","CAPTIVE","M","Fibro","K",NA,NA,NA,"Gazella Dorcas A167","A167",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Dor","Gaz_Dor_8",NA,FALSE,TRUE,FALSE,FALSE,FALSE
"177","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH2306333-IA","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A456",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","Gaz_Dor_9",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"178","Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH23-06339/BARCELONA / 14280","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A465",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Dor","Gaz_Dor_10",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"179","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH21-05797","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A166",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Aep_Mel","Aep_Mel_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"180","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH20-05395","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A280",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Aep_Mel","Aep_Mel_2","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9897",FALSE,FALSE,FALSE,FALSE,FALSE
"181","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH19-05174/BARCELONA13498","CAPTIVE","M","Fibro","K",NA,NA,NA,NA,"A67",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Aep_Mel","Aep_Mel_3","https://www.iucnredlist.org/species/550/50180828",FALSE,TRUE,FALSE,FALSE,FALSE
"182","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH19-05221/BARCELONA13544","CAPTIVE","F","Fibro",NA,NA,NA,NA,"Aepyceros melampus A129","A129",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Aep_Mel","Aep_Mel_4","https://animaldiversity.org/accounts/Aepyceros_melampus/",FALSE,FALSE,FALSE,FALSE,FALSE
"183","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH21-05739/BARCELONA13905","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A147",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Aep_Mel","Aep_Mel_5","https://costarica.inaturalist.org/taxa/120012-Aepyceros-melampus-petersi",FALSE,FALSE,FALSE,FALSE,FALSE
"184","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH22-06136/BARCELONA / 14160","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A425",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Aep_Mel","Aep_Mel_6",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"185","Oryx gazella","Oryx gazella",NA,"Gemsbok","Bovidae","ORGA-02",NA,NA,"Fibro","DNA","K",NA,NA,"Oryx gazele A78","A78",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Ory_Gaz","Ory_Gaz_1","https://www.iucnredlist.org/species/15573/166485425",TRUE,TRUE,FALSE,FALSE,FALSE
"186","Gazella cuvieri","Gazella cuvieri",NA,"Cuvier's Gazelle","Bovidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A79",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gaz_Cuv","Gaz_Cuv_1","https://www.iucnredlist.org/species/8967/50186003",TRUE,FALSE,FALSE,FALSE,FALSE
"187","Gazella cuvieri","Gazella cuvieri",NA,"Cuvier's Gazelle","Bovidae","-",NA,NA,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Gaz_Cuv","Gaz_Cuv_2","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=69301",FALSE,FALSE,FALSE,FALSE,FALSE
"188","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","17968259/BARCELONA6321","CAPTIVE","M","Fibro","K","RNA","SEQ","iPSC","Oryx dammah A169","A169",NA,NA,"ORGONE_21","EW","Mammalia",TRUE,TRUE,"Ory_Dam","Ory_Dam_1","https://www.iucnredlist.org/species/15568/50191470",FALSE,TRUE,TRUE,TRUE,TRUE
"189","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05339","CAPTIVE","F","Fibro","RNA",NA,NA,NA,NA,"A245",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ory_Dam","Ory_Dam_2","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59534",FALSE,FALSE,TRUE,FALSE,FALSE
"190","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05394","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A246",NA,NA,NA,"EW","Mammalia",FALSE,FALSE,"Ory_Dam","Ory_Dam_3","https://animaldiversity.org/accounts/Oryx_dammah/",FALSE,FALSE,FALSE,FALSE,FALSE
"191","Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae",NA,NA,NA,"PBMc",NA,NA,NA,NA,NA,"A201",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Add_Nas","Add_Nas_1","https://www.iucnredlist.org/species/512/50180603",FALSE,FALSE,FALSE,FALSE,FALSE
"192","Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A74",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Add_Nas","Add_Nas_2","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",FALSE,FALSE,FALSE,FALSE,FALSE
"193","Connochaetes taurinus","Connochaetes taurinus",NA,"Blue Wildebeest","Bovidae","19494545/BARCELONA9345","CAPTIVE","M","Fibro","K",NA,NA,NA,"Connochaetes taurinus A182","A182",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Con_Tau","Con_Tau_1","https://www.iucnredlist.org/species/5229/163322525",FALSE,TRUE,FALSE,FALSE,FALSE
"194","Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","MIG12-29654178/MADRID Z / NCB28","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A204",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Con_Gno","Con_Gno_1","https://www.iucnredlist.org/species/5228/50184962",FALSE,FALSE,FALSE,FALSE,FALSE
"195","Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A7",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Con_Gno","Con_Gno_2","https://animaldiversity.org/accounts/Connochaetes_gnou/",FALSE,FALSE,FALSE,FALSE,FALSE
"196","Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae","MIG12-28842211","CAPTIVE",NA,"Fibro",NA,NA,NA,NA,NA,"A115",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Tra_Spe","Tra_Spe_1","https://www.iucnredlist.org/species/22050/115164901",FALSE,FALSE,FALSE,FALSE,FALSE
"197","Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A221",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Tra_Spe","Tra_Spe_2","https://animaldiversity.org/accounts/Tragelaphus_spekii/",FALSE,FALSE,FALSE,FALSE,FALSE
"198","Kobus leche","Kobus leche",NA,"Kobus leche","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A136",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Kob_Lec","Kob_Lec_1","https://www.iucnredlist.org/species/11033/50189021",FALSE,FALSE,FALSE,FALSE,FALSE
"199","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","27918709/MADRID Z / BE19","CAPTIVE","F","Fibro","K",NA,NA,NA,"Bison bonasus A172","A172",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Bis_Bon","Bis_Bon_1","https://www.iucnredlist.org/species/2814/45156279",FALSE,TRUE,FALSE,FALSE,FALSE
"200","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","2.6854224E7","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A307",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Bis_Bon","Bis_Bon_2","https://animaldiversity.org/accounts/Bison_bonasus/",TRUE,FALSE,FALSE,FALSE,FALSE
"201","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A137",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Bis_Bon","Bis_Bon_3","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=9902",FALSE,FALSE,FALSE,FALSE,FALSE
"202","Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","MIG12-28671173/BARCELONA / 11159","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A427",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Tra_Eur","Tra_Eur_1","https://animaldiversity.org/accounts/Tragelaphus_eurycerus/",TRUE,FALSE,FALSE,FALSE,FALSE
"203","Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","QGH19-05305/BARCELONA / 13622","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A146",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Tra_Eur","Tra_Eur_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"204","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05470-IA","-","M","Fibro","DNA",NA,NA,NA,NA,"A45",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Amm_Ler","Amm_Ler_1","https://www.iucnredlist.org/species/1151/3288917",TRUE,FALSE,FALSE,FALSE,FALSE
"205","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05466","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A44",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Amm_Ler","Amm_Ler_2","https://animaldiversity.org/accounts/Ammotragus_lervia/",FALSE,FALSE,FALSE,FALSE,FALSE
"206","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05469-IA","-","M","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A46","A46",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Amm_Ler","Amm_Ler_3","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9899",TRUE,TRUE,FALSE,FALSE,FALSE
"207","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH21-05618","-","U","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A94","A94",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Amm_Ler","Amm_Ler_4",NA,TRUE,TRUE,FALSE,FALSE,FALSE
"208","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05906-IA","-","F","Fibro",NA,NA,NA,NA,NA,"A262",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Cap_Hir","Cap_Hir_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"209","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05914","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A270",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Cap_Hir","Cap_Hir_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"210","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH12-00146","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A366",NA,NA,NA,"NA","Mammalia",FALSE,FALSE,"Cap_Hir","Cap_Hir_3",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"211","Capra pyrenaica hispanica","Capra pyrenaica","hispanica","Spanish ibex","Bovidae","VCF19-03044/ADRID Z / CAH18","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A470",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Cap_Pyr","Cap_Pyr_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"212","Beatragus hunteri","Beatragus hunteri",NA,"Hirola","Bovidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A374",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Bea_Hun","Bea_Hun_1","https://www.iucnredlist.org/species/6234/50185297",TRUE,FALSE,FALSE,FALSE,FALSE
"213","Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917608/MADRID Z / Y12","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A424",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Bos_Gru","Bos_Gru_1","https://www.iucnredlist.org/species/2892/101293528",TRUE,FALSE,FALSE,FALSE,FALSE
"214","Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","2791786/MADRID Z / MUF30","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A471",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Ovi_Ari","Ovi_Ari_1",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"215","Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","27917788/ MADRID Z / MUF45","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A474",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Ovi_Ari","Ovi_Ari_2",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"216","Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480586/MADRID Z / RE81","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A208",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ran_Tar","Ran_Tar_1","https://www.iucnredlist.org/species/29742/22167140",FALSE,FALSE,FALSE,FALSE,FALSE
"217","Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480614/: MADRID Z / RE89","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A475",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ran_Tar","Ran_Tar_2","https://animaldiversity.org/accounts/Rangifer_tarandus/",FALSE,FALSE,FALSE,FALSE,FALSE
"218","Axis axis","Axis axis",NA,"Spotted deer","Cervidae","QGH14-02142","-","F","Fibro",NA,NA,NA,NA,NA,"A239",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Axi_Axi","Axi_Axi_1","https://www.iucnredlist.org/species/41783/22158006",FALSE,FALSE,FALSE,FALSE,FALSE
"219","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","23574543/BARCELONA255","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A271",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav","Ela_Dav_1","https://www.iucnredlist.org/species/7121/22159785",TRUE,FALSE,TRUE,FALSE,FALSE
"220","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-28066865/BARCELONA / 10882","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A382",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav","Ela_Dav_2","https://animaldiversity.org/accounts/Elaphurus_davidianus/",TRUE,FALSE,TRUE,FALSE,FALSE
"221","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-29480578/MADRID Z / CP15","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A418",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav","Ela_Dav_3",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"222","Dama dama","Dama dama",NA,"Fallow deer","Cervidae","MIG12-29480644/MADRID Z / GAM53","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A284",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Dam_Dam","Dam_Dam_1","https://www.iucnredlist.org/species/42188/10656554",FALSE,FALSE,FALSE,FALSE,FALSE
"223","Muntiacus reevesi","Muntiacus reevesi",NA,"Muntiacus reevesi","Cervidae","WKP13-00240/MADRID Z / MU9","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A446",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Mun_Ree","Mun_Ree_1",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"224","Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","ELCHE SAF / 1397","CAPTIVE","F","Fibro","DNA","K","",NA,"Giraffa camelopardalis  A48","A48",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gir_Cam","Gir_Cam_1","https://www.iucnredlist.org/species/9194/136266699",TRUE,TRUE,FALSE,FALSE,FALSE
"225","Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","-",NA,NA,"Fibro","K","DNA","SEQ",NA,"Giraffa camelopardalis A12","A12",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gir_Cam","Gir_Cam_2","https://animaldiversity.org/accounts/Giraffa_camelopardalis/",TRUE,TRUE,FALSE,FALSE,TRUE
