"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","cell_barcode","wgs","rna_seq","x15","iucn","iPSC","animal_id","individual_id","lines_per_individual","status","superclass"
"Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A7","*A7*",NA,NA,"https://animaldiversity.org/accounts/Connochaetes_gnou/","LC",FALSE,"A7","I_A7",1,TRUE,"Mammalia"
"Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae","MIG12-28842211","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A115",NA,NA,NA,"https://www.iucnredlist.org/species/22050/115164901","LC",FALSE,"A115","I_A115",1,FALSE,"Mammalia"
"Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae",NA,NA,NA,"Fibro",NA,NA,NA,NA,NA,"A221","*A221*",NA,NA,"https://animaldiversity.org/accounts/Tragelaphus_spekii/","LC",FALSE,"A221","I_A221",1,TRUE,"Mammalia"
"Kobus leche","Kobus leche",NA,"Kobus leche","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A136","*A136*",NA,NA,"https://www.iucnredlist.org/species/11033/50189021","NT",FALSE,"A136","I_A136",1,TRUE,"Mammalia"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","27918709/MADRID Z / BE19","CAPTIVE","F","Fibro","K","DNA","RNA","WGS","Bison bonasus A172","A172","*A172*","ABA20130","BB5561","https://www.iucnredlist.org/species/2814/45156279","NT",FALSE,"A172","I_A172",1,TRUE,"Mammalia"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","26854224","CAPTIVE","F","Fibro","DNA","RNA","SEQ",NA,NA,"A307","*A307*","ABA23232","BB5562","https://animaldiversity.org/accounts/Bison_bonasus/","NT",FALSE,"A307","I_A307",1,TRUE,"Mammalia"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A137","*A137*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=9902","NT",FALSE,"A137","I_A137",1,TRUE,"Mammalia"
"Bison bison","Bison bison",NA,"American bison","Bovidae","27917966/MADRID Z / BA12","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A497",NA,NA,NA,"https://www.iucnredlist.org/species/2815/123789863","NT",FALSE,"A497","I_A497",1,FALSE,"Mammalia"
"Bison bison","Bison bison",NA,"American bison","Bovidae","MIG12-29480582/MADRID Z / BA13","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A498",NA,NA,NA,NA,"NT",FALSE,"A498","I_A498",1,FALSE,"Mammalia"
"Bison bison","Bison bison",NA,"American bison","Bovidae","27921795/: MADRID Z / BA11","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A507",NA,NA,NA,NA,"NT",FALSE,"A507","I_A507",1,TRUE,"Mammalia"
"Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","MIG12-28671173/BARCELONA / 11159","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A427","*A427*",NA,NA,"https://animaldiversity.org/accounts/Tragelaphus_eurycerus/","NT",FALSE,"A427","I_A427",1,TRUE,"Mammalia"
"Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","QGH19-05305/BARCELONA / 13622","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A146",NA,NA,NA,NA,"NT",FALSE,"A146","I_A146",1,FALSE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05470-IA","-","M","Fibro","RNA","DNA",NA,NA,NA,"A45","*A45*",NA,NA,"https://www.iucnredlist.org/species/1151/3288917","VU",FALSE,"A45","I_A45",1,TRUE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05466","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A44","*A44*",NA,NA,"https://animaldiversity.org/accounts/Ammotragus_lervia/","VU",FALSE,"A44","I_A44",1,FALSE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05469-IA","-","M","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A46","A46","*A46*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9899","VU",FALSE,"A46","I_A46",1,TRUE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH21-05618","-","U","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A94","A94","*A94*",NA,NA,NA,"VU",FALSE,"A94","I_A94",1,TRUE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH24-06746 / BARCELONA / 14609","-",NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A572",NA,"ABA19320/A572_1","BB5560",NA,"VU",FALSE,"A572","I_A572",1,TRUE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","MIG12-29480520/MADRID Z / ARR232","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A612",NA,NA,NA,NA,"VU",FALSE,"A612","I_A612",1,FALSE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","27918006/MADRID Z / ARR284","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A638",NA,NA,NA,NA,"VU",FALSE,"A638","I_A638",1,TRUE,"Mammalia"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH13-01130/BARCELONA / 11920","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A792",NA,NA,NA,NA,"VU",FALSE,"A792","I_A792",1,FALSE,"Mammalia"
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05906-IA","-","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A262","*A262*","ABA23456","BB1583",NA,"NA",FALSE,"A262","I_A262",1,TRUE,"Mammalia"
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05914","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A270","*A270*","ABA23496","BB5564",NA,"NA",FALSE,"A270","I_A270",1,TRUE,"Mammalia"
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH12-00146","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A366",NA,NA,NA,NA,"NA",FALSE,"A366","I_A366",1,FALSE,"Mammalia"
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","MIG12-28734872/BARCELONA / 10281","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A657",NA,NA,NA,NA,"NA",FALSE,"A657","I_A657",1,FALSE,"Mammalia"
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH15-02260/BARCELONA / 12407","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A781",NA,NA,NA,NA,"NA",FALSE,"A781","I_A781",1,TRUE,"Mammalia"
"Capra pyrenaica hispanica","Capra pyrenaica","hispanica","Spanish ibex","Bovidae","VCF19-03044/ADRID Z / CAH18","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A470",NA,"ABA23482","BB5565",NA,"LC",FALSE,"A470","I_A470",1,TRUE,"Mammalia"
"Beatragus hunteri","Beatragus hunteri",NA,"Hirola","Bovidae","-",NA,NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A374","*A374*","ORGONE_25/ABA23459","BB1546","https://www.iucnredlist.org/species/6234/50185297","CR",FALSE,"A374","I_A374",1,TRUE,"Mammalia"
"Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917608/MADRID Z / Y12","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A424","*A424*",NA,"BB1565","https://www.iucnredlist.org/species/2892/101293528","VU",FALSE,"A424","I_A424",1,TRUE,"Mammalia"
"Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917621/MADRID Z / Y13","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A495",NA,"ABA20129","BB1552",NA,"VU",FALSE,"A495","I_A495",1,TRUE,"Mammalia"
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","2791786/MADRID Z / MUF30","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A471",NA,NA,NA,NA,"NA",FALSE,"A471","I_A471",1,TRUE,"Mammalia"
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","27917788/ MADRID Z / MUF45","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A474",NA,"ABA23429","BB5593",NA,"NA",FALSE,"A474","I_A474",1,TRUE,"Mammalia"
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","26633923/ BARCELONA / 10437","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A511",NA,"ABA23497","BB1562",NA,"NA",FALSE,"A511","I_A511",1,TRUE,"Mammalia"
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","26633924/10440","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A735",NA,NA,NA,NA,"NA",FALSE,"A735","I_A735",1,TRUE,"Mammalia"
"Eudorcas thomsonii","Eudorcas thomsonii",NA,"Thomson's Gazelle","Bovidae",NA,"CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A841",NA,NA,NA,"https://www.iucnredlist.org/species/8982/172360006","LC",FALSE,"A841","I_A841",1,FALSE,"Mammalia"
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480586/MADRID Z / RE81","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A208","*A208*",NA,NA,"https://www.iucnredlist.org/species/29742/22167140","VU",FALSE,"A208","I_A208",1,TRUE,"Mammalia"
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480614/: MADRID Z / RE89","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A475",NA,"ABA23413","BB5602","https://animaldiversity.org/accounts/Rangifer_tarandus/","VU",FALSE,"A475","I_A475",1,TRUE,"Mammalia"
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","WKP19-01709/: MADRID Z / RE106","CAPTIVE","F","Fibro","DNA","WGS","RNA-Seq",NA,NA,"A493",NA,"ABA23504","BB1570","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=86327&lvl=3&lin=f&keep=1&srchmode=1&unlock","VU",FALSE,"A493","I_A493",1,TRUE,"Mammalia"
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","WKP25-02146/MADRID Z / RE119","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A694",NA,NA,NA,NA,"VU",FALSE,"A694","I_A694",1,TRUE,"Mammalia"
"Axis axis","Axis axis",NA,"Spotted deer","Cervidae","QGH14-02142","-","F","Fibro","DNA","WGS",NA,NA,NA,"A239","*A239*","ABA20134",NA,"https://www.iucnredlist.org/species/41783/22158006","LC",FALSE,"A239","I_A239",1,TRUE,"Mammalia"
"Axis axis","Axis axis",NA,"Spotted deer","Cervidae","QGH14-02143 / BARCELONA / 12284",NA,NA,"Fibro","DNA","WGS","RNA-Seq",NA,NA,"A574",NA,"ABA23495","BB5609",NA,"LC",FALSE,"A574","I_A574",1,TRUE,"Mammalia"
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","23574543/BARCELONA255","CAPTIVE","F","Fibro","DNA","RNA","WGS",NA,NA,"A271","*A271*","ORGONE_22",NA,"https://www.iucnredlist.org/species/7121/22159785","EW",FALSE,"A271","I_A271",1,TRUE,"Mammalia"
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-28066865/BARCELONA / 10882","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A382","*A382*",NA,"BB5572","https://animaldiversity.org/accounts/Elaphurus_davidianus/","EW",FALSE,"A382","I_A382",1,TRUE,"Mammalia"
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-29480578/MADRID Z / CP15","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A418","*A418*",NA,NA,NA,"EW",FALSE,"A418","I_A418",1,TRUE,"Mammalia"
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","WKP19-01706/MADRID Z / CP33","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A482",NA,"ABA23487","BB1560",NA,"EW",FALSE,"A482","I_A482",1,TRUE,"Mammalia"
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","WKP14-00376/MADRID Z / CP28","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A705",NA,NA,NA,NA,"EW",FALSE,"A705","I_A705",1,TRUE,"Mammalia"
"Dama dama","Dama dama",NA,"Fallow deer","Cervidae","MIG12-29480644/MADRID Z / GAM53","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A284","*A284*",NA,NA,"https://www.iucnredlist.org/species/42188/10656554","LC",FALSE,"A284","I_A284",1,TRUE,"Mammalia"
"Dama dama","Dama dama",NA,"Fallow deer","Cervidae","MIG12-29480647/MADRID Z / GAM6","CAPTIVE","F","Fibro","DNA","WGS",NA,NA,NA,"A611",NA,"ABA20163",NA,"https://animaldiversity.org/accounts/Dama_dama/","LC",FALSE,"A611","I_A611",1,TRUE,"Mammalia"
"Muntiacus reevesi","Muntiacus reevesi",NA,"Muntiacus reevesi","Cervidae","WKP13-00240/MADRID Z / MU9","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A446","*A446*","ABA23485","BB1557",NA,"LC",FALSE,"A446","I_A446",1,TRUE,"Mammalia"
"Muntiacus reevesi","Muntiacus reevesi",NA,"Muntiacus reevesi","Cervidae","QGH12-00063/ BARCELONA / 11486","CAPTIVE","M","Fibro","DNA","RNA","WGS",NA,NA,"A615",NA,"ABA23922",NA,NA,"LC",FALSE,"A615","I_A615",1,TRUE,"Mammalia"
"Muntiacus muntjak","Muntiacus muntjak",NA,"Southern Red Muntjac","Cervidae","CGM20-00829/ PARQNATUR / 943","CAPTIVE","M","Fibro","DNA","RNA","WGS",NA,NA,"A609",NA,"ABA20155",NA,NA,"LC",FALSE,"A609","I_A609",1,TRUE,"Mammalia"
"Muntiacus muntjak","Muntiacus muntjak",NA,"Southern Red Muntjac","Cervidae","WKP14-00377/MADRID Z / MU10","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A733",NA,NA,NA,NA,"LC",FALSE,"A733","I_A733",1,FALSE,"Mammalia"
"Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","ELCHE SAF / 1397","CAPTIVE","F","Fibro","DNA","K","RNA","RNA-Seq","Giraffa camelopardalis  A48","A48","*A48*",NA,"BB5578","https://www.iucnredlist.org/species/9194/136266699","VU",FALSE,"A48","I_A48",1,TRUE,"Mammalia"
"Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","-",NA,NA,"Fibro","K","DNA","RNA","WGS","Giraffa camelopardalis A12","A12","*A12*","L-AD12","BB5577","https://animaldiversity.org/accounts/Giraffa_camelopardalis/","VU",FALSE,"A12","I_A12",1,TRUE,"Mammalia"
"Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,"Pygmi Hippopotamus","Hippopotamidae","8759764","CAPTIVE","F","Fibro","DNA","K","RNA","WGS","Choeropsis liberiensis A37","A37","*A37*","ABA23478","BB1569","https://www.iucnredlist.org/species/10032/18567171","EN",FALSE,"A37","I_A37",1,TRUE,"Mammalia"
"Hippopotamus amphibius","Hippopotamus amphibius",NA,"Hippopotamus","Hippopotamidae","MIG12-10970252/BIOPARCVA / V08358","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A504",NA,NA,NA,"https://www.iucnredlist.org/species/10103/18567364","VU",FALSE,"A504","I_A504",1,TRUE,"Mammalia"
"Hippopotamus amphibius","Hippopotamus amphibius",NA,"Hippopotamus","Hippopotamidae","QGH24-06625 - BARCELONA / 14498","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A593",NA,"ABA20106","BB5628",NA,"VU",FALSE,"A593","I_A593",1,TRUE,"Mammalia"
"Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","MIG12-28066788/BARCELONA / 8336","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A143","*A143*","ABA23454","BB5563","https://www.iucnredlist.org/species/63543/12689285","CR",FALSE,"A143","I_A143",1,TRUE,"Mammalia"
"Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","22395398/22395398","UNKNOWN","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A514",NA,"ABA23488","BB1573","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=info&id=9837","CR",FALSE,"A514","I_A514",1,TRUE,"Mammalia"
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","17963810/BARCELONA / 5541","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A168","*A168*",NA,NA,"https://www.iucnredlist.org/species/11186/18540211","LC",FALSE,"A168","I_A168",1,TRUE,"Mammalia"
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A31","*A31*",NA,NA,"https://animaldiversity.org/accounts/Lama_guanicoe/","LC",FALSE,"A31","I_A31",1,TRUE,"Mammalia"
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","18263842/BARCELONA / 9576","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A429",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=273910","LC",FALSE,"A429","I_A429",1,FALSE,"Mammalia"
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","27917801/MADRID Z / GNO18","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A659",NA,NA,NA,NA,"LC",FALSE,"A659","I_A659",1,TRUE,"Mammalia"
"Sus scrofa","Sus scrofa",NA,"Wild boar","Suidae","27918154/MADRID Z / JB24","CAPTIVE","F","Fibro","DNA","RNA-Seq",NA,NA,NA,"A159",NA,NA,"BB5605",NA,"LC",FALSE,"A159","I_A159",1,TRUE,"Mammalia"
"Sus scrofa","Sus scrofa",NA,"Wild boar","Suidae","WKP12-0003/MADRID Z / CEEN2","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A529",NA,"ABA23508","BB1553","https://www.iucnredlist.org/species/41775/44141833","LC",FALSE,"A529","I_A529",1,TRUE,"Mammalia"
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-29239592/BARCELONA / 11035","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A288","*A288*",NA,"BB1585","https://www.iucnredlist.org/species/41768/109669842","LC",FALSE,"A288","I_A288",1,TRUE,"Mammalia"
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958 / 10958","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A289","*A289*",NA,"BB1584",NA,"LC",FALSE,"A289","I_A289",1,TRUE,"Mammalia"
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-28621074","CAPTIVE","M","Fibro","RNA","K","RNA-Seq",NA,"Phacochoerus africa A247nus","A247","*A247*",NA,"BB1530",NA,"LC",FALSE,"A247","I_A247",1,TRUE,"Mammalia"
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958","CAPTIVE","F","Fibro","DNA","RNA-Seq",NA,NA,NA,"A423","*A423*",NA,"BB5599",NA,"LC",FALSE,"A423","I_A423",1,TRUE,"Mammalia"
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","QGH12-00239/ BARCELONA / 11670","CAPTIVE","M","Primary","iPSCs",NA,NA,NA,NA,"A534",NA,NA,NA,NA,"LC",TRUE,"A534","I_A534",1,FALSE,"Mammalia"
"Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806139","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A348","*A348*",NA,NA,"https://www.iucnredlist.org/species/41771/100469961","LC",FALSE,"A348","I_A348",1,TRUE,"Mammalia"
"Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806138/MADRID Z / POT6","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A448","*A448*",NA,NA,NA,"LC",FALSE,"A448","I_A448",1,TRUE,"Mammalia"
"Tursiops truncatus","Tursiops truncatus",NA,"Bottlenose dolphin","Delphinidae","MIG12-30088917","WILD","F","Fibro","K","DNA","SEQ",NA,"Tursiops truncatus A4","A4","*A4*","L-AD4",NA,"https://www.iucnredlist.org/species/22563/156932432","LC",FALSE,"A4","I_A4",1,TRUE,"Mammalia"
"Delphinapterus leucas","Delphinapterus leucas",NA,"Beluga Whale","Monodontidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A304","*A304*",NA,NA,NA,"LC",FALSE,"A304","I_A304",1,TRUE,"Mammalia"
"Megaptera novaeangliae","Megaptera novaeangliae",NA,"Humpback Whale","Balaenopteridae","-","WILD",NA,"Fibro","DNA",NA,NA,NA,NA,"A331","*A331*",NA,NA,NA,"LC",FALSE,"A331","I_A331",1,TRUE,"Mammalia"
"Delphinus delphis","Delphinus delphis",NA,"Common Dolphin","Delphinidae","-","WILD",NA,"Primary",NA,NA,NA,NA,NA,"A343","*A343*",NA,NA,NA,"LC",FALSE,"A343","I_A343",1,FALSE,"Mammalia"
"Equus quagga chapmani","Equus quagga","chapmani","Chapman's zebra","Equidae","23422878 - BARCELONA / 6060","CAPTIVE","M","Fibro","RNA","RNA-Seq",NA,NA,NA,"A260",NA,NA,"BB1543","https://www.iucnredlist.org/species/41013/45172424","NT",FALSE,"A260","I_A260",1,TRUE,"Mammalia"
"Equus quagga chapmani","Equus quagga","chapmani","Chapman's zebra","Equidae",NA,NA,NA,"Fibro","K","DNA","RNA","WGS","Equus burchelli chapmanni A15","A15","*A15*","L-AD15","BB1558","https://animaldiversity.org/accounts/Equus_burchellii/","NT",FALSE,"A15","I_A15",1,TRUE,"Mammalia"
"Equus quagga chapmani","Equus quagga","chapmani","Chapman's zebra","Equidae","23422878 - BARCELONA / 6060","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A629",NA,NA,NA,NA,"NT",FALSE,"A629","I_A629",1,TRUE,"Mammalia"
"Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","CGM23-01560/PARQNATUR / 1664","CAPTIVE","F","Primary","WGS",NA,NA,NA,NA,"A485",NA,"ABA23950",NA,NA,"NT",FALSE,"A485","I_A485",1,FALSE,"Mammalia"
"Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","WKP12-00087/MADRID Z / CC24","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A635",NA,NA,NA,NA,"NT",FALSE,"A635","I_A635",1,TRUE,"Mammalia"
"Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","27918345/MADRID Z / CC21","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A677",NA,NA,NA,NA,"NT",FALSE,"A677","I_A677",1,FALSE,"Mammalia"
"Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","MADRID Z / CC18","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A709",NA,NA,NA,NA,"NT",FALSE,"A709","I_A709",1,TRUE,"Mammalia"
"Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A62","*A62*",NA,NA,NA,"NT",FALSE,"A62","I_A62",1,TRUE,"Mammalia"
"Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A63","*A63*",NA,NA,NA,"NT",FALSE,"A63","I_A63",1,TRUE,"Mammalia"
"Equus przewalskii","Equus przewalskii",NA,"Przewalski's horse","Equidae","MQH17-01033/JEREZ / CP13","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A308","*A308*","ABA23468","BB1579","https://www.iucnredlist.org/species/41763/97204950","EN",FALSE,"A308","I_A308",1,TRUE,"Mammalia"
"Equus caballus","Equus caballus",NA,"Horse (domestic)","Equidae","27919177/MADRID Z / CMIN1","CAPTIVE","M","Fibro","DNA","RNA","WGS","RMA-Seq",NA,"A489",NA,"ABA20124","BB1586",NA,"EN",FALSE,"A489","I_A489",1,TRUE,"Mammalia"
"Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","MIG12-28325736/ BARCELONA / 8556","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A501",NA,"ABA20013","BB5569","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9807","NT",FALSE,"A501","I_A501",1,TRUE,"Mammalia"
"Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","19119884/BIOPARCVA / V07018","CAPTIVE","M","Fibro","RNA","DNA",NA,NA,NA,"A506",NA,NA,NA,NA,"NT",FALSE,"A506","I_A506",1,TRUE,"Mammalia"
"Tapirus terrestris","Tapirus terrestris",NA,"Lowland Tapir","Tapiridae","MIG12-28573538/ BARCELONA / 11266","CAPTIVE","M","Fibro","RNA",NA,NA,NA,NA,"A637",NA,NA,NA,"https://www.iucnredlist.org/species/21474/45174127","VU",FALSE,"A637","I_A637",1,TRUE,"Mammalia"
"Tapirus terrestris","Tapirus terrestris",NA,"Lowland Tapir","Tapiridae","MIG12-29917989/ BARCELONA / 9093","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A712",NA,NA,NA,NA,"VU",FALSE,"A712","I_A712",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","QGH16-04155/12780",NA,NA,"Fibro","DNA","RNA","WGS",NA,NA,"A14","*A14*","L-AD14",NA,"https://www.iucnredlist.org/species/15951/115130419","VU",FALSE,"A14","I_A14",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","27181719","CAPTIVE","F","Fibro","K","DNA","RNA","RNA-Seq","Panthera Leo A65","A65/A238","*A65
A238*",NA,"BB1580","https://animaldiversity.org/accounts/Panthera_leo/","VU",FALSE,"A65","I_A65",2,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","27181719","CAPTIVE","F","Fibro","K","DNA","RNA","RNA-Seq","Panthera Leo A65","A65/A238","*A65
A238*",NA,"BB1580","https://animaldiversity.org/accounts/Panthera_leo/","VU",FALSE,"A238","I_A65",2,TRUE,"Mammalia"
