"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","cell_barcode","wgs","rna_seq","x15","iucn","iPSC","animal_id","individual_id","lines_per_individual","status","superclass"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","MIG12-29591105","CAPTIVE","M","Fibro","K","DNA","WGS",NA,"Panthera Leo A10","A10","*A10*","L-AD10",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","VU",FALSE,"A10","I_A10",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","26384182/BARCELONA / 8891","CAPTIVE","F","Fibro","K","DNA","RNA","WGS","Panthera Leo A13","A13","*A13*","L-AD13","BB1545",NA,"VU",FALSE,"A13","I_A13",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","26130694/BARCELONA / 8939","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A197","*A197*",NA,NA,NA,"VU",FALSE,"A197","I_A197",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A296","*A296*",NA,NA,NA,"VU",FALSE,"A296","I_A296",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06264/BARCELONA / 13976","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A416","*A416*",NA,NA,NA,"VU",FALSE,"A416","I_A416",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06265/:BARCELONA / 13977","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A417","*A417*",NA,NA,NA,"VU",FALSE,"A417","I_A417",1,TRUE,"Mammalia"
"Panthera leo","Panthera leo",NA,"Asian Lion","Felidae","TFT14-00805 / MADRID Z / LAS1","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A766",NA,NA,NA,NA,"EN",FALSE,"A766","I_A766",1,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00248/BARCELONA / 13814","CAPTIVE","F","Fibro","K","DNA","RNA",NA,"Panthera Onca A109","A217/A321/A109","*A217/A321/A109*",NA,NA,"https://www.iucnredlist.org/species/15953/123791436","NT",FALSE,"A217","I_A217",3,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00248/BARCELONA / 13814","CAPTIVE","F","Fibro","K","DNA","RNA",NA,"Panthera Onca A109","A217/A321/A109","*A217/A321/A109*",NA,NA,"https://www.iucnredlist.org/species/15953/123791436","NT",FALSE,"A321","I_A217",3,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00248/BARCELONA / 13814","CAPTIVE","F","Fibro","K","DNA","RNA",NA,"Panthera Onca A109","A217/A321/A109","*A217/A321/A109*",NA,NA,"https://www.iucnredlist.org/species/15953/123791436","NT",FALSE,"A109","I_A217",3,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","K","DNA",NA,NA,"Panthera Onca A32","A32","*A32*",NA,NA,"https://animaldiversity.org/accounts/Panthera_onca/","NT",FALSE,"A32","I_A32",1,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A33",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9690&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT",FALSE,"A33","I_A33",1,FALSE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","DNA","K",NA,NA,"Panthera Onca A72","A72","*A72*",NA,NA,NA,"NT",FALSE,"A72","I_A72",1,TRUE,"Mammalia"
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00249/ELCHE SAF / 1813","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A403","*A403*",NA,"BB1556",NA,"NT",FALSE,"A403","I_A403",1,TRUE,"Mammalia"
"Panthera pardus kotiya","Panthera pardus","kotiya","Leopard","Felidae","27767571/BARCELONA / 10859","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A205","*A205*","ABA23229","BB5594/BB5682","https://www.iucnredlist.org/species/15954/163991139","VU",FALSE,"A205","I_A205",1,TRUE,"Mammalia"
"Panthera pardus kotiya","Panthera pardus","kotiya","Leopard","Felidae","SWC12-00007 / BARCELONA / 13971","CAPTIVE","M","Fibro","DNA","K","RNA","WGS","Panthera pardus kotiya A570","A570",NA,"ABA23501","BB5595","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?name=Panthera+pardus+kotiya","VU",FALSE,"A570","I_A570",1,TRUE,"Mammalia"
"Leopardus pardalis","Leopardus pardalis",NA,"Ocelot","Felidae","16917308/JEREZ / OCE2","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq","WGS",NA,"A95","*A95*","ABA20159","BB5625","https://www.iucnredlist.org/species/11509/97212355","NT",FALSE,"A95","I_A95",1,TRUE,"Mammalia"
"Panthera pardus saxicolor","Panthera pardus","saxicolor","Persian leopard","Felidae","MIG12-28195752MADRID Z / LE24","CAPTIVE","M","Fibro","DNA","RNA","SEQ",NA,NA,"A365","*A365*","ABA23458","BB5596","https://www.iucnredlist.org/species/15954/163991139","VU",FALSE,"A365","I_A365",1,TRUE,"Mammalia"
"Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","MIG12-29901177/ MADRID Z / TBL8","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A439","*A439*",NA,"BB1532","https://www.iucnredlist.org/species/15955/214862019","EN",FALSE,"A439","I_A439",1,TRUE,"Mammalia"
"Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","QRD10-00370/MADRID Z / TBL6","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A462",NA,"ABA23473","BB1564",NA,"EN",FALSE,"A462","I_A462",1,TRUE,"Mammalia"
"Panthera tigris sumatrae","Panthera tigris","sumatrae","Sumatra tiger","Felidae","22177752 - BARCELONA / 12552","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A706",NA,NA,NA,NA,"EN",FALSE,"A706","I_A706",1,TRUE,"Mammalia"
"Panthera tigris sumatrae","Panthera tigris","sumatrae","Sumatra tiger","Felidae","24000056 / BARCELONA / 10157","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A729",NA,NA,NA,NA,"EN",FALSE,"A729","I_A729",1,TRUE,"Mammalia"
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","MIG12-29349207/ BARCELONA / 13451","CAPTIVE","M","Fibro","DNA","WGS","RNA",NA,NA,"A2/A295",NA,"L-AD2",NA,"https://www.iucnredlist.org/species/3746/163508960","LC",FALSE,"A2","I_A2",2,TRUE,"Mammalia"
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","MIG12-29349207/ BARCELONA / 13451","CAPTIVE","M","Fibro","DNA","WGS","RNA",NA,NA,"A2/A295",NA,"L-AD2",NA,"https://www.iucnredlist.org/species/3746/163508960","LC",FALSE,"A295","I_A2",2,TRUE,"Mammalia"
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00006/PARQNATUR / 121","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A463",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=425934&lvl=3&lin=f&keep=1&srchmode=1&unlock","LC",FALSE,"A463","I_A463",1,TRUE,"Mammalia"
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00009/PARQNATUR / 124","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A464",NA,NA,NA,NA,"LC",FALSE,"A464","I_A464",1,TRUE,"Mammalia"
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00008/: PARQNATUR / 123","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq","WGS",NA,"A472",NA,"ABA23283","BB1534",NA,"LC",FALSE,"A472","I_A472",1,TRUE,"Mammalia"
"Ursus thibetanus","Ursus thibetanus",NA,"Asiatic Black Bear","Ursidae","3099475/MADRID Z / OT4","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A153","*A153*","ABA23455","BB5607","https://www.iucnredlist.org/species/22824/166528664","VU",FALSE,"A153","I_A153",1,TRUE,"Mammalia"
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01928/MADRID Z / PG11","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A175",NA,NA,NA,"https://www.iucnredlist.org/species/712/121745669","VU",FALSE,"A175","I_A175",1,FALSE,"Mammalia"
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01929/MADRID Z / PG12","CAPTIVE","M","Fibro","DNA","RNA","K","WGS","Ailuropoda melanoleuca A176","A176","*A176*","ABA23437","BB1589",NA,"VU",FALSE,"A176","I_A176",1,TRUE,"Mammalia"
"Helarctos malayanus","Helarctos malayanus",NA,"Sun Bear","Ursidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A845",NA,NA,NA,"https://www.iucnredlist.org/species/9760/123798233","VU",FALSE,"A845","I_A845",1,FALSE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/ BARCELONA / 11932","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A457",NA,NA,NA,NA,"EN",FALSE,"A457","I_A457",1,FALSE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","20113997/MADRID Z / PR87","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A149","*A149*",NA,NA,"https://www.iucnredlist.org/species/714/110023718","EN",FALSE,"A149","I_A149",1,TRUE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/BARCELONA / 11932","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A234","*A234*",NA,NA,"https://animaldiversity.org/accounts/Ailurus_fulgens/","EN",FALSE,"A234","I_A234",1,TRUE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","TMJ12-00038/MADRID Z / PR97","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A332","*A332*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9649&lvl=3&lin=f&keep=1&srchmode=1&unlock","EN",FALSE,"A332","I_A332",1,TRUE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","200092917540/BARCELONA / 10009","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-seq",NA,"A404","*A404*","ABA20167","BB1590",NA,"EN",FALSE,"A404","I_A404",1,TRUE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","MIG12-29318135/MADRID Z / PR94","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-seq",NA,"A592",NA,"ABA23438","BB5559",NA,"EN",FALSE,"A592","I_A592",1,TRUE,"Mammalia"
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","LWL22-01422/ BARCELONA / 14279","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A614",NA,NA,NA,NA,"EN",FALSE,"A614","I_A614",1,FALSE,"Mammalia"
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","26459861",NA,"F","Fibro","K","DNA","RNA","RNA-Seq","Mungos mungo A50","A50","*A50*",NA,"BB1578","https://animaldiversity.org/accounts/Mungos_mungo/","LC",FALSE,"A50","I_A50",1,TRUE,"Mammalia"
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","QGH21-05816 / BARCELONA / 13940",NA,"F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A533",NA,"ABA23490","BB1529","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","LC",FALSE,"A533","I_A533",1,TRUE,"Mammalia"
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","QGH14-01780/BARCELONA / 12114","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A553",NA,"ABA23507","BB5586",NA,"LC",FALSE,"A553","I_A553",1,TRUE,"Mammalia"
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","QGH14-02067/BARCELONA / 12211","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A753",NA,NA,NA,NA,"LC",FALSE,"A753","I_A753",1,FALSE,"Mammalia"
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","TLJ13-00360/BARCELONA / 11783","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A751",NA,NA,NA,NA,"LC",FALSE,"A751","I_A751",1,FALSE,"Mammalia"
"Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","25402188","CAPTIVE","M","Fibro","K","DNA","WGS","RNA-Seq","Lutra Lutra A8","A8","*A8*","L-AD8","BB1542","https://www.iucnredlist.org/species/12419/21935287","NT",FALSE,"A8","I_A8",1,TRUE,"Mammalia"
"Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","25402189/JEREZ / LUT6","WILD","F","Primary",NA,NA,NA,NA,NA,"A105",NA,NA,NA,"https://animaldiversity.org/accounts/Lutra_lutra/","NT",FALSE,"A105","I_A105",1,FALSE,"Mammalia"
"Aonyx cinereus","Aonyx cinereus",NA,"Asian Small-clawed Otter","Mustelidae","MIG12-29553818/MUNDOMAR / NU7863","CAPTIVE","M","Primary","WGS",NA,NA,NA,NA,"A373",NA,"ABA23946",NA,NA,"VU",FALSE,"A373","I_A373",1,FALSE,"Mammalia"
"Mustela lutreola novikovi","Mustela lutreola","novikovi","European mink","Mustelidae","THV16-02170/MADRID Z / V11","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A422","*A422*",NA,"BB1522/BB1548","https://www.iucnredlist.org/species/14018/45199861","CR",FALSE,"A422","I_A422",1,TRUE,"Mammalia"
"Pteronura brasiliensis","Pteronura brasiliensis",NA,"Giant otter","Mustelidae","JQH12-04082/MADRID Z / NA5","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A440","*A440*",NA,NA,NA,"EN",FALSE,"A440","I_A440",1,TRUE,"Mammalia"
"Hydrictis maculicollis","Hydrictis maculicollis",NA,"Spotted-necked Otter","Mustelidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A818",NA,NA,NA,"https://www.iucnredlist.org/species/12420/283512853","NT",FALSE,"A818","I_A818",1,FALSE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","27920570/MADRID Z / LMA29","UNKNOWN","F","Fibro","RNA","K","WGS","RNA-Seq","Otaria byronia A164","A164","*A164*","ABA23424","BB5592","https://www.iucnredlist.org/species/41665/61948292","LC",FALSE,"A164","I_A164",1,TRUE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","MIG12-29480708/ID: MADRID Z / LMA38","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A236","*A236*",NA,NA,"https://animaldiversity.org/accounts/Otaria_flavescens/","LC",FALSE,"A236","I_A236",1,TRUE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A414","*A414*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","LC",FALSE,"A414","I_A414",1,TRUE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","MIG12-29480710/MADRID Z / LMA21","WILD","F","Fibro","DNA","RNA","RNA-Seq","WGS",NA,"A542",NA,"ABA23285","BB1568",NA,"LC",FALSE,"A542","I_A542",1,TRUE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae",NA,"CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A686",NA,NA,NA,NA,"LC",FALSE,"A686","I_A686",1,TRUE,"Mammalia"
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","MIG12-27920561/MADRID Z / LMA19","WILD","F","Fibro",NA,NA,NA,NA,NA,"A740",NA,NA,NA,NA,"LC",FALSE,"A740","I_A740",1,TRUE,"Mammalia"
"Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","QGH12-00115","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A345","*A345*","ABA23479","BB1577","https://www.iucnredlist.org/species/41666/45230310","LC",FALSE,"A345","I_A345",1,TRUE,"Mammalia"
"Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","8371086/ BARCELONA / 7436","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNASeq",NA,"A526",NA,"ABA23483","BB1549",NA,"LC",FALSE,"A526","I_A526",1,TRUE,"Mammalia"
"Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","4536317 - BARCELONA / 7435","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A673",NA,NA,NA,NA,"LC",FALSE,"A673","I_A673",1,FALSE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","MIG12-28842317/MADRID Z / SUR43","CAPTIVE","M","Fibro","DNA","K",NA,NA,"Suricata suricatta A195","A195","*A195*",NA,NA,NA,"LC",FALSE,"A195","I_A195",1,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","FMK17-00003/MUNDOMAR / 900110000208348","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A375","*A375*",NA,NA,NA,"LC",FALSE,"A375","I_A375",1,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH12-00163/BARCELONA / 11592","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A258?",NA,NA,NA,NA,"LC",FALSE,"A258?","I_A258?",1,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH13-01121/BARCELONA / 11916","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A259?",NA,NA,NA,NA,"LC",FALSE,"A259?","I_A259?",1,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH23-06410/ BARCELONA / 14320","CAPTIVE","F","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A476",NA,"ABA20166","BB1527",NA,"LC",FALSE,"A476","I_A476",1,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH24-06533/BARCELONA / 14420","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A524/A525",NA,"ABA23506","BB1547",NA,"LC",FALSE,"A524","I_A524",2,TRUE,"Mammalia"
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH24-06533/BARCELONA / 14420","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A524/A525",NA,"ABA23506","BB1547",NA,"LC",FALSE,"A525","I_A524",2,TRUE,"Mammalia"
"Crocuta crocuta","Crocuta crocuta",NA,"Spotted hyena","Hyaenidae","MIG12-29918001","CAPTIVE","M","Fibro","DNA","RNA","WGS",NA,NA,"A222","*A222*","ABA23230","BB5571","https://www.iucnredlist.org/species/5674/45194782","LC",FALSE,"A222","I_A222",1,TRUE,"Mammalia"
"Crocuta crocuta","Crocuta crocuta",NA,"Spotted hyena","Hyaenidae","MIG12-29918002/: BARCELONA / 11306","CAPTIVE","M","Fibro","DNA","RNA","WGS",NA,NA,"A537",NA,"ABA20133","BB1581","https://animaldiversity.org/accounts/Crocuta_crocuta/","LC",FALSE,"A537","I_A537",1,TRUE,"Mammalia"
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A140","*A140*",NA,NA,"https://www.iucnredlist.org/species/7140/45818198","EN",FALSE,"A140","I_A140",1,TRUE,"Mammalia"
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A141","*A141*",NA,NA,"https://animaldiversity.org/accounts/Elephas_maximus/","EN",FALSE,"A141","I_A141",1,TRUE,"Mammalia"
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,NA,NA,NA,NA,"A142","*A142*",NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9783&lvl=3&lin=f&keep=1&srchmode=1&unlock","EN",FALSE,"A142","I_A142",1,TRUE,"Mammalia"
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A275","*A275*",NA,NA,NA,"EN",FALSE,"A275","I_A275",1,FALSE,"Mammalia"
"Loxodonta africana","Loxodonta africana",NA,"African Savanna Elephant","Elephantidae",NA,"CAPTIVE","M","Fibro","DNA","RNA","WG-Seq","RNA-Seq",NA,"A357","*A357*","ABA23481","BB1524","https://www.iucnredlist.org/species/181008073/204401095","EN",FALSE,"A357","I_A357",1,TRUE,"Mammalia"
"Loxodonta africana","Loxodonta africana",NA,"African Savanna Elephant","Elephantidae","23537250/BARCELONA / 10511","WILD","F","Fibro","RNA",NA,NA,NA,NA,"A628",NA,NA,NA,NA,"EN",FALSE,"A628","I_A628",1,TRUE,"Mammalia"
"Loxodonta africana","Loxodonta africana",NA,"African Savanna Elephant","Elephantidae","MIG12-29786951/BARCELONA / 8008","WILD","F","Fibro",NA,NA,NA,NA,NA,"A761",NA,NA,NA,NA,"EN",FALSE,"A761","I_A761",1,TRUE,"Mammalia"
"Elephas maximus sumatranus","Elephas maximus","sumatranus","Sumatran elephant","Elephantidae","WKP23-02067/MADRID Z / EAS16","CAPTIVE","M","Fibro","RNA","SEQ",NA,NA,NA,"A491/A490",NA,"ORGONE_28",NA,NA,"EN",FALSE,"A491","I_A491",2,TRUE,"Mammalia"
"Elephas maximus sumatranus","Elephas maximus","sumatranus","Sumatran elephant","Elephantidae","WKP23-02067/MADRID Z / EAS16","CAPTIVE","M","Fibro","RNA","SEQ",NA,NA,NA,"A491/A490",NA,"ORGONE_28",NA,NA,"EN",FALSE,"A490","I_A491",2,TRUE,"Mammalia"
"Eliomys quercinus","Eliomys quercinus",NA,"Garden Dormouse","Gliridae",NA,NA,NA,"Fibro","DNA","RNA","K","WGS","Eliomys quercinus A132","A132","*A132*","ABA23436","BB5573","https://www.iucnredlist.org/species/7618/12835766","NT",FALSE,"A132","I_A132",1,TRUE,"Mammalia"
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","MIG12-28055016","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A60",NA,NA,NA,"https://www.iucnredlist.org/species/10300/22190005","LC",FALSE,"A60","I_A60",1,FALSE,"Mammalia"
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","DKL20-06414/BARCELONA / 13876","CAPTIVE","M","Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A391","*A391*","ABA20170","BB1531","https://animaldiversity.org/accounts/Hydrochoerus_hydrochaeris/","LC",FALSE,"A391","I_A391",1,TRUE,"Mammalia"
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","WKP21-01890/MADRID Z / MR177","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A196",NA,NA,NA,"https://www.iucnredlist.org/species/6785/22190337","NT",FALSE,"A196","I_A196",1,FALSE,"Mammalia"
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","23574609/JEREZ / MAR038","CAPTIVE","F","Fibro","K","DNA","RNA","WGS","Dolichotis patagonum A70","A70","*A70*","ABA23477","BB1537","https://animaldiversity.org/accounts/Dolichotis_patagonum/","NT",FALSE,"A70","I_A70",1,TRUE,"Mammalia"
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","-",NA,NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A460",NA,"ABA23474","BB1582","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=29091&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT",FALSE,"A460","I_A460",1,TRUE,"Mammalia"
"Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","MIG12-29239594","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A301","*A301*",NA,NA,NA,"LC",FALSE,"A301","I_A301",1,TRUE,"Mammalia"
"Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","17968565/BARCELONA / 6798","CAPTIVE","M","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A453","*A453*",NA,"BB5579",NA,"LC",FALSE,"A453","I_A453",1,TRUE,"Mammalia"
"Cynomys ludovicianus","Cynomys ludovicianus",NA,"Black-tailed prairie dog","Sciuridae","SQK18-04210/BARCELONA / 13749","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A305","*A305*",NA,NA,"https://www.iucnredlist.org/species/6091/115080297","LC",FALSE,"A305","I_A305",1,TRUE,"Mammalia"
"Cynomys ludovicianus","Cynomys ludovicianus",NA,"Black-tailed prairie dog","Sciuridae","QGH24-06641 / BARCELONA/14518","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A674",NA,NA,NA,NA,"LC",FALSE,"A674","I_A674",1,TRUE,"Mammalia"
"Cynomys ludovicianus","Cynomys ludovicianus",NA,"Black-tailed prairie dog","Sciuridae","SQK18-04242/BARCELONA / 13751","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A754",NA,NA,NA,NA,"LC",FALSE,"A754","I_A754",1,TRUE,"Mammalia"
"Cricetomys gambianus","Cricetomys gambianus",NA,"Gambian giant pouched rat","Nesomyidae","TLJ15-00688/ BIOPARCVA / V15082","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A333",NA,NA,NA,NA,"LC",FALSE,"A333","I_A333",1,FALSE,"Mammalia"
"Rattus norvegicus","Rattus norvegicus",NA,"Rat","Muridae","QGH24-06583-IA","UNKNOWN","U","Fibro","DNA","RNA",NA,NA,NA,"A541",NA,NA,NA,NA,"NE",FALSE,"A541","I_A541",1,TRUE,"Mammalia"
"Cavia porcellus","Cavia porcellus",NA,"Domestic guinea pig","Caviidae","0  GAN QGH16-03875-IC","UNKNOWN","U","Primary",NA,NA,NA,NA,NA,"A621",NA,NA,NA,NA,"LC",FALSE,"A621","I_A621",1,FALSE,"Mammalia"
"Cavia porcellus","Cavia porcellus",NA,"Domestic guinea pig","Caviidae","QGH16-03875-IC","UNKNOWN","U","Fibro",NA,NA,NA,NA,NA,"A762",NA,NA,NA,"The animal started to exhibit clinical signs compatible with a paraneoplastic syndrome. Due to the bad prognosis, euthanasia was decided","LC",FALSE,"A762","I_A762",1,TRUE,"Mammalia"
