"taxon_id","species","order","class","superclass","iucn_category","genome","annotation","zoonomia","individuals","cell_lines","fibro","pbmc","ipsc","tissue_of_origin","genome_match","species_genome","assembly_level","scaffold_n50","contig_n50","gene_count","assembly_date","busco_completeness","genome_size","haploid_number","ploidy","sequencing_status","TOGA","common_name","alternative_name","subspecies","genus","subfamily","family","project"
"187121","Gallicolumba luzonica","Columbiformes","Aves","Birds","NEAR THREATENED",FALSE,FALSE,FALSE,4,1,1,0,0,"Trachea","family","Streptopelia turtur","Chromosome",81365208,3790373,NA,"2021-05-17",95.7,1440105000,38,2,"insdc_open","not_in_toga",NA,NA,NA,"Gallicolumba",NA,"Columbidae","illumina"
"187139","Ptilinopus superbus","Columbiformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,1,0,0,0,0,NA,"family","Streptopelia turtur","Chromosome",81365208,3790373,NA,"2021-05-17",95.7,1437660000,38,2,"insdc_open","not_in_toga",NA,NA,NA,"Ptilinopus",NA,"Columbidae","tetrapod"
"977959","Gallicolumba crinigera","Columbiformes","Aves","Birds","VULNERABLE",FALSE,FALSE,FALSE,1,0,0,0,0,"Skin","family","Streptopelia turtur","Chromosome",81365208,3790373,NA,"2021-05-17",95.7,1440105000,38,2,"insdc_open","not_in_toga",NA,NA,NA,"Gallicolumba",NA,"Columbidae","tetrapod"
"8901","Nycticorax nycticorax","Pelecaniformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,8,2,2,0,0,"Tissue","species","Nycticorax nycticorax","Scaffold",3016563,73971,NA,"2022-05-16",NA,1320300000,32,2,"insdc_open","toga2","Black-crowned night heron,Black-crowned night heron;Night Heron;Black-crowned Night Heron;black-crowned night-heron",NA,NA,"Nycticorax",NA,"Ardeidae","illumina"
"257867","Platalea leucorodia","Pelecaniformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,4,1,1,0,0,NA,"species","Platalea leucorodia","Chromosome",94714899,3299000,NA,"2025-03-04",97.4,1222500000,35,2,"insdc_open","toga1/2","Eurasian spoonbill,White spoonbill;Spoonbill;Eurasian Spoonbill;Eurasian spoonbill",NA,NA,"Platalea",NA,"Threskiornithidae","tetrapod"
"52788","Plegadis falcinellus","Pelecaniformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,4,1,1,0,0,NA,"species","Plegadis falcinellus","Scaffold",50846,48305,NA,"2024-12-06",NA,1222500000,25,2,"insdc_open","toga1/2","Glossy Ibis",NA,NA,"Plegadis",NA,"Threskiornithidae","tetrapod"
"335483","Eudocimus ruber","Pelecaniformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,2,2,0,0,"Tissue/Trachea","species","Eudocimus ruber","Scaffold",101016769,35096,NA,"2024-08-05",NA,1222500000,33,2,"insdc_open","toga1/2",NA,NA,NA,"Eudocimus",NA,"Threskiornithidae","tetrapod"
"100858","Threskiornis aethiopicus","Pelecaniformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue/Trachea","species","Threskiornis aethiopicus","Scaffold",90113662,32973,NA,"2023-02-10",NA,1222500000,34,2,"insdc_open","toga1/2","Sacred ibis",NA,NA,"Threskiornis",NA,"Threskiornithidae","illumina"
"36300","Pelecanus crispus","Pelecaniformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","species","Pelecanus crispus","Chromosome",86807213,9666746,14504,"2023-07-18",88.7,1290960000,33,2,"insdc_open","not_in_toga","Dalmatian pelican,Dalmatian Pelican;Dalmatian pelican",NA,NA,"Pelecanus",NA,"Pelecanidae","tetrapod"
"433628","Butorides striata","Pelecaniformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,3,1,1,0,0,NA,"genus","Butorides virescens","Contig",2336571,2336571,NA,"2024-12-17",95.5,1359420000,32,2,"insdc_open","not_in_toga",NA,NA,NA,"Butorides",NA,"Ardeidae","tetrapod"
"100822","Geronticus eremita","Pelecaniformes","Aves","Birds","ENDANGERED",FALSE,FALSE,FALSE,8,1,1,0,0,NA,"family","Theristicus caerulescens","Chromosome",101368359,37098842,NA,"2021-11-05",NA,1222500000,34,2,"insdc_open","not_in_toga",NA,NA,NA,"Geronticus",NA,"Threskiornithidae","tetrapod"
"371920","Platalea ajaja","Pelecaniformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Trachea","genus","Platalea leucorodia","Chromosome",94714899,3299000,NA,"2025-03-04",97.4,1222500000,36,2,"insdc_open","toga1/2",NA,NA,NA,"Platalea",NA,"Threskiornithidae","tetrapod"
"498209","Ixobrychus minutus","Pelecaniformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Trachea","family","Gorsachius magnificus","Chromosome",84772300,18463888,NA,"2023-12-01",NA,1359420000,32,2,"insdc_open","toga1/2","Little bittern,Little Bittern;Bittern, Little",NA,NA,"Ixobrychus",NA,"Ardeidae","tetrapod"
"1243782","Pelecanus rufescens","Pelecaniformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,1,0,0,0,0,"Traquea / Skin","genus","Pelecanus crispus","Chromosome",86807213,9666746,14504,"2023-07-18",88.7,1290960000,33,2,"insdc_open","not_in_toga",NA,NA,NA,"Pelecanus",NA,"Pelecanidae","tetrapod"
"46689","Ficedula hypoleuca","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Ficedula hypoleuca","Scaffold",7111233,141933,NA,"2024-12-06",NA,1278735000,40,2,"insdc_open","toga1/2","European pied flycatcher,Pied Flycatcher;European Pied Flycatcher;European pied flycatcher",NA,NA,"Ficedula",NA,"Muscicapidae","tetrapod"
"245042","Lamprotornis superbus","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Lamprotornis superbus","Chromosome",72276715,150307,15207,"2022-03-24",95.9,1193160000,40,2,"insdc_open","not_in_toga",NA,NA,NA,"Lamprotornis",NA,"Sturnidae","tetrapod"
"43150","Hirundo rustica","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Hirundo rustica","Chromosome",76187387,2794774,15995,"2021-11-30",95.2,1281180000,40,2,"insdc_open","not_in_toga","Barb Swallow,Barn swallow;Swallow;Barn Swallow",NA,NA,"Hirundo",NA,"Hirundinidae","tetrapod"
"88116","Delichon urbicum","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Delichon urbicum","Scaffold",12676612,91531,NA,"2024-12-06",NA,1344750000,38,2,"insdc_open","toga1/2","Northern House Martin,House Martin;Common House Martin;Northern house-martin",NA,NA,"Delichon",NA,"Hirundinidae","tetrapod"
"37600","Carduelis carduelis","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Carduelis carduelis","Scaffold",72471425,35533,NA,"2023-10-02",NA,1330080000,41,2,"insdc_open","toga1/2","European Goldfinch,Goldfinch;European Goldfinch;Eurasian goldfinch",NA,NA,"Carduelis",NA,"Fringillidae","tetrapod"
"127929","Leucopsar rothschildi","Passeriformes","Aves","Birds","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,1,0,0,0,0,"Trachea","species","Leucopsar rothschildi","Scaffold",220241,104200,15248,"2020-08-22",89.30000000000001,1281180000,40,2,"insdc_open","not_in_toga","Bali Myna,Bali myna",NA,NA,"Leucopsar",NA,"Sturnidae","tetrapod"
"241745","Scissirostrum dubium","Passeriformes","Aves","Birds","LEAST CONCERN",FALSE,TRUE,FALSE,6,3,3,0,0,"Tissue (skin)","family","Acridotheres tristis","Chromosome",72486765,10406399,NA,"2024-03-06",NA,1281180000,40,2,"insdc_open","toga1/2",NA,NA,NA,"Scissirostrum",NA,"Sturnidae","illumina"
"37601","Chloris chloris","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","family","Serinus canaria","Chromosome",79047965,12206373,NA,"2022-08-25",96.1,1330080000,40,2,"insdc_open","toga1","European Greenfinch,Greenfinch;European Greenfinch",NA,NA,"Chloris",NA,"Fringillidae","tetrapod"
"187436","Lanius senator","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,0,0,0,0,"Trachea","genus","Lanius collurio","Scaffold",23147665,143569,NA,"2021-09-21",NA,1212720000,38,2,"insdc_open","not_in_toga","Woodchat Shrike",NA,NA,"Lanius",NA,"Laniidae","tetrapod"
"114085","Cyanocorax yncas","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","genus","Cyanocorax yucatanicus","Contig",13535775,13535775,NA,"2025-02-27",NA,1232280000,40,2,"insdc_open","toga1/2",NA,NA,NA,"Cyanocorax",NA,"Corvidae","tetrapod"
"1948888","Copsychus malabaricus","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,3,1,1,0,0,"Trachea","genus","Copsychus sechellarum","Scaffold",11085488,109076,16238,"2020-07-10",94.8,1278735000,32,2,"insdc_open","not_in_toga",NA,NA,NA,"Copsychus",NA,"Muscicapidae","tetrapod"
"30421","Corvus albus","Passeriformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,1,0,0,0,0,"Skin / muscle / traquea","genus","Corvus hawaiiensis","Chromosome",76278832,23064755,NA,"2021-11-04",NA,1232280000,40,2,"insdc_open","not_in_toga",NA,NA,NA,"Corvus",NA,"Corvidae","tetrapod"
"51906","Guaruba guarouba","Psittaciformes","Aves","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,1,1,0,0,"Trachea","species","Guaruba guarouba","Chromosome",109727540,33341676,NA,"2024-12-02",72.2,1339860000,35,2,"insdc_open","not_in_toga",NA,"Guaruba guarouba",NA,"Guaruba",NA,"Psittacidae","illumina"
"1549204","Trichoglossus moluccanus","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,2,0,1,0,0,"Tissue","species","Trichoglossus moluccanus","Scaffold",72769352,95614,NA,"2024-08-05",NA,1300740000,23,2,"insdc_open","toga2","Australian rainbow lorikeet,rainbow lorikeet",NA,NA,"Trichoglossus",NA,"Psittaculidae","tetrapod"
"176024","Eclectus roratus","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,1,1,0,0,"Tissue","species","Eclectus roratus","Scaffold",28643,17249,NA,"2022-07-21",66.9,1555020000,35,2,"insdc_open","not_in_toga","Eclectus parrot",NA,NA,"Eclectus",NA,"Psittacidae","illumina"
"51900","Anodorhynchus hyacinthinus","Psittaciformes","Aves","Birds","VULNERABLE",TRUE,FALSE,FALSE,2,1,1,0,0,"Trachea","species","Anodorhynchus hyacinthinus","Scaffold",12605,12520,NA,"2022-07-21",NA,1320300000,35,2,"insdc_open","not_in_toga","Hyacinth macaw,Hyacinth macaw;hyacinth macaw",NA,NA,"Anodorhynchus",NA,"Psittacidae","illumina"
"151759","Amazona autumnalis","Psittaciformes","Aves","Birds","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,3,1,1,0,0,"Tissue (skin)","species","Amazona autumnalis","Scaffold",17050,4664,NA,"2022-07-20",NA,1476780000,34,2,"insdc_open","toga1/2","Lilacine Amazon,Red-lored parrot;red-lored parrot","Amazona Lilacina",NA,"Amazona",NA,"Psittacidae","tetrapod"
"60465","Agapornis nigrigenis","Psittaciformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,6,2,2,0,0,NA,"species","Agapornis nigrigenis","Scaffold",81463,66169,NA,"2024-01-03",NA,1281180000,24,2,"insdc_open","toga1/2",NA,NA,NA,"Agapornis",NA,"Psittacidae","tetrapod"
"176015","Aratinga solstitialis","Psittaciformes","Aves","Birds","ENDANGERED",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue/Trachea","species","Aratinga solstitialis","Scaffold",16980747,236229,NA,"2019-11-14",NA,1339860000,35,2,"insdc_open","toga2","Sun Parakeet,Sun parakeet;sun parakeet",NA,NA,"Aratinga",NA,"Psittacidae","illumina"
"176013","Ara chloropterus","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,1,1,0,0,"Trachea","species","Ara chloropterus","Scaffold",19108,4271,NA,"2022-11-27",NA,1447440000,34,2,"insdc_open","not_in_toga","Red-and-green Macaw,Green-winged macaw;Red-and-green macaw;red-and-green macaw",NA,NA,"Ara",NA,"Psittacidae","illumina"
"12930","Amazona aestiva","Psittaciformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue/Trachea","species","Amazona aestiva","Chromosome",89048441,26168,16315,"2021-03-30",92.2,1574580000,35,2,"insdc_open","not_in_toga","Blue-fronted amazon,Blue-fronted parrot;blue-fronted amazon",NA,NA,"Amazona",NA,"Psittacidae","tetrapod"
"9226","Ara ararauna","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,1,1,0,0,"Trachea","species","Ara ararauna","Chromosome",110438430,38811057,NA,"2023-02-24",NA,1418100000,35,2,"insdc_open","not_in_toga","Blue-and-yellow macaw,Blue-and-yellow macaw;blue-and-yellow macaw",NA,NA,"Ara",NA,"Psittacidae","illumina"
"467030","Ara rubrogenys","Psittaciformes","Aves","Birds","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,1,1,1,0,0,NA,"species","Ara rubrogenys","Scaffold",46382249,46382249,NA,"2022-01-30",NA,1374090000,33,2,"insdc_open","not_in_toga","Red-fronted macaw,Red-fronted macaw;red-fronted macaw",NA,NA,"Ara",NA,"Psittacidae","tetrapod"
"176075","Eos reticulata","Psittaciformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","genus","Eos semilarvata","Scaffold",25275,13006,NA,"2022-07-21",NA,1300740000,32,2,"insdc_open","toga1/2",NA,NA,NA,"Eos",NA,"Psittaculidae","illumina"
"244070","Amazona brasiliensis","Psittaciformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,0,0,0,"Trachea","genus","Amazona ochrocephala","Chromosome",92674118,14879228,NA,"2024-05-24",NA,1584360000,34,2,"insdc_open","toga1/2","Red-tailed amazon,Red-tailed parrot",NA,NA,"Amazona",NA,"Psittacidae","tetrapod"
"229552","Amazona viridigenalis","Psittaciformes","Aves","Birds","ENDANGERED",TRUE,TRUE,FALSE,1,0,0,0,0,"Traquea / skin / muscle","genus","Amazona ochrocephala","Chromosome",92674118,14879228,NA,"2024-05-24",NA,1506120000,36,2,"insdc_open","toga1/2","Green-cheeked amazon,Red-crowned parrot",NA,NA,"Amazona",NA,"Psittacidae","tetrapod"
"9813","Procavia capensis","Hyracoidea","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue","species","Procavia capensis","Scaffold",905827,35792,NA,"2014-12-16",93.1,3970679999,27,2,"published","toga1","Rock hyrax,Rock hyrax;Cape rock hyrax",NA,NA,"Procavia",NA,"Procaviidae","silencer"
"71006","Myrmecophaga tridactyla","Pilosa","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,0,0,0,0,"Fetal Sample","species","Myrmecophaga tridactyla","Scaffold",41255,36434,NA,"2019-01-16",NA,4224960000,30,2,"published","toga2","Giant Anteater,Giant anteater;giant anteater",NA,NA,"Myrmecophaga",NA,"Myrmecophagidae","silencer"
"9417","Artibeus jamaicensis","Chiroptera","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,0,0,0,0,"Tissue","species","Artibeus jamaicensis","Scaffold",22092642,22092642,NA,"2021-12-20",NA,2591700000,15,2,"published","toga2","Jamaican Fruit-eating Bat,Jamaican fruit-eating bat",NA,NA,"Artibeus","Stenodermatinae","Phyllostomidae","tetrapod"
"9365","Erinaceus europaeus","Eulipotyphla","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,0,0,0,0,"Tissue","species","Erinaceus europaeus","Chromosome",126757761,999919,NA,"2023-05-01",92.4,3579480000,17,2,"insdc_open","toga2","West European Hedgehog,Eurasian hedgehog;western European hedgehog",NA,NA,"Erinaceus","Erinaceinae","Erinaceidae","tetrapod"
"109475","Suncus etruscus","Eulipotyphla","Mammalia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,1,0,0,0,0,"Tissue","species","Suncus etruscus","Chromosome",131952995,5042816,NA,"2022-07-06",NA,2577030000,21,2,"insdc_open","not_in_toga","Etruscan Shrew,white-toothed pygmy shrew",NA,NA,"Suncus","Crocidurinae","Soricidae","tetrapod"
"9986","Oryctolagus cuniculus","Lagomorpha","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Oryctolagus cuniculus","Chromosome",144279705,2030165,NA,"2024-08-31",94.7,3188280000,22,2,"insdc_open","toga2","European rabbit,Rabbit;rabbit",NA,NA,"Oryctolagus",NA,"Leporidae","silencer"
"9986","Oryctolagus cuniculus","Lagomorpha","Mammalia","Mammalia","NA",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Oryctolagus cuniculus","Chromosome",144279705,2030165,NA,"2024-08-31",94.7,3188280000,22,2,"insdc_open","toga2","Rabbit;rabbit","Ibicean Rabbit","ibicea","Oryctolagus",NA,"Leporidae","silencer"
"166054","Pteropus lylei","Chiroptera","Mammalia","Mammalia","VULNERABLE",FALSE,FALSE,FALSE,5,6,6,0,0,"Tissue/ear","genus","Pteropus rufus","Chromosome",110476781,213999,NA,"2023-02-10",NA,2454780000,19,2,"insdc_open","not_in_toga","Lyle's flying fox,Lyles flying fox",NA,NA,"Pteropus",NA,"Pteropodidae","illumina"
"1960652","Notamacropus rufogriseus","Diprotodontia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,9,7,7,0,0,"Tissue","species","Notamacropus rufogriseus","Contig",938,938,NA,"2021-01-28",NA,4371659999,8,2,"insdc_open","toga1/2",NA,NA,NA,"Notamacropus",NA,"Macropodidae","illumina"
"9325","Petrogale xanthopus","Diprotodontia","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,FALSE,2,2,2,0,0,"Tissue","species","Petrogale xanthopus","Contig",1261,1261,NA,"2021-01-28",NA,3970680000,8,2,"insdc_open","toga1/2",NA,NA,NA,"Petrogale","Macropodinae","Macropodidae","tetrapod"
"9321","Osphranter rufus","Diprotodontia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,4,4,4,0,0,"Tissue","species","Osphranter rufus","Contig",1110,1110,NA,"2021-09-24",NA,3061140000,10,2,"insdc_open","toga1","Red kangaroo,Red kangaroo;red kangaroo",NA,NA,"Osphranter",NA,"Macropodidae","tetrapod"
"9783","Elephas maximus","Proboscidea","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,3,3,0,3,0,"Blood","species","Elephas maximus","Chromosome",130469234,77194844,NA,"2023-10-26",94.2,3941340000,28,2,"insdc_open","toga1","Asian Elephant,Asian elephant;Asiatic elephant",NA,NA,"Elephas",NA,"Elephantidae","tetrapod"
"9785","Loxodonta africana","Proboscidea","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue","species","Loxodonta africana","Chromosome",119600562,82653632,NA,"2023-05-16",NA,4342320000,28,2,"insdc_open","toga2","African Savanna Elephant,African elephant;African savanna elephant",NA,NA,"Loxodonta",NA,"Elephantidae","silencer"
"9783","Elephas maximus","Proboscidea","Mammalia","Mammalia",NA,TRUE,TRUE,TRUE,1,2,2,0,0,"Tissue (ear)/Umbellical Cordon/Placenta","species","Elephas maximus","Chromosome",130469234,77194844,NA,"2023-10-26",94.2,3941340000,28,2,"insdc_open","toga1","Sumatran elephant,Asian elephant;Asiatic elephant",NA,"sumatranus","Elephas",NA,"Elephantidae","tetrapod"
"89248","Equus quagga","Perissodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,3,3,0,0,NA,"species","Equus quagga","Chromosome",122556673,427941,NA,"2022-01-31",NA,3481680000,22,2,"insdc_open","toga2","Chapman's zebra,plains zebra","Equus quagga chapmani","chapmani","Equus",NA,"Equidae","silencer"
"9807","Ceratotherium simum","Perissodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,2,2,0,0,"Blood","species","Ceratotherium simum","Chromosome",67555069,50391373,NA,"2023-04-03",NA,3266520000,41,2,"insdc_open","toga1/2",NA,NA,NA,"Ceratotherium",NA,"Rhinocerotidae","tetrapod"
"9798","Equus przewalskii","Perissodactyla","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,1,1,1,0,0,"Placenta/ Umbilical Cordon","species","Equus przewalskii","Chromosome",85145959,25995503,NA,"2024-04-01",NA,3481680000,33,2,"insdc_open","not_in_toga","Przewalski's horse","Equus caballus przewalskii",NA,"Equus",NA,"Equidae","silencer"
"89248","Equus quagga","Perissodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,4,2,2,0,0,"Tissue","species","Equus quagga","Chromosome",122556673,427941,NA,"2022-01-31",NA,3481680000,22,2,"insdc_open","toga2","Burchell's zebra,plains zebra",NA,"burchelli","Equus",NA,"Equidae","silencer"
"9796","Equus caballus","Perissodactyla","Mammalia","Mammalia","NA",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue (ear)","species","Equus caballus","Chromosome",99223387,99223387,NA,"2024-08-16",NA,3110040000,32,2,"insdc_open","toga1","Horse (domestic),Horse;horse",NA,NA,"Equus",NA,"Equidae","silencer"
"9801","Tapirus terrestris","Perissodactyla","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue (skin)","species","Tapirus terrestris","Scaffold",186384,164193,NA,"2019-01-15",NA,3696840000,40,2,"published","toga1","Lowland Tapir,South American tapir;Brazilian tapir",NA,NA,"Tapirus",NA,"Tapiridae","tetrapod"
"1114792","Equus ferus","Perissodactyla","Mammalia","Mammalia","NA",TRUE,TRUE,FALSE,2,2,0,2,0,"Blood","genus","Equus quagga","Chromosome",122556673,427941,NA,"2022-01-31",NA,3481680000,28,2,"insdc_open","toga2",NA,"Monchino Horse",NA,"Equus",NA,"Equidae","tetrapod"
"10149","Hydrochoerus hydrochaeris","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Hydrochoerus hydrochaeris","Scaffold",202224,148451,NA,"2019-01-16",NA,3663832500,27,2,"published","toga1","Capybara,capybara",NA,NA,"Hydrochoerus","Hydrochoerinae","Hydrochaeridae","silencer"
"29091","Dolichotis patagonum","Rodentia","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,2,2,0,0,"Tissue","species","Dolichotis patagonum","Scaffold",31026,27983,NA,"2019-01-16",72.60000000000001,3618600000,32,2,"published","not_in_toga","Patagonian mara,Patagonian cavy",NA,NA,"Dolichotis","Dolichotinae","Caviidae","silencer"
"53277","Eliomys quercinus","Rodentia","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Eliomys quercinus","Chromosome",108114398,51740598,NA,"2025-06-30",NA,3882659999,24,2,"published","toga1",NA,NA,NA,"Eliomys","Leithiinae","Gliridae","illumina"
"10137","Hystrix cristata","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,2,2,0,0,"Tissue","species","Hystrix cristata","Scaffold",64768,57102,NA,"2019-01-16",NA,3663832500,24,2,"published","not_in_toga","Short-tailed porcupine,crested porcupine","Hystrix",NA,"Hystrix",NA,"Hystricidae","silencer"
"45480","Cynomys ludovicianus","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,2,2,2,0,0,"Tissue","species","Cynomys ludovicianus","Scaffold",1032944,567348,NA,"2025-09-12",NA,3882659999,19,2,NA,"toga1/2",NA,NA,NA,"Cynomys",NA,"Sciuridae","illumina"
"10085","Cricetomys gambianus","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,0,0,0,0,"Tissue","species","Cricetomys gambianus","Scaffold",110049,80761,NA,"2019-01-16",82.10000000000001,3110040000,16,2,"published","not_in_toga","Gambian giant pouched rat",NA,NA,"Cricetomys",NA,"Nesomyidae","tetrapod"
"10116","Rattus norvegicus","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Rattus norvegicus","Chromosome",137014596,64250101,27309,"2024-01-31",96,3198060000,21,2,"insdc_open","toga2","Rat,Brown rat;Norway rat","Rattus",NA,"Rattus",NA,"Muridae","tetrapod"
"10141","Cavia porcellus","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,0,0,0,0,"Tissue","species","Cavia porcellus","Scaffold",75707104,48931253,NA,"2023-12-07",91.8,3696840000,24,2,"insdc_open","toga2","Domestic guinea pig,Guinea pig;domestic guinea pig",NA,NA,"Cavia",NA,"Caviidae","tetrapod"
"9657","Lutra lutra","Carnivora","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,2,1,1,0,0,"tissue","species","Lutra lutra","Chromosome",149004807,30403456,NA,"2020-07-31",94.9,2880210000,19,2,"insdc_open","not_in_toga","Eurasian otter,Otter, Common;Otter;Eurasian river otter",NA,NA,"Lutra","Lutrinae","Mustelidae","silencer"
"9689","Panthera leo","Carnivora","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,9,9,9,0,0,"blood","species","Panthera leo","Chromosome",147402474,77781637,NA,"2021-05-13",NA,2885100000,19,2,"insdc_open","toga2","Lion,African lion;lion",NA,NA,"Panthera","Pantherinae","Felidae","silencer"
"9690","Panthera onca","Carnivora","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,4,6,6,0,0,"Tissue","species","Panthera onca","Chromosome",132627732,51083,NA,"2023-02-09",NA,2767740000,19,2,"published","toga2","Jaguar,jaguar",NA,NA,"Panthera","Pantherinae","Felidae","illumina"
"9612","Canis lupus","Carnivora","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,4,5,5,0,0,"Tissue/Blood","species","Canis lupus","Chromosome",65778685,44625132,NA,"2023-12-27",95.5,2748180000,39,2,"insdc_open","toga2","Iberian Wolf,Timber wolf;gray wolf","Canis lupus","signatus","Canis",NA,"Canidae","illumina"
"210652","Mungos mungo","Carnivora","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,3,3,3,0,0,"Tissue","species","Mungos mungo","Scaffold",236501,180702,NA,"2019-01-15",NA,2823975000,18,2,"published","not_in_toga","Banded Mongoose,banded mongoose",NA,NA,"Mungos",NA,"Herpestidae","illumina"
"9642","Ursus thibetanus","Carnivora","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Ursus thibetanus","Scaffold",26803000,145966,NA,"2023-04-03",NA,2689500000,37,2,"insdc_open","toga1/2",NA,NA,NA,"Ursus",NA,"Ursidae","illumina"
"161932","Otaria byronia","Carnivora","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,5,5,5,0,0,"Tissue","species","Otaria byronia","Scaffold",144693000,NA,NA,"2023-04-03",NA,3080700000,18,2,"open","toga2","South American Sea Lion,South American sea lion",NA,NA,"Otaria",NA,"Otariidae","illumina"
