"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","cell_barcode","wgs","rna_seq","x14","iucn","superclass","data","animal_id","individual_id","lines_per_individual","iPSC","status"
"Lamprotornis superbus","Lamprotornis superbus",NA,"Superb Starling","Sturnidae","MIG12-28643043",NA,NA,"Primary",NA,NA,NA,NA,NA,"A39",NA,"ABA23933",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22710767/119270077","A39","I_A39",1,FALSE,FALSE
"Hirundo rustica","Hirundo rustica",NA,"Barb Swallow","Hirundinidae","CRAS 60/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A117",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22712252/137668645","A117","I_A117",1,FALSE,FALSE
"Chloris chloris","Chloris chloris",NA,"European Greenfinch","Fringillidae","CRAS 75/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A122",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22720330/132000123","A122","I_A122",1,FALSE,FALSE
"Delichon urbicum","Delichon urbicum",NA,"Northern House Martin","Hirundinidae","CRAS 111/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A135",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/103811886/118748864","A135","I_A135",1,FALSE,FALSE
"Carduelis carduelis","Carduelis carduelis",NA,"European Goldfinch","Fringillidae","SN1",NA,NA,"Primary",NA,NA,NA,NA,NA,"A134",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/103764950/152615959","A134","I_A134",1,FALSE,FALSE
"Lanius senator","Lanius senator",NA,"Woodchat Shrike","Laniidae","CRAS 28/22",NA,NA,"Primary",NA,NA,NA,NA,NA,"A293",NA,NA,NA,NA,"LC","Birds",NA,"A293","I_A293",1,FALSE,FALSE
"Cyanocorax yncas","Cyanocorax yncas",NA,"Green jay","Corvidae","MIG12-29349059/BARCELONA / 11008","CAPTIVE","F","Fibro","DNA","RNA","RNA-Seq",NA,NA,"A508",NA,NA,"BB5621",NA,"LC","Birds",NA,"A508","I_A508",1,FALSE,TRUE
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","QGH24-06841/BARCELONA / 14687","CAPTIVE","U","Fibro","RNA","DNA","WGS",NA,NA,"A619",NA,"ABA20169",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/103894856/183077961","A619","I_A619",1,FALSE,TRUE
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","QGH24-06840/: BARCELONA / 14686","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A620",NA,NA,NA,NA,"LC","Birds",NA,"A620","I_A620",1,FALSE,FALSE
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","DVY22-05555/BARCELONA / 14286","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A728",NA,NA,NA,NA,"LC","Birds",NA,"A728","I_A728",1,FALSE,FALSE
"Leucopsar rothschildi","Leucopsar rothschildi",NA,"Bali Myna","Sturnidae","QGH25-07507 / BARCELONA / 15315","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A676",NA,NA,NA,NA,"CR","Birds","https://www.iucnredlist.org/species/22710912/183006359","A676","I_A676",1,FALSE,FALSE
"Corvus albus","Corvus albus",NA,"Pied Crow","Corvidae","21389427/BARCELONA / 9896","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A701",NA,NA,NA,NA,"LC","Birds",NA,"A701","I_A701",1,FALSE,FALSE
"Erithacus rubecula","Erithacus rubecula",NA,"European robin","Muscicapidae","QGH23-06473-IA","WILD","U","Primary",NA,NA,NA,NA,NA,"A760",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22709675/131953953","A760","I_A760",1,FALSE,FALSE
"Cyanerpes cyaneus","Cyanerpes cyaneus",NA,"Red-legged honeycreeper","Thraupidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A786",NA,NA,NA,NA,"LC","Birds",NA,"A786","I_A786",1,FALSE,FALSE
"Cardinalis cardinalis","Cardinalis cardinalis",NA,"Northern cardinal","Cardinalidae","VKM22-06355/BARCELONA / 14500","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A823",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22723819/132024136","A823","I_A823",1,FALSE,FALSE
"Cardinalis cardinalis","Cardinalis cardinalis",NA,"Northern cardinal","Cardinalidae","QTR24-09538/BARCELONA / 15742","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A791",NA,NA,NA,NA,"LC","Birds",NA,"A791","I_A791",1,FALSE,FALSE
"Lonchura oryzivora","Lonchura oryzivora",NA,"Java Sparrow","Estrildidae","QGH26-08163/BARCELONA / 15948","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A809",NA,NA,NA,NA,"EN","Birds","https://www.iucnredlist.org/species/22719912/183133210","A809","I_A809",1,FALSE,FALSE
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","MIG12-28921127/ BARCELONA / 12368","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A380",NA,NA,NA,NA,"CR","Birds","https://www.gbif.org/species/7533598","A380","I_A380",1,FALSE,FALSE
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","QGH22-06108/Barcelona/14141","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A25",NA,NA,NA,NA,"CR","Birds",NA,"A25","I_A25",1,FALSE,FALSE
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","QGH22-06108/ BARCELONA / 14141","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A486",NA,NA,NA,NA,"CR","Birds",NA,"A486","I_A486",1,FALSE,FALSE
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","26739895/ BARCELONA / 13878","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A720",NA,NA,NA,NA,"CR","Birds",NA,"A720","I_A720",1,FALSE,TRUE
"Guaruba guarouba","Guaruba guarouba",NA,"Golden conure","Psittaciformes","MIG12-28325141","WILD","M","Fibro","DNA",NA,NA,NA,NA,"A248","*A248*",NA,NA,NA,"VU","Birds","https://www.iucnredlist.org/species/22724703/132029835","A248","I_A248",1,FALSE,TRUE
"Guaruba guarouba","Guaruba guarouba",NA,"Golden conure","Psittaciformes","MIG12-28325427/ BARCELONA / 4335","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A784",NA,NA,NA,NA,"VU","Birds",NA,"A784","I_A784",1,FALSE,FALSE
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","WKP17-01371","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A273",NA,NA,NA,NA,"LC","Birds",NA,"A273","I_A273",1,FALSE,FALSE
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","-",NA,NA,"Primary",NA,NA,NA,NA,NA,"A410",NA,NA,NA,NA,"LC","Birds",NA,"A410","I_A410",1,FALSE,FALSE
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","WKP13-00289/ MADRID Z / LOR55","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A797",NA,NA,NA,NA,"LC","Birds",NA,"A797","I_A797",1,FALSE,FALSE
"Eclectus roratus","Eclectus roratus",NA,"Eclectus parrot","Psittacidae","WKP18-01463","-","M","Fibro","DNA",NA,NA,NA,NA,"A281","*A281*",NA,NA,NA,"LC","Birds",NA,"A281","I_A281",1,FALSE,TRUE
"Anodorhynchus hyacinthinus","Anodorhynchus hyacinthinus",NA,"Hyacinth macaw","Psittacidae","QGH22-06092-IA","-","M","Fibro",NA,NA,NA,NA,NA,"A329",NA,NA,NA,NA,"VU","Birds","https://www.iucnredlist.org/species/22685516/93077457","A329","I_A329",1,FALSE,TRUE
"Anodorhynchus hyacinthinus","Anodorhynchus hyacinthinus",NA,"Hyacinth macaw","Psittacidae","QGH22-06100-IA",NA,NA,"Primary",NA,NA,NA,NA,NA,"A337","*A337*",NA,NA,NA,"VU","Birds",NA,"A337","I_A337",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","MIG12-29591016","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A49",NA,NA,NA,NA,"VU","Birds","https://www.iucnredlist.org/species/22685360/93069915","A49","I_A49",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","DKL17-04749/ BARCELONA / 13256","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A388",NA,NA,NA,NA,"VU","Birds","https://www.gbif.org/species/2479545","A388","I_A388",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06204-IA/27","-","U","Primary",NA,NA,NA,NA,NA,"A401",NA,NA,NA,NA,"VU","Birds",NA,"A401","I_A401",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06205-IA/28","-","U","Primary",NA,NA,NA,NA,NA,"A402",NA,NA,NA,NA,"VU","Birds",NA,"A402","I_A402",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06225-IA","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A415",NA,NA,NA,NA,"VU","Birds",NA,"A415","I_A415",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","MIG12-29591015/BARCELONA / 10887","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A499",NA,NA,NA,NA,"VU","Birds",NA,"A499","I_A499",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06424/BARCELONA/14328","CAPTIVE","U","Fibro","DNA","WGS",NA,NA,NA,"A512",NA,"ABA20165",NA,NA,"VU","Birds",NA,"A512","I_A512",1,FALSE,TRUE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06487/BARCELONA / 14384","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A515",NA,NA,NA,NA,"VU","Birds",NA,"A515","I_A515",1,FALSE,TRUE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH25-06871  -  BARCELONA / 14709","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A634",NA,NA,NA,NA,"VU","Birds",NA,"A634","I_A634",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06483 / BARCELONA / 14380","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A661",NA,NA,NA,NA,"VU","Birds",NA,"A661","I_A661",1,FALSE,FALSE
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06017/14063","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A734",NA,NA,NA,NA,"VU","Birds",NA,"A734","I_A734",1,FALSE,FALSE
"Aratinga solstitialis","Aratinga solstitialis",NA,"Sun Parakeet","Psittacidae",NA,NA,NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A185","*A185*","ABA20128","BB5612",NA,"EN","Birds","https://www.iucnredlist.org/species/62233372/95192947","A185","I_A185",1,FALSE,TRUE
"Eos reticulata","Eos reticulata",NA,"Blue-streaked lory","Psittacidae","27181800/BARCELONA / 10564","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A354","*A354*",NA,NA,NA,"NT","Birds",NA,"A354","I_A354",1,FALSE,TRUE
"Ara chloropterus","Ara chloropterus",NA,"Red-and-green Macaw","Psittacidae","25767166/BARCELONA / 7344","UNKNOWN","M","Fibro","DNA","WGS",NA,NA,NA,"A362","*A362*","ABA20126",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22685566/163776409","A362","I_A362",1,FALSE,TRUE
"Amazona aestiva","Amazona aestiva",NA,"Blue-fronted amazon","Psittacidae","MIG12-28842346","CAPTIVE","F","Primary","WGS",NA,NA,NA,NA,"A367",NA,"ABA19319",NA,NA,"NT","Birds",NA,"A367","I_A367",1,FALSE,FALSE
"Amazona brasiliensis","Amazona brasiliensis",NA,"Red-tailed amazon","Psittacidae","MIG12-21379186/BARCELONA / 10462","CAPTIVE","M","Primary","WGS",NA,NA,NA,NA,"A383",NA,"ABA23947",NA,NA,"NT","Birds","https://www.iucnredlist.org/species/22686296/118478685","A383","I_A383",1,FALSE,FALSE
"Amazona viridigenalis","Amazona viridigenalis",NA,"Green-cheeked amazon","Psittacidae","17692016 / BARCELONA / 9565","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A723",NA,NA,NA,NA,"EN","Birds","https://www.iucnredlist.org/species/22686259/152441187","A723","I_A723",1,FALSE,FALSE
"Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","MIG12-28326023/ BARCELONA / 2083","WILD","M","Fibro","DNA","WGS",NA,NA,NA,"A441","*A441*","ABA20127",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22685539/131917270","A441","I_A441",1,FALSE,TRUE
"Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","WKP15-00490/MADRID Z / GAZ55","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A458",NA,NA,NA,NA,"LC","Birds",NA,"A458","I_A458",1,FALSE,FALSE
"Ara rubrogenys","Ara rubrogenys",NA,"Red-fronted macaw","Psittacidae","27918567/MADRID Z / AR7","UNKOWN","F?","Fibro","DNA","SEQ",NA,NA,NA,"A527",NA,NA,NA,NA,"CR","Birds",NA,"A527","I_A527",1,FALSE,TRUE
"Ara rubrogenys","Ara rubrogenys",NA,"Red-fronted macaw","Psittacidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A662",NA,NA,NA,NA,"CR","Birds",NA,"A662","I_A662",1,FALSE,FALSE
"Loriculus galgulus","Loriculus galgulus",NA,"Blue-crowned parrot","Psittacidae","DKL23-07910/ BARCELONA / 15127","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A759",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22685384/280973898","A759","I_A759",1,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05437","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A42",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697211/155515762","A42","I_A42",1,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05427","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A47/A43",NA,NA,NA,NA,"LC","Birds","https://www.gbif.org/species/2480863","A47","I_A47",2,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH21-05659","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A128",NA,NA,NA,NA,"LC","Birds",NA,"A128","I_A128",1,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH18-04841/QGH18-04841",NA,NA,"Primary",NA,NA,NA,NA,NA,"A229",NA,NA,NA,NA,"LC","Birds",NA,"A229","I_A229",1,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH22-06035/BARCELONA/14079",NA,NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A326","*A326*","ABA23499","BB5588",NA,"LC","Birds",NA,"A326","I_A326",1,FALSE,TRUE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","SM3",NA,NA,"Primary",NA,NA,NA,NA,NA,"A125","*A125*",NA,NA,NA,"LC","Birds",NA,"A125","I_A125",1,FALSE,FALSE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH22-06124 / BARCELONA / 14154","CAPTIVE","F","Fibro","DNA","RNA","WGS",NA,NA,"A587",NA,"ABA23420",NA,NA,"LC","Birds",NA,"A587","I_A587",1,FALSE,TRUE
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","MIG12-28824979 / BARCELONA / 5772","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A617",NA,NA,NA,NA,"LC","Birds",NA,"A617","I_A617",1,FALSE,FALSE
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 78/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A126",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697691/86248677","A126","I_A126",1,FALSE,FALSE
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 21/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A80",NA,NA,NA,NA,"LC","Birds","https://www.gbif.org/species/2481912","A80","I_A80",1,FALSE,FALSE
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 47/21",NA,NA,"Fibro","DNA","K",NA,NA,"Ciconia ciconia A101","A101","*A101*",NA,NA,NA,"LC","Birds",NA,"A101","I_A101",1,FALSE,TRUE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","QGH16-02512","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A93",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697555/155460986","A93","I_A93",1,FALSE,FALSE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG-28179109/BARCELONA7847","CAPTIVE","M","Fibro","DNA","WGS",NA,NA,NA,"A263","*A263*","ABA20113",NA,NA,"LC","Birds","https://www.gbif.org/species/2480801","A263","I_A263",1,FALSE,TRUE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","25901715 / BARCELONA / 10484","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A652",NA,NA,NA,NA,"LC","Birds",NA,"A652","I_A652",1,FALSE,FALSE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-29016956/BARCELONA / 3292","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A727",NA,NA,NA,NA,"LC","Birds",NA,"A727","I_A727",1,FALSE,FALSE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-29105023/3244","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A745",NA,NA,NA,NA,"LC","Birds",NA,"A745","I_A745",1,FALSE,FALSE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-28824992/BARCELONA / 4492","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A808",NA,NA,NA,NA,"LC","Birds",NA,"A808","I_A808",1,FALSE,FALSE
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","QGH17-04526/BARCELONA / 12973","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A810",NA,NA,NA,NA,"LC","Birds",NA,"A810","I_A810",1,FALSE,FALSE
"Platalea ajaja","Platalea ajaja",NA,"Roseate spoonbill","Threskiornithid","MIG12-29661875/BARCELONA / 10746","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A316",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697574/93621961","A316","I_A316",1,FALSE,FALSE
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","CRAS 67/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A119","*A119*",NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697422/155528413","A119","I_A119",1,FALSE,FALSE
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","25328829","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A251",NA,NA,NA,NA,"LC","Birds","https://species.nbnatlas.org/species/NBNSYS0000000254#sequences","A251","I_A251",1,FALSE,TRUE
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","42/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A114",NA,NA,NA,NA,"LC","Birds",NA,"A114","I_A114",1,FALSE,FALSE
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","MIG12-28824985/ BARCELONA / 5327","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A389",NA,NA,NA,NA,"LC","Birds",NA,"A389","I_A389",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","SN1",NA,NA,"Primary",NA,NA,NA,NA,NA,"A131",NA,NA,NA,NA,"EN","Birds",NA,"A131","I_A131",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","VVM20-02434/JEREZ / IE2023","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A86",NA,NA,NA,NA,"EN","Birds","https://www.iucnredlist.org/species/22697488/130895601","A86","I_A86",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","FRW20-01048/JEREZ / IE2014","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A69",NA,NA,NA,NA,"EN","Birds","https://animaldiversity.org/accounts/Geronticus_eremita/","A69","I_A69",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","FRW20-01045/JEREZ / IE2011","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A68",NA,NA,NA,NA,"EN","Birds",NA,"A68","I_A68",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","ZDW17-03177/BARCELONA / 13500","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A254","*A254*",NA,NA,NA,"EN","Birds",NA,"A254","I_A254",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","QGH23-06354/BARCELONA / 14289","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A466",NA,NA,NA,NA,"EN","Birds",NA,"A466","I_A466",1,FALSE,TRUE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","QGH24-06585/BARCELONA / 14460","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A540",NA,NA,NA,NA,"EN","Birds",NA,"A540","I_A540",1,FALSE,FALSE
"Geronticus eremita","Geronticus eremita",NA,"Waldrapp ibis","Threskiornithidae","ZNK23-01029 / BARCELONA / 14269","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A710",NA,NA,NA,NA,"EN","Birds",NA,"A710","I_A710",1,FALSE,FALSE
"Eudocimus ruber","Eudocimus ruber",NA,"Scarlet Ibis","Threskiornithidae",NA,"CAPTIVE",NA,"Fibro","DNA","RNA","WGS","RNA-Seq",NA,"A519",NA,"ABA20104/A519_1(Novogen)","BB5574",NA,"LC","Birds",NA,"A519","I_A519",1,FALSE,TRUE
"Eudocimus ruber","Eudocimus ruber",NA,"Scarlet Ibis","Threskiornithidae","MIG12-28706350","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A235","*A235*",NA,NA,NA,"LC","Birds",NA,"A235","I_A235",1,FALSE,TRUE
"Eudocimus ruber","Eudocimus ruber",NA,"Scarlet Ibis","Threskiornithidae","MIG12-28706348/BARCELONA / 11080","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A438",NA,NA,NA,NA,"LC","Birds",NA,"A438","I_A438",1,FALSE,FALSE
"Threskiornis aethiopicus","Threskiornis aethiopicus",NA,"Sacred ibis","Threskiornithidae","27920372/MADRID Z / IS48","UNKNOWN","U","Fibro",NA,NA,NA,NA,NA,"A230","*A230*",NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22697510/132068562","A230","I_A230",1,FALSE,TRUE
"Butorides striata","Butorides striata",NA,"Striated heron","Ardeidae","QGH17-04483","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A107","*A107*",NA,NA,NA,"LC","Birds",NA,"A107","I_A107",1,FALSE,TRUE
"Butorides striata","Butorides striata",NA,"Striated heron","Ardeidae","QGH12-00159/BARCELONA / 11588","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A433",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22728182/94973442","A433","I_A433",1,FALSE,FALSE
"Butorides striata","Butorides striata",NA,"Striated heron","Ardeidae","QGH12-00157/BARCELONA / 11586","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A580",NA,NA,NA,NA,"LC","Birds","https://www.gbif.org/species/2480824","A580","I_A580",1,FALSE,FALSE
"Ixobrychus minutus","Ixobrychus minutus",NA,"Little bittern","Ardeidae","VKM13-00879/BARCELONA / 12860","CAPTIVE","F","Primary","WGS",NA,NA,NA,NA,"A385",NA,"ABA20140",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22735766/155511258","A385","I_A385",1,FALSE,FALSE
"Gallinula chloropus","Gallinula chloropus",NA,"Common Moorhen","Rallidae","CRAS 56/21",NA,NA,"Primary",NA,NA,NA,NA,NA,"A106",NA,NA,NA,NA,"LC","Birds","https://www.iucnredlist.org/species/62120190/155506651","A106","I_A106",1,FALSE,FALSE
"Gallinula chloropus","Gallinula chloropus",NA,"Common Moorhen","Rallidae","CRAS 25/21",NA,NA,"Primary","WGS",NA,NA,NA,NA,"A89",NA,"ABA23925",NA,NA,"LC","Birds",NA,"A89","I_A89",1,FALSE,FALSE
"Psophia crepitans","Psophia crepitans",NA,"Grey-winged Trumpeter","Gruiformes","FRW15-00565","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A100",NA,NA,NA,NA,"NT","Birds","https://www.iucnredlist.org/species/45478181/95158441","A100","I_A100",1,FALSE,FALSE
"Porphyrio porphyrio porphyrio","Porphyrio porphyrio","porphyrio","Purple Swamphen","Rallidae","24712340/ BARCELONA / 9736",NA,"F","Primary","WGS",NA,NA,NA,NA,"A565",NA,"ABA20115",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22692792/155531172","A565","I_A565",1,FALSE,FALSE
"Marmaronetta angustirostris","Marmaronetta angustirostris",NA,"Marbled Teal","Anatidae","24953210","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A87",NA,NA,NA,NA,"VU","Birds","https://www.gbif.org/species/2498390","A87","I_A87",1,FALSE,TRUE
"Netta peposaca","Netta peposaca",NA,"Rosy-billed Pochard","Anatidae","27919208","CAPTIVE","F","Fibro","DNA","SEQ",NA,NA,NA,"A104",NA,"ABA20172",NA,NA,"LC","Birds","https://www.iucnredlist.org/species/22680351/92856953","A104","I_A104",1,FALSE,TRUE
"Anas platyrhynchos","Anas platyrhynchos",NA,"Mallard","Anatidae","EC 11/21",NA,NA,"Fibro","DNA","RNA","WGS",NA,NA,"A112",NA,"ABA23941",NA,NA,"LC","Birds","https://www.gbif.org/species/9761484","A112","I_A112",1,FALSE,TRUE
