"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","wgs","rna_seq","iucn","superclass","animal_id","individual_id","lines_per_individual","iPSC","status","cnag_id","species_short","link","dna","karyo","rna","seq","n_samples","date","animal_species","species_360_local_id","coming_from_clean"
"Cyanocorax yncas","Cyanocorax yncas",NA,"Green jay","Corvidae","MIG12-29349059/BARCELONA / 11008","CAPTIVE","F","Fibro",NA,"Cya_Ync_1",NA,"BB5621","LC","Birds","A508","I_A508",1,FALSE,TRUE,NA,"Cya_Ync",NA,TRUE,FALSE,TRUE,FALSE,1,"7/12/2023","Cyanocorax yncas","MIG12-29349059/BARCELONA / 11008","Zoo Barcelona"
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","QGH24-06841/BARCELONA / 14687","CAPTIVE","U","Fibro",NA,"Cop_Mal_1","ABA20169",NA,"LC","Birds","A619","I_A619",1,FALSE,TRUE,NA,"Cop_Mal","https://www.iucnredlist.org/species/103894856/183077961",TRUE,FALSE,TRUE,FALSE,1,"27/11/2024","Copsychus malabaricus","QGH24-06841 - BARCELONA / 14687","Zoo Barcelona"
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","QGH24-06840/: BARCELONA / 14686","CAPTIVE","U","Primary",NA,"Cop_Mal_2",NA,NA,"LC","Birds","A620","I_A620",1,FALSE,FALSE,NA,"Cop_Mal",NA,FALSE,FALSE,FALSE,FALSE,1,"27/11/2024","Copsychus malabaricus","QGH24-06840 - BARCELONA / 14686","Zoo Barcelona"
"Copsychus malabaricus","Copsychus malabaricus",NA,"White-rumped shama","Muscicapidae","DVY22-05555/BARCELONA / 14286","CAPTIVE","F","Primary",NA,"Cop_Mal_3",NA,NA,"LC","Birds","A728","I_A728",1,FALSE,FALSE,NA,"Cop_Mal",NA,FALSE,FALSE,FALSE,FALSE,1,"30/9/2025","Copsychus malabaricus","DVY22-05555/BARCELONA / 14286","Zoo Barcelona"
"Leucopsar rothschildi","Leucopsar rothschildi",NA,"Bali Myna","Sturnidae","QGH25-07507 / BARCELONA / 15315","CAPTIVE","U","Primary",NA,"Leu_Rot_1",NA,NA,"CR","Birds","A676","I_A676",1,FALSE,FALSE,NA,"Leu_Rot","https://www.iucnredlist.org/species/22710912/183006359",FALSE,FALSE,FALSE,FALSE,1,"3/4/2025","Leucopsar rothschildi","QGH25-07507 / BARCELONA / 15315","Zoo Barcelona"
"Corvus albus","Corvus albus",NA,"Pied Crow","Corvidae","21389427/BARCELONA / 9896","CAPTIVE","M","Primary",NA,"Cor_Alb_1",NA,NA,"LC","Birds","A701","I_A701",1,FALSE,FALSE,NA,"Cor_Alb",NA,FALSE,FALSE,FALSE,FALSE,1,"25/6/2025","Corvus albus","21389427 / BARCELONA / 9896","Zoo Barcelona"
"Erithacus rubecula","Erithacus rubecula",NA,"European robin","Muscicapidae","QGH23-06473-IA","WILD","U","Primary",NA,"Eri_Rub_1",NA,NA,"LC","Birds","A760","I_A760",1,FALSE,FALSE,NA,"Eri_Rub","https://www.iucnredlist.org/species/22709675/131953953",FALSE,FALSE,FALSE,FALSE,1,"7/1/2026","Erithacus rubecula","QGH23-06473-IA","Zoo Barcelona"
"Cyanerpes cyaneus","Cyanerpes cyaneus",NA,"Red-legged honeycreeper","Thraupidae",NA,NA,NA,"Primary",NA,"Cya_Cya_1",NA,NA,"LC","Birds","A786","I_A786",1,FALSE,FALSE,NA,"Cya_Cya",NA,FALSE,FALSE,FALSE,FALSE,1,"17/3/2026","Cyanerpes cyaneus","CGK19-04445 / BARCELONA / 15951","Zoo Barcelona"
"Cardinalis cardinalis","Cardinalis cardinalis",NA,"Northern cardinal","Cardinalidae","VKM22-06355/BARCELONA / 14500","CAPTIVE","M","Primary",NA,"Car_Car_3",NA,NA,"LC","Birds","A823","I_A823",1,FALSE,FALSE,NA,"Car_Car","https://www.iucnredlist.org/species/22723819/132024136",FALSE,FALSE,FALSE,FALSE,1,"2/6/2026","Cardinalis cardinalis","VKM22-06355/BARCELONA / 14500","Zoo Barcelona"
"Cardinalis cardinalis","Cardinalis cardinalis",NA,"Northern cardinal","Cardinalidae","QTR24-09538/BARCELONA / 15742","CAPTIVE","F","Primary",NA,"Car_Car_4",NA,NA,"LC","Birds","A791","I_A791",1,FALSE,FALSE,NA,"Car_Car",NA,FALSE,FALSE,FALSE,FALSE,1,"25/3/2026","Cardinalis cardinalis","QTR24-09538/BARCELONA / 15742","Zoo Barcelona"
"Lonchura oryzivora","Lonchura oryzivora",NA,"Java Sparrow","Estrildidae","QGH26-08163/BARCELONA / 15948","CAPTIVE","U","Primary",NA,"Lon_Ory_1",NA,NA,"EN","Birds","A809","I_A809",1,FALSE,FALSE,NA,"Lon_Ory","https://www.iucnredlist.org/species/22719912/183133210",FALSE,FALSE,FALSE,FALSE,1,"29/4/2026","Padda oryzivora","QGH26-08163/BARCELONA / 15948","Zoo Barcelona"
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","MIG12-28921127/ BARCELONA / 12368","CAPTIVE","M","Primary",NA,"Ama_Aut_1",NA,NA,"CR","Birds","A380","I_A380",1,FALSE,FALSE,NA,"Ama_Aut","https://www.gbif.org/species/7533598",FALSE,FALSE,FALSE,FALSE,1,"12/08/2022","Amazona lilacina","MIG12-28921127/Barcelona12368","Zoo Barcelona"
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","QGH22-06108/Barcelona/14141","CAPTIVE","M","Primary",NA,"Ama_Aut_2",NA,NA,"CR","Birds","A25","I_A25",1,FALSE,FALSE,NA,"Ama_Aut",NA,FALSE,FALSE,FALSE,FALSE,1,"17/7/2020","Amazona Lilacina","MIG12-28179259/8751","Zoo Barcelona"
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","QGH22-06108/ BARCELONA / 14141","CAPTIVE","M","Primary",NA,"Ama_Aut_3",NA,NA,"CR","Birds","A486","I_A486",1,FALSE,FALSE,NA,"Ama_Aut",NA,FALSE,FALSE,FALSE,FALSE,1,"25/08/2023","Amazona lilacina","QGH22-06108/Barcelona/14141","Zoo Barcelona"
"Amazona autumnalis","Amazona autumnalis",NA,"Lilacine Amazon","Psittacidae","26739895/ BARCELONA / 13878","CAPTIVE","F","Fibro",NA,"Ama_Aut_4",NA,NA,"CR","Birds","A720","I_A720",1,FALSE,TRUE,NA,"Ama_Aut",NA,FALSE,FALSE,FALSE,FALSE,1,"4/9/2025","Amazona lilacina","26739895/ BARCELONA / 13878","Zoo Barcelona"
"Guaruba guarouba","Guaruba guarouba",NA,"Golden conure","Psittaciformes","MIG12-28325141","WILD","M","Fibro",NA,"Gua_Gua_1",NA,NA,"VU","Birds","A248","I_A248",1,FALSE,TRUE,NA,"Gua_Gua","https://www.iucnredlist.org/species/22724703/132029835",TRUE,FALSE,FALSE,FALSE,1,"10/1/22","Guaruba guarouba","MIG12-28325141","Zoo Barcelona"
"Guaruba guarouba","Guaruba guarouba",NA,"Golden conure","Psittaciformes","MIG12-28325427/ BARCELONA / 4335","CAPTIVE","F","Primary",NA,"Gua_Gua_2",NA,NA,"VU","Birds","A784","I_A784",1,FALSE,FALSE,NA,"Gua_Gua",NA,FALSE,FALSE,FALSE,FALSE,1,"3/3/2026","Guaruba guarouba","MIG12-28325427/ BARCELONA / 4335","Zoo Barcelona"
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","WKP17-01371","CAPTIVE","U","Primary",NA,"Tri_Mol_1",NA,NA,"LC","Birds","A273","I_A273",1,FALSE,FALSE,NA,"Tri_Mol",NA,FALSE,FALSE,FALSE,FALSE,1,"18/2/22","Loris arcoiris","WKP17-01371/ MADRID Z / LOR64","Zoo Madrid"
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","-",NA,NA,"Primary",NA,"Tri_Mol_2",NA,NA,"LC","Birds","A410","I_A410",1,FALSE,FALSE,NA,"Tri_Mol",NA,FALSE,FALSE,FALSE,FALSE,1,"07/10/2022","Loris Arcoiris","--","Zoo Madrid"
"Trichoglossus moluccanus","Trichoglossus moluccanus",NA,"Australian rainbow lorikeet","Psittacidae","WKP13-00289/ MADRID Z / LOR55","CAPTIVE","F","Primary",NA,"Tri_Mol_3",NA,NA,"LC","Birds","A797","I_A797",1,FALSE,FALSE,NA,"Tri_Mol",NA,FALSE,FALSE,FALSE,FALSE,1,"14/4/2026","""LORIS"" Trichoglossus moluccanus","WKP13-00289/ MADRID Z / LOR55","Zoo Madrid"
"Eclectus roratus","Eclectus roratus",NA,"Eclectus parrot","Psittacidae","WKP18-01463","-","M","Fibro",NA,"Ecl_Ror_1",NA,NA,"LC","Birds","A281","I_A281",1,FALSE,TRUE,NA,"Ecl_Ror",NA,TRUE,FALSE,FALSE,FALSE,1,"08/03/22","Eclectus roratus","WKP18-01463/ MADRID Z / ECL6","Zoo Madrid"
"Anodorhynchus hyacinthinus","Anodorhynchus hyacinthinus",NA,"Hyacinth macaw","Psittacidae","QGH22-06092-IA","-","M","Fibro",NA,"Ano_Hya_1",NA,NA,"VU","Birds","A329","I_A329",1,FALSE,TRUE,NA,"Ano_Hya","https://www.iucnredlist.org/species/22685516/93077457",FALSE,FALSE,FALSE,FALSE,1,"31/05/2022","Anodorrhynchus hyacinthinus","QGH2206092IA","Zoo Barcelona"
"Anodorhynchus hyacinthinus","Anodorhynchus hyacinthinus",NA,"Hyacinth macaw","Psittacidae","QGH22-06100-IA",NA,NA,"Primary",NA,"Ano_Hya_2",NA,NA,"VU","Birds","A337","I_A337",1,FALSE,FALSE,NA,"Ano_Hya",NA,FALSE,FALSE,FALSE,FALSE,1,"08/06/2022","Anodorrhynchus hyacinthinus","QGH22-06100-IA","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","MIG12-29591016","CAPTIVE","M","Primary",NA,"Aga_Nig_1",NA,NA,"VU","Birds","A49","I_A49",1,FALSE,FALSE,NA,"Aga_Nig","https://www.iucnredlist.org/species/22685360/93069915",FALSE,FALSE,FALSE,FALSE,1,"02/10/20","Agapornis nigrigenis","GGW12-00029","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","DKL17-04749/ BARCELONA / 13256","CAPTIVE","F","Primary",NA,"Aga_Nig_2",NA,NA,"VU","Birds","A388","I_A388",1,FALSE,FALSE,NA,"Aga_Nig","https://www.gbif.org/species/2479545",FALSE,FALSE,FALSE,FALSE,1,"05/09/2022","Agapornis nigrigenis","DKL-17-04749Barcelona/13256","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06204-IA/27","-","U","Primary",NA,"Aga_Nig_3",NA,NA,"VU","Birds","A401","I_A401",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"30/09/2022","Agapornis nigrigenis","QGH22-06204-IA/27","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06205-IA/28","-","U","Primary",NA,"Aga_Nig_4",NA,NA,"VU","Birds","A402","I_A402",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"30/09/2022","Agapornis nigrigenis","QGH22-06205-IA/28","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06225-IA","CAPTIVE","U","Primary",NA,"Aga_Nig_5",NA,NA,"VU","Birds","A415","I_A415",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"19/10/2022","Agapronis Nigeriensis","QGH22-06225-IA","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","MIG12-29591015/BARCELONA / 10887","CAPTIVE","M","Primary",NA,"Aga_Nig_6",NA,NA,"VU","Birds","A499","I_A499",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"21/09/2023","Agapornis nigrigenis","MIG12-29591015/BARCELONA / 10887","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06424/BARCELONA/14328","CAPTIVE","U","Fibro",NA,"Aga_Nig_7","ABA20165",NA,"VU","Birds","A512","I_A512",1,FALSE,TRUE,NA,"Aga_Nig",NA,TRUE,FALSE,FALSE,FALSE,1,"29/12/2023","Agapornis nigrigenis","QGH23-06424/BARCELONA/14328","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06487/BARCELONA / 14384","CAPTIVE","F","Fibro",NA,"Aga_Nig_8",NA,NA,"VU","Birds","A515","I_A515",1,FALSE,TRUE,NA,"Aga_Nig",NA,TRUE,FALSE,FALSE,FALSE,1,"23/1/2024","Agapornis nigrigenis","QGH23-06487/BARCELONA / 14384","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH25-06871  -  BARCELONA / 14709","CAPTIVE","U","Primary",NA,"Aga_Nig_9",NA,NA,"VU","Birds","A634","I_A634",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"31/1/2025","Agapornis nigrigenis","QGH25-06871  -  BARCELONA / 14709","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH23-06483 / BARCELONA / 14380","CAPTIVE","F","Primary",NA,"Aga_Nig_10",NA,NA,"VU","Birds","A661","I_A661",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"5/3/2025","Agapornis nigrigenis","QGH23-06483 / BARCELONA / 14380","Zoo Barcelona"
"Agapornis nigrigenis","Agapornis nigrigenis",NA,"Black-cheeked Lovebird","Psittacidae","QGH22-06017/14063","CAPTIVE","M","Primary",NA,"Aga_Nig_11",NA,NA,"VU","Birds","A734","I_A734",1,FALSE,FALSE,NA,"Aga_Nig",NA,FALSE,FALSE,FALSE,FALSE,1,"16/10/2025","Agapornis nigrigensis","QGH22-06017/14063","Zoo Barcelona"
"Aratinga solstitialis","Aratinga solstitialis",NA,"Sun Parakeet","Psittacidae",NA,NA,NA,"Fibro",NA,"Ara_Sol_1","ABA20128","BB5612","EN","Birds","A185","I_A185",1,FALSE,TRUE,NA,"Ara_Sol","https://www.iucnredlist.org/species/62233372/95192947",TRUE,FALSE,TRUE,FALSE,1,"A185","ARATINGA SOLSTITIALIS","20910513","Zoo Barcelona"
"Eos reticulata","Eos reticulata",NA,"Blue-streaked lory","Psittacidae","27181800/BARCELONA / 10564","CAPTIVE","F","Fibro",NA,"Eos_Ret_1",NA,NA,"NT","Birds","A354","I_A354",1,FALSE,TRUE,NA,"Eos_Ret",NA,FALSE,FALSE,FALSE,FALSE,1,"29/06/2022","Eos reticulata","27181800/barcelona/10564","Zoo Barcelona"
"Ara chloropterus","Ara chloropterus",NA,"Red-and-green Macaw","Psittacidae","25767166/BARCELONA / 7344","UNKNOWN","M","Fibro",NA,"Ara_Chl_1","ABA20126",NA,"LC","Birds","A362","I_A362",1,FALSE,TRUE,NA,"Ara_Chl","https://www.iucnredlist.org/species/22685566/163776409",TRUE,FALSE,FALSE,FALSE,1,"13/07/2022","Ara chloropterus","AP22-221/7344","Zoo Barcelona"
"Amazona aestiva","Amazona aestiva",NA,"Blue-fronted amazon","Psittacidae","MIG12-28842346","CAPTIVE","F","Primary",NA,"Ama_Aes_1","ABA19319",NA,"NT","Birds","A367","I_A367",1,FALSE,FALSE,NA,"Ama_Aes",NA,FALSE,FALSE,FALSE,FALSE,1,"28/07/2022","Amazona aestiva","AE-29 ""blu""","Zoo Madrid"
"Amazona brasiliensis","Amazona brasiliensis",NA,"Red-tailed amazon","Psittacidae","MIG12-21379186/BARCELONA / 10462","CAPTIVE","M","Primary",NA,"Ama_Bra_1","ABA23947",NA,"NT","Birds","A383","I_A383",1,FALSE,FALSE,NA,"Ama_Bra","https://www.iucnredlist.org/species/22686296/118478685",FALSE,FALSE,FALSE,FALSE,1,"19/08/2022","Amazona brasiliensis","MIG12-21379186/BARCELONA / 10462","Zoo Barcelona"
"Amazona viridigenalis","Amazona viridigenalis",NA,"Green-cheeked amazon","Psittacidae","17692016 / BARCELONA / 9565","CAPTIVE","F","Primary",NA,"Ama_Vir_1",NA,NA,"EN","Birds","A723","I_A723",1,FALSE,FALSE,NA,"Ama_Vir","https://www.iucnredlist.org/species/22686259/152441187",FALSE,FALSE,FALSE,FALSE,1,"18/9/2025","Amazona viridigenalis","17692016 / BARCELONA / 9565","Zoo Barcelona"
"Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","MIG12-28326023/ BARCELONA / 2083","WILD","M","Fibro",NA,"Ara_Ara_1","ABA20127",NA,"LC","Birds","A441","I_A441",1,FALSE,TRUE,NA,"Ara_Ara","https://www.iucnredlist.org/species/22685539/131917270",TRUE,FALSE,FALSE,FALSE,1,"30/01/2023","Ara Ararauna","MIG12-28326023","Zoo Barcelona"
"Ara ararauna","Ara ararauna",NA,"Blue-and-yellow macaw","Psittacidae","WKP15-00490/MADRID Z / GAZ55","CAPTIVE","U","Primary",NA,"Ara_Ara_2",NA,NA,"LC","Birds","A458","I_A458",1,FALSE,FALSE,NA,"Ara_Ara",NA,FALSE,FALSE,FALSE,FALSE,1,"25/04/2023","Ara ararauna","WKP15-00490/MADRID Z / GAZ55","Zoo Madrid"
"Ara rubrogenys","Ara rubrogenys",NA,"Red-fronted macaw","Psittacidae","27918567/MADRID Z / AR7","UNKOWN","F?","Fibro",NA,"Ara_Rub_1",NA,NA,"CR","Birds","A527","I_A527",1,FALSE,TRUE,NA,"Ara_Rub",NA,TRUE,FALSE,FALSE,TRUE,1,"1/3/2024","Ara rubrogenys","27918567/MADRID Z / AR7","Zoo Madrid"
"Ara rubrogenys","Ara rubrogenys",NA,"Red-fronted macaw","Psittacidae",NA,NA,NA,"Primary",NA,"Ara_Rub_2",NA,NA,"CR","Birds","A662","I_A662",1,FALSE,FALSE,NA,"Ara_Rub",NA,FALSE,FALSE,FALSE,FALSE,1,"17/3/2025","Ara rubrogenys","MIG12-30088898 / BARCELONA / 2621","Zoo Barcelona"
"Loriculus galgulus","Loriculus galgulus",NA,"Blue-crowned parrot","Psittacidae","DKL23-07910/ BARCELONA / 15127","CAPTIVE","F","Primary",NA,"Lor_Gal_1",NA,NA,"LC","Birds","A759","I_A759",1,FALSE,FALSE,NA,"Lor_Gal","https://www.iucnredlist.org/species/22685384/280973898",FALSE,FALSE,FALSE,FALSE,1,"7/1/2026","Loriculus galgulus","DKL23-07910/ BARCELONA / 15127","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05437","CAPTIVE","U","Primary",NA,"Nyc_Nyc_1",NA,NA,"LC","Birds","A42","I_A42",1,FALSE,FALSE,NA,"Nyc_Nyc","https://www.iucnredlist.org/species/22697211/155515762",FALSE,FALSE,FALSE,FALSE,1,"23/9/2020","Nycticorax Nycticorax 13733","QGH20-05437/13733","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH20-05427","CAPTIVE","M","Primary",NA,"Nyc_Nyc_2",NA,NA,"LC","Birds","A47","I_A47",2,FALSE,FALSE,NA,"Nyc_Nyc","https://www.gbif.org/species/2480863",FALSE,FALSE,FALSE,FALSE,1,"28/09/20","Nycticorax Nycticorax 13724","QGH20-05427/13724","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH21-05659","CAPTIVE","U","Primary",NA,"Nyc_Nyc_3",NA,NA,"LC","Birds","A128","I_A128",1,FALSE,FALSE,NA,"Nyc_Nyc",NA,FALSE,FALSE,FALSE,FALSE,1,"18/05/21","Nycticorax Nycticorax","13854/QGH21-05659","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH18-04841/QGH18-04841",NA,NA,"Primary",NA,"Nyc_Nyc_4",NA,NA,"LC","Birds","A229","I_A229",1,FALSE,FALSE,NA,"Nyc_Nyc",NA,FALSE,FALSE,FALSE,FALSE,1,"10/12/21","Nycoticorax","QGH18-04841","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH22-06035/BARCELONA/14079",NA,NA,"Fibro",NA,"Nyc_Nyc_5","ABA23499","BB5588","LC","Birds","A326","I_A326",1,FALSE,TRUE,NA,"Nyc_Nyc",NA,TRUE,FALSE,TRUE,FALSE,1,"23/05/2022","Lophura edwardsi","QGH22-06035/BARCELONA/14079","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","SM3",NA,NA,"Primary",NA,"Nyc_Nyc_6",NA,NA,"LC","Birds","A125","I_A125",1,FALSE,FALSE,NA,"Nyc_Nyc",NA,FALSE,FALSE,FALSE,FALSE,1,"11/05/21","Martinete Nycticorax nycticoras","SM3","Zoo Jerez"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","QGH22-06124 / BARCELONA / 14154","CAPTIVE","F","Fibro",NA,"Nyc_Nyc_7","ABA23420",NA,"LC","Birds","A587","I_A587",1,FALSE,TRUE,NA,"Nyc_Nyc",NA,TRUE,FALSE,TRUE,FALSE,1,"16/9/2024","Nycticorax nycticorax","QGH22-06124 / BARCELONA / 14154","Zoo Barcelona"
"Nycticorax nycticorax","Nycticorax nycticorax",NA,"Black-crowned night heron","Ardeida","MIG12-28824979 / BARCELONA / 5772","CAPTIVE","M","Primary",NA,"Nyc_Nyc_8",NA,NA,"LC","Birds","A617","I_A617",1,FALSE,FALSE,NA,"Nyc_Nyc",NA,FALSE,FALSE,FALSE,FALSE,1,"20/11/2024","Nycticorax nycticorax","MIG12-28824979 / BARCELONA / 5772","Zoo Barcelona"
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 78/21",NA,NA,"Primary",NA,"Cic_Cic_1",NA,NA,"LC","Birds","A126","I_A126",1,FALSE,FALSE,NA,"Cic_Cic","https://www.iucnredlist.org/species/22697691/86248677",FALSE,FALSE,FALSE,FALSE,1,"11/05/21","Cigüeña blanca Ciconia ciconia","CRAS 78/21","Zoo Jerez"
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 21/21",NA,NA,"Primary",NA,"Cic_Cic_2",NA,NA,"LC","Birds","A80","I_A80",1,FALSE,FALSE,NA,"Cic_Cic","https://www.gbif.org/species/2481912",FALSE,FALSE,FALSE,FALSE,1,"17/02/21","Ciconia Ciconia","CRAS 21/21","Zoo Jerez"
"Ciconia ciconia","Ciconia ciconia",NA,"White stork","Ciconiformes","CRAS 47/21",NA,NA,"Fibro","Ciconia ciconia A101","Cic_Cic_3",NA,NA,"LC","Birds","A101","I_A101",1,FALSE,TRUE,NA,"Cic_Cic",NA,TRUE,TRUE,FALSE,FALSE,1,"13/04/21","Ciconia ciconia","CRAS 47/21","Zoo Jerez"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","QGH16-02512","CAPTIVE","M","Primary",NA,"Pla_Leu_1",NA,NA,"LC","Birds","A93","I_A93",1,FALSE,FALSE,NA,"Pla_Leu","https://www.iucnredlist.org/species/22697555/155460986",FALSE,FALSE,FALSE,FALSE,1,"18/03/21","Platalea leucorodia","QGH16-02512","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG-28179109/BARCELONA7847","CAPTIVE","M","Fibro",NA,"Pla_Leu_2","ABA20113",NA,"LC","Birds","A263","I_A263",1,FALSE,TRUE,NA,"Pla_Leu","https://www.gbif.org/species/2480801",TRUE,FALSE,FALSE,FALSE,1,"31/1/22","Platalea leucorodia","MIG12-28179109/BARCELONA7847","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","25901715 / BARCELONA / 10484","CAPTIVE","F","Primary",NA,"Pla_Leu_3",NA,NA,"LC","Birds","A652","I_A652",1,FALSE,FALSE,NA,"Pla_Leu",NA,FALSE,FALSE,FALSE,FALSE,1,"24/2/2025","Platalea leucorodia","25901715 / BARCELONA / 10484","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-29016956/BARCELONA / 3292","CAPTIVE","M","Primary",NA,"Pla_Leu_4",NA,NA,"LC","Birds","A727","I_A727",1,FALSE,FALSE,NA,"Pla_Leu",NA,FALSE,FALSE,FALSE,FALSE,1,"30/9/2025","Platalea leucorodia","MIG12-29016956/BARCELONA / 3292","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-29105023/3244","CAPTIVE","M","Primary",NA,"Pla_Leu_5",NA,NA,"LC","Birds","A745","I_A745",1,FALSE,FALSE,NA,"Pla_Leu",NA,FALSE,FALSE,FALSE,FALSE,1,"28/10/2025","Platalea leucorodia","MIG12-29105023/3244","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","MIG12-28824992/BARCELONA / 4492","CAPTIVE","F","Primary",NA,"Pla_Leu_6",NA,NA,"LC","Birds","A808","I_A808",1,FALSE,FALSE,NA,"Pla_Leu",NA,FALSE,FALSE,FALSE,FALSE,1,"29/4/2026","Platalea leucorodia","MIG12-28824992/BARCELONA / 4492","Zoo Barcelona"
"Platalea leucorodia","Platalea leucorodia",NA,"Eurasian spoonbill","Threskiornithidae","QGH17-04526/BARCELONA / 12973","CAPTIVE","F","Primary",NA,"Pla_Leu_7",NA,NA,"LC","Birds","A810","I_A810",1,FALSE,FALSE,NA,"Pla_Leu",NA,FALSE,FALSE,FALSE,FALSE,1,"29/4/2026","Platalea leucorodia","QGH17-04526/BARCELONA / 12973","Zoo Barcelona"
"Platalea ajaja","Platalea ajaja",NA,"Roseate spoonbill","Threskiornithid","MIG12-29661875/BARCELONA / 10746","CAPTIVE","M","Primary",NA,"Pla_Aja_1",NA,NA,"LC","Birds","A316","I_A316",1,FALSE,FALSE,NA,"Pla_Aja","https://www.iucnredlist.org/species/22697574/93621961",FALSE,FALSE,FALSE,FALSE,1,"12/05/2022","Platelea ajaja","MIG12-29661875/BARCELONA/10746","Zoo Barcelona"
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","CRAS 67/21",NA,NA,"Primary",NA,"Ple_Fal_1",NA,NA,"LC","Birds","A119","I_A119",1,FALSE,FALSE,NA,"Ple_Fal","https://www.iucnredlist.org/species/22697422/155528413",FALSE,FALSE,FALSE,FALSE,1,"04/05/21","Plegadis falcinellus","CRAS 67/21","Zoo Jerez"
"Plegadis falcinellus","Plegadis falcinellus",NA,"Glossy Ibis","Threskiornithidae","25328829","CAPTIVE","M","Fibro",NA,"Ple_Fal_2",NA,NA,"LC","Birds","A251","I_A251",1,FALSE,TRUE,NA,"Ple_Fal","https://species.nbnatlas.org/species/NBNSYS0000000254#sequences",TRUE,FALSE,FALSE,FALSE,1,"11/1/22","Plegadus falcinellus","25328829","Zoo Barcelona"
