"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","wgs","rna_seq","iucn","superclass","animal_id","individual_id","lines_per_individual","iPSC","status","cnag_id","species_short","link","dna","karyo","rna","seq","n_samples","date","animal_species","species_360_local_id","coming_from_clean"
"Sarcoramphus papa","Sarcoramphus papa",NA,"King Vulture","Cathartidae","MIG12-29830332/MADRID Z / ZOR2","CAPTIVE","F","Fibro",NA,"Sar_Pap_1",NA,NA,"LC","Birds","A692","I_A692",1,FALSE,TRUE,NA,"Sar_Pap","https://www.iucnredlist.org/species/22697645/228983760",TRUE,FALSE,FALSE,FALSE,1,"20/5/2025","Sarcoramphus papa","MIG12-29830332/MADRID Z / ZOR2","Zoo Madrid"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH20-05342/13650","CAPTIVE","M","Fibro",NA,"Nan_Dam_1",NA,NA,"CR","Mammalia","A216","I_A216",2,FALSE,TRUE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"17/11/21","Nanger dama mhorr","13650/QGH20-05342","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH20-05342/13650","CAPTIVE","M","Fibro",NA,"Nan_Dam_2",NA,NA,"CR","Mammalia","A207","I_A216",2,FALSE,TRUE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"5/11/21","Nanger dama mhorr","QGH20-05342/13650","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","11268",NA,NA,"Fibro","Nanger Dama Mohr a85","Nan_Dam_3",NA,NA,"CR","Mammalia","A85","I_A85",1,FALSE,TRUE,NA,"Nan_Dam","https://www.iucnredlist.org/species/8968/50186128",TRUE,TRUE,FALSE,FALSE,1,"05/03/21","Nanger Dama","11268","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05159","CAPTIVE","F","Primary",NA,"Nan_Dam_4",NA,NA,"CR","Mammalia","A20","I_A20",1,FALSE,FALSE,NA,"Nan_Dam","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=67940",FALSE,FALSE,FALSE,FALSE,1,"7/6/2020","Gazela dama mohor","QGH19-05159/13483","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH19-05123","CAPTIVE","F","Fibro",NA,"Nan_Dam_5","ORGONE_02/L-AD19",NA,"CR","Mammalia","A19","I_A19",1,FALSE,TRUE,NA,"Nan_Dam","https://animaldiversity.org/accounts/Nanger_dama/",TRUE,FALSE,FALSE,FALSE,1,"7/6/2020","Gazela dama mohor #13447","QGH19-05123/13447","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29591142/BARCELONA / 11341","CAPTIVE","F","Primary",NA,"Nan_Dam_6",NA,NA,"CR","Mammalia","A156","I_A156",2,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"16/07/21","Nanger Dama Mhorr","MIG12-29591142/BARCELONA / 11341","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29591142/BARCELONA / 11341","CAPTIVE","F","Primary",NA,"Nan_Dam_7",NA,NA,"CR","Mammalia","A405","I_A156",2,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"03/10/2022","Nanger dama mhoor","MIG12-29591142","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-28152170/BARCELONA13063","CAPTIVE","M","Fibro","Nanger Dama Mhorr A171","Nan_Dam_8",NA,NA,"CR","Mammalia","A171","I_A171",1,FALSE,TRUE,NA,"Nan_Dam",NA,FALSE,TRUE,FALSE,FALSE,1,"02/09/21","Nanger Dama","MIG12-28152170","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae",NA,NA,NA,"Primary",NA,"Nan_Dam_9",NA,NA,"CR","Mammalia","A215","I_A215",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"17/11/21","Nanger dama mhorr","13640/ZIMS?","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH22-06087","CAPTIVE",NA,"Primary",NA,"Nan_Dam_10",NA,NA,"CR","Mammalia","A334","I_A334",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"03/06/2022","Nanger dama","QGH22-06087","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH22-06088","CAPTIVE","F","Primary",NA,"Nan_Dam_11",NA,NA,"CR","Mammalia","A335","I_A335",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"03/06/2022","Nanger dama","QGH22-06088","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29854099/MADRID Z / GAD26","CAPTIVE","F","Primary",NA,"Nan_Dam_12",NA,NA,"CR","Mammalia","A393","I_A393",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"14/09/2022","Nanger Dama","MIG12-29854099/MADRID Z / GAD26","Zoo Madrid"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH16-04153/barcelona/12778","CAPTIVE","F","Primary",NA,"Nan_Dam_13",NA,NA,"CR","Mammalia","A397","I_A397",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"23/09/2022","Nanger Dama mhorr","QGH16-04153/barcelona/12778","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH17-04511/barcelona/12963","CAPTIVE","F","Primary",NA,"Nan_Dam_14",NA,NA,"CR","Mammalia","A398","I_A398",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"23/09/2022","Nanger Dama mhorr","QGH17-04511/barcelona/12963","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae",NA,NA,NA,"Fibro","Nanger Dama Mhorr A9","Nan_Dam_15","L-AD9",NA,"CR","Mammalia","A9","I_A9",1,FALSE,TRUE,NA,"Nan_Dam",NA,TRUE,TRUE,FALSE,FALSE,1,"26/11/2019","Nanger Dama Mhorr","10500/25402188","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MIG12-29320182/ BARCELONA / 11263","CAPTIVE","F","Primary",NA,"Nan_Dam_16",NA,NA,"CR","Mammalia","A447","I_A447",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"24/02/2023","Nanger dama mhorr","MIG12-29320182","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","ALM20-00023/: ELCHE SAF / 1789","CAPTIVE","F","Fibro",NA,"Nan_Dam_17",NA,NA,"CR","Mammalia","A468","I_A468",1,FALSE,TRUE,NA,"Nan_Dam",NA,TRUE,FALSE,TRUE,FALSE,1,"20/06/2023","Nanger dama","ALM20-00023","Zoo Rio Safari Elche"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH24-06588/: BARCELONA / 14463","CAPTIVE","U","Fibro",NA,"Nan_Dam_18","ABA23461","BB1572","CR","Mammalia","A544","I_A544",1,FALSE,TRUE,NA,"Nan_Dam",NA,TRUE,FALSE,TRUE,FALSE,1,"16/5/2024","Nanger dama","QGH24-06588/: BARCELONA / 14463","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH17-04511 / BARCELONA / 12963",NA,NA,"Fibro",NA,"Nan_Dam_19","ABA23417","BB5587","CR","Mammalia","A599","I_A599",1,FALSE,TRUE,NA,"Nan_Dam",NA,TRUE,FALSE,TRUE,FALSE,1,"16/10/2024","Nanger dama mhorr","QGH17-04511 / BARCELONA / 12963","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","MLJ16-01181/MADRID Z / GAD43","CAPTIVE","F","Fibro",NA,"Nan_Dam_20",NA,NA,"CR","Mammalia","A632","I_A632",1,FALSE,TRUE,NA,"Nan_Dam",NA,FALSE,FALSE,TRUE,FALSE,1,"23/1/2025","Nanger dama mhorr","MLJ16-01181/MADRID Z / GAD43","Zoo Madrid"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH25-07517 / BARCELONA / 15325","CAPTIVE","U","Primary",NA,"Nan_Dam_21",NA,NA,"CR","Mammalia","A680","I_A680",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"24/4/2025","Nanger dama","QGH25-07517 / BARCELONA / 15325","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH16-04260 / BARCELONA / 12876","CAPTIVE","F","Primary",NA,"Nan_Dam_22",NA,NA,"CR","Mammalia","A718","I_A718",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"4/9/2025","Nanger dama mhorr","QGH16-04260 / BARCELONA / 12876","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH16-04019 / BARCELONA / 12685","CAPTIVE","F","Primary",NA,"Nan_Dam_23",NA,NA,"CR","Mammalia","A724","I_A724",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"18/9/2025","Nanger dama mhorr","QGH16-04019 / BARCELONA / 12685","Zoo Barcelona"
"Nanger dama mhorr","Nanger dama","mhorr","Mhorr Gazelle","Bovidae","QGH26-08181/ BARCELONA / 15962","CAPTIVE","F","Primary",NA,"Nan_Dam_24",NA,NA,"CR","Mammalia","A801","I_A801",1,FALSE,FALSE,NA,"Nan_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"21/4/2026","Nanger dama mhorr","QGH26-08181/ BARCELONA / 15962","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435084/BARCELONA11047","CAPTIVE","M","Fibro","Gazella Dorcas A18","Gaz_Dor_1","L-AD18","BB5623","VU","Mammalia","A18","I_A18",1,FALSE,TRUE,NA,"Gaz_Dor",NA,FALSE,TRUE,TRUE,FALSE,1,"6/12/2020","Gazela dorcas","MIG12-29435084/11047","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","WKP15-00424/BARCELONA13589","CAPTIVE","M","Fibro","Gazella Dorcas A148","Gaz_Dor_2",NA,NA,"VU","Mammalia","A148","I_A148",1,FALSE,TRUE,NA,"Gaz_Dor","https://www.iucnredlist.org/species/8969/50186334",FALSE,TRUE,FALSE,FALSE,1,"02/07/21","Gacela dorcas","WKP15-00424/ BARCELONA / 13589","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","FRW18-00814/JEREZ / GDO333","CAPTIVE","F","Primary",NA,"Gaz_Dor_3",NA,NA,"VU","Mammalia","A96","I_A96",1,FALSE,FALSE,NA,"Gaz_Dor","https://animaldiversity.org/accounts/Gazella_dorcas/",FALSE,FALSE,FALSE,FALSE,1,"24/03/21","Gazella dorcas osiris","GDO333","Zoo Jerez"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH16-04140","CAPTIVE","M","Fibro",NA,"Gaz_Dor_4",NA,NA,"VU","Mammalia","A283","I_A283",1,FALSE,TRUE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"11/03/2022","Gazella dorcas","QGH16-04140","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435079","CAPTIVE","F","Fibro",NA,"Gaz_Dor_5","L-AD21",NA,"VU","Mammalia","A21","I_A21",1,FALSE,TRUE,NA,"Gaz_Dor",NA,TRUE,FALSE,FALSE,FALSE,1,"7/8/2020","Gazela Dorcas","MIG12-29435079/BARCELONA / 10606","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH18-04728/BARCELONA / 13096","CAPTIVE","M","Fibro","Gazella Dorcas A167","Gaz_Dor_6",NA,NA,"VU","Mammalia","A167","I_A167",1,FALSE,TRUE,NA,"Gaz_Dor",NA,FALSE,TRUE,FALSE,FALSE,1,"19/08/10","Gacela Dorcas","29435071/BARCELONA / 13096","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH2306333-IA","CAPTIVE","U","Primary",NA,"Gaz_Dor_7",NA,NA,"VU","Mammalia","A456","I_A456",1,FALSE,FALSE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"21/04/2023","Gazella dorcas","QGH2306333-IA","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH23-06339/BARCELONA / 14280","CAPTIVE","F","Fibro",NA,"Gaz_Dor_8",NA,NA,"VU","Mammalia","A465","I_A465",1,FALSE,TRUE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"19/06/2023","Gazela dorcas","QGH23-06339","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae",NA,NA,NA,"Fibro",NA,"Gaz_Dor_9",NA,NA,"VU","Mammalia","A523","I_A523",1,FALSE,TRUE,NA,"Gaz_Dor",NA,TRUE,FALSE,TRUE,FALSE,1,"14/2/2024","Gazella dorcas osiris","1767916/BARCELONA / 5340","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435068 / BARCELONA / 11110","CAPTIVE","F","Fibro",NA,"Gaz_Dor_10","A589_1",NA,"VU","Mammalia","A589","I_A589",1,FALSE,TRUE,NA,"Gaz_Dor",NA,TRUE,FALSE,FALSE,FALSE,1,"16/9/2024","Gazella dorcas osiris","MIG12-29435068 / BARCELONA / 11110","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","MIG12-29435074/BARCELONA / 10897","CAPTIVE","F","Fibro",NA,"Gaz_Dor_11",NA,NA,"VU","Mammalia","A691","I_A691",1,FALSE,TRUE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"14/5/2025","Gazella dorcas osiris","MIG12-29435074/BARCELONA / 10897","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH17-04698/BARCELONA / 13077","CAPTIVE","F","Primary",NA,"Gaz_Dor_12",NA,NA,"VU","Mammalia","A783","I_A783",1,FALSE,FALSE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"3/3/2026","Gazella dorcas","QGH17-04698/BARCELONA / 13077","Zoo Barcelona"
"Gazella dorcas","Gazella dorcas",NA,"Dorcas Gazelle","Bovidae","QGH17-04513/ BARCELONA / 12965","CAPTIVE","F","Primary",NA,"Gaz_Dor_13",NA,NA,"VU","Mammalia","A798","I_A798",1,FALSE,FALSE,NA,"Gaz_Dor",NA,FALSE,FALSE,FALSE,FALSE,1,"15/4/2026","Gazella dorcas","QGH17-04513/ BARCELONA / 12965","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH21-05797","CAPTIVE","U","Primary",NA,"Aep_Mel_1",NA,NA,"LC","Mammalia","A166","I_A166",1,FALSE,FALSE,NA,"Aep_Mel",NA,FALSE,FALSE,FALSE,FALSE,1,"10/08/10","Aepyceros Melampus (Impala)","QGH21-05797","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH20-05395","CAPTIVE","M","Fibro",NA,"Aep_Mel_2",NA,NA,"LC","Mammalia","A280","I_A280",1,FALSE,TRUE,NA,"Aep_Mel","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9897",FALSE,FALSE,FALSE,FALSE,1,"05/03/22","Aepyceros melampus petersi (Impala)","QGH20-05395","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH19-05174/BARCELONA13498","CAPTIVE","M","Fibro",NA,"Aep_Mel_3","ABA23453","BB1567","LC","Mammalia","A67","I_A67",1,FALSE,TRUE,NA,"Aep_Mel","https://www.iucnredlist.org/species/550/50180828",TRUE,TRUE,TRUE,FALSE,1,"18/11/20","Impala","QGH19-05174/13498","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH19-05221/BARCELONA13544","CAPTIVE","F","Fibro","Aepyceros melampus A129","Aep_Mel_4",NA,NA,"LC","Mammalia","A129","I_A129",1,FALSE,TRUE,NA,"Aep_Mel","https://animaldiversity.org/accounts/Aepyceros_melampus/",FALSE,TRUE,FALSE,FALSE,1,"21/05/21","Aepyceros melampus petersi","QGH19-05221/ BARCELONA / 13544","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH21-05739/BARCELONA13905","CAPTIVE","U","Primary",NA,"Aep_Mel_5",NA,NA,"LC","Mammalia","A147","I_A147",1,FALSE,FALSE,NA,"Aep_Mel","https://costarica.inaturalist.org/taxa/120012-Aepyceros-melampus-petersi",FALSE,FALSE,FALSE,FALSE,1,"01/07/21","Aepyceros melampus","QGH21-05739/ BARCELONA / 13905","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH22-06136/BARCELONA / 14160","CAPTIVE","M","Fibro",NA,"Aep_Mel_6",NA,NA,"LC","Mammalia","A425","I_A425",1,FALSE,TRUE,NA,"Aep_Mel",NA,TRUE,FALSE,FALSE,FALSE,1,"23/11/2022","Aepyceros melampus","QGH22-06136/BARCELONA / 14160","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH18-04846/BARCELONA / 13168","CAPTIVE","F","Fibro",NA,"Aep_Mel_7","ABA20123","BB1588","LC","Mammalia","A583","I_A583",1,FALSE,TRUE,NA,"Aep_Mel",NA,TRUE,FALSE,TRUE,FALSE,1,"2/9/2024","Aepyceros melampus petersi","QGH18-04846 / BARCELONA / 13168","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH24-06755 / BARCELONA / 14616","CAPTIVE","F","Fibro",NA,"Aep_Mel_8",NA,NA,"LC","Mammalia","A588","I_A588",1,FALSE,TRUE,NA,"Aep_Mel",NA,TRUE,FALSE,FALSE,FALSE,1,"16/9/2024","Aepyceros melampus petersi","QGH24-06755 / BARCELONA / 14616","Zoo Barcelona"
"Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae",NA,"CAPTIVE","U","Primary",NA,"Aep_Mel_9",NA,NA,"LC","Mammalia","A839","I_A839",1,FALSE,FALSE,NA,"Aep_Mel",NA,FALSE,FALSE,FALSE,FALSE,1,"11/6/2026","Aepyceros melampus","QGH18-04894/BARCELONA / 13205","Bioparc València"
"Oryx gazella","Oryx gazella",NA,"Gemsbok","Bovidae","ORGA-02",NA,NA,"Fibro","Oryx gazele A78","Ory_Gaz_1","ABA23486","BB1576","LC","Mammalia","A78","I_A78",1,FALSE,TRUE,NA,"Ory_Gaz","https://www.iucnredlist.org/species/15573/166485425",TRUE,TRUE,TRUE,FALSE,1,"16/02/21","Oryx gazella","ORGA-02","Zoo Parque de la Naturaleza Cabarceno"
"Gazella cuvieri","Gazella cuvieri",NA,"Cuvier's Gazelle","Bovidae",NA,NA,NA,"Fibro",NA,"Gaz_Cuv_1","ABA20158","BB5624","VU","Mammalia","A79","I_A79",1,FALSE,TRUE,NA,"Gaz_Cuv","https://www.iucnredlist.org/species/8967/50186003",TRUE,FALSE,TRUE,FALSE,1,"16/02/21","Gazella cuvieri","Cuvier1","Zoo Parque de la Naturaleza Cabarceno"
"Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","17968259/BARCELONA6321","CAPTIVE","F","Fibro","Oryx dammah A169","Ory_Dam_1","ORGONE_21","BB5589","EW","Mammalia","A169","I_A169",1,TRUE,TRUE,NA,"Ory_Dam","https://www.iucnredlist.org/species/15568/50191470",TRUE,TRUE,TRUE,FALSE,1,"31/08/21","Oryx dammah","17968259","Zoo Barcelona"
"Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05339","CAPTIVE","F","Fibro",NA,"Ory_Dam_2","ABA23231","BB5590","EW","Mammalia","A245","I_A245",1,FALSE,TRUE,NA,"Ory_Dam","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59534",TRUE,TRUE,TRUE,FALSE,1,"10/1/22","oryx hembra","QGH20-05339/13648","Zoo Barcelona"
"Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05394","CAPTIVE","M","Primary",NA,"Ory_Dam_3",NA,NA,"EW","Mammalia","A246","I_A246",1,FALSE,FALSE,NA,"Ory_Dam","https://animaldiversity.org/accounts/Oryx_dammah/",FALSE,FALSE,FALSE,FALSE,1,"10/1/22","oryx","QGH20-05394/13692","Zoo Barcelona"
"Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","SVT16-02905/BARCELONA / 13281","CAPTIVE","M","Fibro",NA,"Ory_Dam_4",NA,NA,"EW","Mammalia","A777","I_A777",1,FALSE,TRUE,NA,"Ory_Dam",NA,FALSE,FALSE,FALSE,FALSE,1,"12/2/2026","Oryx dammah","SVT16-02905/BARCELONA / 13281","Zoo Barcelona"
"Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae",NA,NA,NA,"PBMc",NA,"Add_Nas_1",NA,NA,"CR","Mammalia","A201","I_A201",1,FALSE,TRUE,NA,"Add_Nas","https://www.iucnredlist.org/species/512/50180603",FALSE,FALSE,FALSE,FALSE,1,"29/10/21","Addax nasomaculatus","PC028","Zoo Parque de la Naturaleza Cabarceno"
"Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae","-",NA,NA,"PBMc",NA,"Add_Nas_2",NA,NA,"CR","Mammalia","A74","I_A74",1,FALSE,TRUE,NA,"Add_Nas","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",FALSE,FALSE,FALSE,FALSE,1,"05/02/21","Addax","MIG12-28734764/6040","Zoo Parque de la Naturaleza Cabarceno"
"Connochaetes taurinus","Connochaetes taurinus",NA,"Blue Wildebeest","Bovidae","19494545/BARCELONA9345","CAPTIVE","M","Fibro","Connochaetes taurinus A182","Con_Tau_1","ABA23484","BB1539","LC","Mammalia","A182","I_A182",1,FALSE,TRUE,NA,"Con_Tau","https://www.iucnredlist.org/species/5229/163322525",TRUE,TRUE,TRUE,FALSE,1,"28/09/21","Connochaetes taurinus","19494545","Zoo Barcelona"
"Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","MIG12-29654178/MADRID Z / NCB28","CAPTIVE","M","Fibro",NA,"Con_Gno_1","ABA23293",NA,"LC","Mammalia","A204","I_A204",1,FALSE,TRUE,NA,"Con_Gno","https://www.iucnredlist.org/species/5228/50184962",TRUE,FALSE,FALSE,FALSE,1,"4/11/21","Connochaetes gnou","MIG12-29654178","Zoo Madrid"
"Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","-",NA,NA,"PBMc",NA,"Con_Gno_2",NA,NA,"LC","Mammalia","A7","I_A7",1,FALSE,TRUE,NA,"Con_Gno","https://animaldiversity.org/accounts/Connochaetes_gnou/",FALSE,FALSE,FALSE,FALSE,1,"15/11/2019","Connochaetes gnou","QGH19-05277-IA/AP19-133","Zoo Barcelona"
"Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae","MIG12-28842211","CAPTIVE",NA,"Primary",NA,"Tra_Spe_1",NA,NA,"LC","Mammalia","A115","I_A115",1,FALSE,FALSE,NA,"Tra_Spe","https://www.iucnredlist.org/species/22050/115164901",FALSE,FALSE,FALSE,FALSE,1,"29/04/21","Tragelaphus spekii","MIG12-28842211","Aquarium de Madrid"
"Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae",NA,NA,NA,"Fibro",NA,"Tra_Spe_2",NA,NA,"LC","Mammalia","A221","I_A221",1,FALSE,TRUE,NA,"Tra_Spe","https://animaldiversity.org/accounts/Tragelaphus_spekii/",FALSE,FALSE,FALSE,FALSE,1,"01/12/21","Tragelaphus spekii","QGH16-04243","Zoo Madrid"
"Kobus leche","Kobus leche",NA,"Kobus leche","Bovidae","-",NA,NA,"PBMc",NA,"Kob_Lec_1",NA,NA,"NT","Mammalia","A136","I_A136",1,FALSE,TRUE,NA,"Kob_Lec","https://www.iucnredlist.org/species/11033/50189021",FALSE,FALSE,FALSE,FALSE,1,"10/06/21","Cobo lichi","CRAS 111/21","Zoo Parque de la Naturaleza Cabarceno"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","27918709/MADRID Z / BE19","CAPTIVE","F","Fibro","Bison bonasus A172","Bis_Bon_1","ABA20130","BB5561","NT","Mammalia","A172","I_A172",1,FALSE,TRUE,NA,"Bis_Bon","https://www.iucnredlist.org/species/2814/45156279",TRUE,TRUE,TRUE,FALSE,1,"07/09/21","Bisonte","27918709","Zoo Madrid"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","26854224","CAPTIVE","F","Fibro",NA,"Bis_Bon_2","ABA23232","BB5562","NT","Mammalia","A307","I_A307",1,FALSE,TRUE,NA,"Bis_Bon","https://animaldiversity.org/accounts/Bison_bonasus/",TRUE,FALSE,TRUE,TRUE,1,"06/05/2022","Bison Bonasus","26854224/: BARCELONA / 2123","Zoo Barcelona"
"Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","-",NA,NA,"PBMc",NA,"Bis_Bon_3",NA,NA,"NT","Mammalia","A137","I_A137",1,FALSE,TRUE,NA,"Bis_Bon","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=9902",FALSE,FALSE,FALSE,FALSE,1,"10/06/21","Bisonte","BI-37","Zoo Parque de la Naturaleza Cabarceno"
"Bison bison","Bison bison",NA,"American bison","Bovidae","27917966/MADRID Z / BA12","CAPTIVE","F","Primary",NA,"Bis_Bis_1",NA,NA,"NT","Mammalia","A497","I_A497",1,FALSE,FALSE,NA,"Bis_Bis","https://www.iucnredlist.org/species/2815/123789863",FALSE,FALSE,FALSE,FALSE,1,"13/09/2023","Bison bison-female","27917966/MADRID Z / BA12","Zoo Madrid"
"Bison bison","Bison bison",NA,"American bison","Bovidae","MIG12-29480582/MADRID Z / BA13","CAPTIVE","M","Primary",NA,"Bis_Bis_2",NA,NA,"NT","Mammalia","A498","I_A498",1,FALSE,FALSE,NA,"Bis_Bis",NA,FALSE,FALSE,FALSE,FALSE,1,"13/09/2023","Bison bison-male","MIG12-29480582/MADRID Z / BA13","Zoo Madrid"
