"x1","scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","type1","type2","type3","type4","karyotype","sample_id","line1","line2","line3","cell_barcode","cnag_id","x14","iucn","iPSC","status","superclass"
"3.0","Aepyceros melampus","Aepyceros melampus",NA,"Impala","Bovidae","QGH22-06136/BARCELONA / 14160","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A425","A425",NA,NA,"*A425*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"4.0","Oryx gazella","Oryx gazella",NA,"Gemsbok","Bovidae","ORGA-02",NA,NA,"Fibro","DNA","K",NA,NA,"Oryx gazele A78","A78","A78",NA,NA,"*A78*",NA,"https://www.iucnredlist.org/species/15573/166485425","LC",FALSE,TRUE,"Mammalia"
"5.0","Gazella cuvieri","Gazella cuvieri",NA,"Cuvier's Gazelle","Bovidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A79","A79",NA,NA,"*A79*",NA,"https://www.iucnredlist.org/species/8967/50186003","VU",FALSE,TRUE,"Mammalia"
"5.0","Gazella cuvieri","Gazella cuvieri",NA,"Cuvier's Gazelle","Bovidae","-",NA,NA,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=69301","VU",FALSE,FALSE,"Mammalia"
"6.0","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","17968259/BARCELONA6321","CAPTIVE","M","Fibro","K","RNA","SEQ","iPSC","Oryx dammah A169","A169","A169",NA,NA,"*A169*","ORGONE_21","https://www.iucnredlist.org/species/15568/50191470","EW",TRUE,TRUE,"Mammalia"
"6.0","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05339","CAPTIVE","F","Fibro","RNA",NA,NA,NA,NA,"A245","A245",NA,NA,"*A245*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=59534","EW",FALSE,TRUE,"Mammalia"
"6.0","Oryx dammah","Oryx dammah",NA,"Scimitar-horned Oryx","Bovidae","QGH20-05394","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A246","A246",NA,NA,NA,NA,"https://animaldiversity.org/accounts/Oryx_dammah/","EW",FALSE,FALSE,"Mammalia"
"7.0","Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae",NA,NA,NA,"PBMc",NA,NA,NA,NA,NA,"A201","A201",NA,NA,"*A201*",NA,"https://www.iucnredlist.org/species/512/50180603","CR",FALSE,TRUE,"Mammalia"
"7.0","Addax nasomaculatus","Addax nasomaculatus",NA,"Addax","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A74","A74",NA,NA,"*A74*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","CR",FALSE,TRUE,"Mammalia"
"8.0","Connochaetes taurinus","Connochaetes taurinus",NA,"Blue Wildebeest","Bovidae","19494545/BARCELONA9345","CAPTIVE","M","Fibro","K",NA,NA,NA,"Connochaetes taurinus A182","A182","A182",NA,NA,"*A182*",NA,"https://www.iucnredlist.org/species/5229/163322525","LC",FALSE,TRUE,"Mammalia"
"9.0","Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","MIG12-29654178/MADRID Z / NCB28","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A204","A204",NA,NA,"*A204*",NA,"https://www.iucnredlist.org/species/5228/50184962","LC",FALSE,TRUE,"Mammalia"
"9.0","Connochaetes gnou","Connochaetes gnou",NA,"Black Wildebeest","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A7","A7",NA,NA,"*A7*",NA,"https://animaldiversity.org/accounts/Connochaetes_gnou/","LC",FALSE,TRUE,"Mammalia"
"10.0","Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae","MIG12-28842211","CAPTIVE",NA,"Fibro",NA,NA,NA,NA,NA,"A115","A115",NA,NA,NA,NA,"https://www.iucnredlist.org/species/22050/115164901","LC",FALSE,TRUE,"Mammalia"
"10.0","Tragelaphus spekii","Tragelaphus spekii",NA,"Sitatunga","Bovidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A221","A221",NA,NA,"*A221*",NA,"https://animaldiversity.org/accounts/Tragelaphus_spekii/","LC",FALSE,FALSE,"Mammalia"
"11.0","Kobus leche","Kobus leche",NA,"Kobus leche","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A136","A136",NA,NA,"*A136*",NA,"https://www.iucnredlist.org/species/11033/50189021","NT",FALSE,TRUE,"Mammalia"
"12.0","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","27918709/MADRID Z / BE19","CAPTIVE","F","Fibro","K",NA,NA,NA,"Bison bonasus A172","A172","A172",NA,NA,"*A172*",NA,"https://www.iucnredlist.org/species/2814/45156279","NT",FALSE,TRUE,"Mammalia"
"12.0","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","2.6854224E7","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A307","A307",NA,NA,"*A307*",NA,"https://animaldiversity.org/accounts/Bison_bonasus/","NT",FALSE,TRUE,"Mammalia"
"12.0","Bison bonasus","Bison bonasus",NA,"Bison","Bovidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A137","A137",NA,NA,"*A137*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=0&id=9902","NT",FALSE,TRUE,"Mammalia"
"13.0","Bison bison","Bison bison",NA,"American bison","Bovidae","27917966/MADRID Z / BA12","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A497","A497",NA,NA,NA,NA,"https://www.iucnredlist.org/species/2815/123789863","NT",FALSE,FALSE,"Mammalia"
"13.0","Bison bison","Bison bison",NA,"American bison","Bovidae","MIG12-29480582/MADRID Z / BA13","CAPTIVE","M","Primary",NA,NA,NA,NA,NA,"A498","A498",NA,NA,NA,NA,NA,"NT",FALSE,FALSE,"Mammalia"
"13.0","Bison bison","Bison bison",NA,"American bison","Bovidae","27921795/: MADRID Z / BA11","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A507","A507",NA,NA,NA,NA,NA,"NT",FALSE,TRUE,"Mammalia"
"14.0","Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","MIG12-28671173/BARCELONA / 11159","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A427","A427",NA,NA,"*A427*",NA,"https://animaldiversity.org/accounts/Tragelaphus_eurycerus/","NT",FALSE,TRUE,"Mammalia"
"14.0","Tragelaphus eurycerus","Tragelaphus eurycerus",NA,"Bongo","Bovidae","QGH19-05305/BARCELONA / 13622","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A146","A146",NA,NA,NA,NA,NA,"NT",FALSE,FALSE,"Mammalia"
"15.0","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05470-IA","-","M","Fibro","DNA",NA,NA,NA,NA,"A45","A45",NA,NA,"*A45*",NA,"https://www.iucnredlist.org/species/1151/3288917","VU",FALSE,TRUE,"Mammalia"
"15.0","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05466","CAPTIVE","U","Primary",NA,NA,NA,NA,NA,"A44","A44",NA,NA,"*A44*",NA,"https://animaldiversity.org/accounts/Ammotragus_lervia/","VU",FALSE,FALSE,"Mammalia"
"15.0","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05469-IA","-","M","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A46","A46","A46",NA,NA,"*A46*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9899","VU",FALSE,TRUE,"Mammalia"
"15.0","Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH21-05618","-","U","Fibro","DNA","K",NA,NA,"Ammotragus lervia fassini A94","A94","A94",NA,NA,"*A94*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"16.0","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05906-IA","-","F","Fibro",NA,NA,NA,NA,NA,"A262","A262",NA,NA,"*A262*",NA,NA,"NA",FALSE,TRUE,"Mammalia"
"16.0","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05914","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A270","A270",NA,NA,"*A270*",NA,NA,"NA",FALSE,TRUE,"Mammalia"
"16.0","Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH12-00146","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A366","A366",NA,NA,NA,NA,NA,"NA",FALSE,FALSE,"Mammalia"
"17.0","Capra pyrenaica hispanica","Capra pyrenaica","hispanica","Spanish ibex","Bovidae","VCF19-03044/ADRID Z / CAH18","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A470","A470",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"18.0","Beatragus hunteri","Beatragus hunteri",NA,"Hirola","Bovidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A374","A374",NA,NA,"*A374*",NA,"https://www.iucnredlist.org/species/6234/50185297","CR",FALSE,TRUE,"Mammalia"
"19.0","Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917608/MADRID Z / Y12","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A424","A424",NA,NA,"*A424*",NA,"https://www.iucnredlist.org/species/2892/101293528","VU",FALSE,TRUE,"Mammalia"
"19.0","Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917621/MADRID Z / Y13","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A495","A495",NA,NA,NA,NA,NA,"VU",FALSE,TRUE,"Mammalia"
"20.0","Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","2791786/MADRID Z / MUF30","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A471","A471",NA,NA,NA,NA,NA,"NA",FALSE,TRUE,"Mammalia"
"20.0","Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","27917788/ MADRID Z / MUF45","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A474","A474",NA,NA,NA,NA,NA,"NA",FALSE,TRUE,"Mammalia"
"20.0","Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","26633923/ BARCELONA / 10437","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A511","A511",NA,NA,NA,NA,NA,"NA",FALSE,TRUE,"Mammalia"
"21.0","Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480586/MADRID Z / RE81","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A208","A208",NA,NA,"*A208*",NA,"https://www.iucnredlist.org/species/29742/22167140","VU",FALSE,TRUE,"Mammalia"
"21.0","Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480614/: MADRID Z / RE89","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A475","A475",NA,NA,NA,NA,"https://animaldiversity.org/accounts/Rangifer_tarandus/","VU",FALSE,TRUE,"Mammalia"
"21.0","Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","WKP19-01709/: MADRID Z / RE106","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A493","A493",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=86327&lvl=3&lin=f&keep=1&srchmode=1&unlock","VU",FALSE,TRUE,"Mammalia"
"22.0","Axis axis","Axis axis",NA,"Spotted deer","Cervidae","QGH14-02142","-","F","Fibro",NA,NA,NA,NA,NA,"A239","A239",NA,NA,"*A239*",NA,"https://www.iucnredlist.org/species/41783/22158006","LC",FALSE,TRUE,"Mammalia"
"23.0","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","23574543/BARCELONA255","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A271","A271",NA,NA,"*A271*",NA,"https://www.iucnredlist.org/species/7121/22159785","EW",FALSE,TRUE,"Mammalia"
"23.0","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-28066865/BARCELONA / 10882","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A382","A382",NA,NA,"*A382*",NA,"https://animaldiversity.org/accounts/Elaphurus_davidianus/","EW",FALSE,TRUE,"Mammalia"
"23.0","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-29480578/MADRID Z / CP15","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A418","A418",NA,NA,"*A418*",NA,NA,"EW",FALSE,TRUE,"Mammalia"
"23.0","Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","WKP19-01706/MADRID Z / CP33","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A482","A482",NA,NA,NA,NA,NA,"EW",FALSE,TRUE,"Mammalia"
"24.0","Dama dama","Dama dama",NA,"Fallow deer","Cervidae","MIG12-29480644/MADRID Z / GAM53","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A284","A284",NA,NA,"*A284*",NA,"https://www.iucnredlist.org/species/42188/10656554","LC",FALSE,TRUE,"Mammalia"
"25.0","Muntiacus reevesi","Muntiacus reevesi",NA,"Muntiacus reevesi","Cervidae","WKP13-00240/MADRID Z / MU9","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A446","A446",NA,NA,"*A446*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"26.0","Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","ELCHE SAF / 1397","CAPTIVE","F","Fibro","DNA","K","",NA,"Giraffa camelopardalis  A48","A48","A48",NA,NA,"*A48*",NA,"https://www.iucnredlist.org/species/9194/136266699","VU",FALSE,TRUE,"Mammalia"
"26.0","Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","-",NA,NA,"Fibro","K","DNA","SEQ",NA,"Giraffa camelopardalis A12","A12","A12",NA,NA,"*A12*",NA,"https://animaldiversity.org/accounts/Giraffa_camelopardalis/","VU",FALSE,TRUE,"Mammalia"
"27.0","Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,"Pygmi Hippopotamus","Hippopotamidae","8759764.0","CAPTIVE","F","Fibro","DNA","K",NA,NA,"Choeropsis liberiensis A37","A37","A37",NA,NA,"*A37*",NA,"https://www.iucnredlist.org/species/10032/18567171","EN",FALSE,TRUE,"Mammalia"
"28.0","Hippopotamus amphibius","Hippopotamus amphibius",NA,"Hippopotamus","Hippopotamidae","MIG12-10970252/BIOPARCVA / V08358","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A504","A504",NA,NA,NA,NA,"https://www.iucnredlist.org/species/10103/18567364","VU",FALSE,TRUE,"Mammalia"
"29.0","Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","MIG12-28066788/BARCELONA / 8336","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A143","A143",NA,NA,"*A143*",NA,"https://www.iucnredlist.org/species/63543/12689285","CR",FALSE,TRUE,"Mammalia"
"29.0","Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","22395398/22395398","UNKNOWN","F","Fibro",NA,NA,NA,NA,NA,"A514","A514",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=info&id=9837","CR",FALSE,TRUE,"Mammalia"
"30.0","Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","17963810/BARCELONA / 5541","CAPTIVE","F","Fibro",NA,NA,NA,NA,NA,"A168","A168",NA,NA,"*A168*",NA,"https://www.iucnredlist.org/species/11186/18540211","LC",FALSE,TRUE,"Mammalia"
"30.0","Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A31","A31",NA,NA,"*A31*",NA,"https://animaldiversity.org/accounts/Lama_guanicoe/","LC",FALSE,TRUE,"Mammalia"
"30.0","Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","18263842/BARCELONA / 9576","CAPTIVE","F","Primary",NA,NA,NA,NA,NA,"A429","A429",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=273910","LC",FALSE,FALSE,"Mammalia"
"31.0","Sus scrofa","Sus scrofa",NA,"Wild boar","Suidae","27918154/MADRID Z / JB24","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A159","A159",NA,NA,NA,NA,NA,"LC",FALSE,TRUE,"Mammalia"
"32.0","Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-29239592/BARCELONA / 11035","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A288","A288",NA,NA,"*A288*",NA,"https://www.iucnredlist.org/species/41768/109669842","LC",FALSE,TRUE,"Mammalia"
"32.0","Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958 / 10958","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A289","A289",NA,NA,"*A289*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"32.0","Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-28621074","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A247","A247",NA,NA,"*A247*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"32.0","Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A423","A423",NA,NA,"*A423*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"33.0","Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806139","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A348","A348",NA,NA,"*A348*",NA,"https://www.iucnredlist.org/species/41771/100469961","LC",FALSE,TRUE,"Mammalia"
"33.0","Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806138/MADRID Z / POT6","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A448","A448",NA,NA,"*A448*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"34.0","Tursiops truncatus","Tursiops truncatus",NA,"Bottlenose dolphin","Delphinidae","MIG12-30088917","WILD","F","Fibro","K","DNA","SEQ",NA,"Tursiops truncatus A4","A4","A4",NA,NA,"*A4*",NA,"https://www.iucnredlist.org/species/22563/156932432","LC",FALSE,TRUE,"Mammalia"
"35.0","Delphinapterus leucas","Delphinapterus leucas",NA,"Beluga Whale","Monodontidae",NA,NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A304","A304",NA,NA,"*A304*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"36.0","Megaptera novaeangliae","Megaptera novaeangliae",NA,"Humpback Whale","Balaenopteridae","-","WILD",NA,"Fibro","DNA",NA,NA,NA,NA,"A331","A331",NA,NA,"*A331*",NA,NA,"LC",FALSE,TRUE,"Mammalia"
"37.0","Delphinus delphis","Delphinus delphis",NA,"Common Dolphin","Delphinidae","-","WILD",NA,"Primary",NA,NA,NA,NA,NA,"A343","A343",NA,NA,"*A343*",NA,NA,"LC",FALSE,FALSE,"Mammalia"
"38.0","Equus quagga","Equus quagga",NA,"Chapman's zebra","Equidae","QGH16-04272","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A260","A260",NA,NA,NA,NA,"https://www.iucnredlist.org/species/41013/45172424","NT",FALSE,TRUE,"Mammalia"
"38.0","Equus quagga","Equus quagga",NA,"Chapman's zebra","Equidae",NA,NA,NA,"Fibro","K","DNA","RNA","SEQ","Equus burchelli chapmanni A15","A15","A15",NA,NA,"*A15*",NA,"https://animaldiversity.org/accounts/Equus_burchellii/","NT",FALSE,TRUE,"Mammalia"
"39.0","Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","CGM23-01560/PARQNATUR / 1664","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,"A485","A485",NA,NA,NA,NA,NA,"NT",FALSE,FALSE,"Mammalia"
"40.0","Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A62","A62",NA,NA,"*A62*",NA,NA,"NT",FALSE,TRUE,"Mammalia"
"40.0","Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,NA,NA,NA,NA,"A63","A63",NA,NA,"*A63*",NA,NA,"NT",FALSE,TRUE,"Mammalia"
"41.0","Equus caballus przewalskii","Equus caballus","przewalskii","Przewalski's horse","Equidae","MQH17-01033/JEREZ / CP13","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A308","A308",NA,NA,"*A308*",NA,"https://www.iucnredlist.org/species/41763/97204950","EN",FALSE,TRUE,"Mammalia"
"42.0","Equus caballus","Equus caballus",NA,"Horse (domestic)","Equidae","27919177/MADRID Z / CMIN1","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A489","A489",NA,NA,NA,NA,NA,"EN",FALSE,TRUE,"Mammalia"
"43.0","Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","-","CAPTIVE",NA,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://animaldiversity.org/accounts/Ceratotherium_simum/","NT",FALSE,FALSE,"Mammalia"
"43.0","Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","MIG12-28325736/ BARCELONA / 8556","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A501","A501",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9807","NT",FALSE,TRUE,"Mammalia"
"43.0","Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","19119884/BIOPARCVA / V07018","CAPTIVE","M","Fibro","RNA",NA,NA,NA,NA,"A506","A506",NA,NA,NA,NA,NA,"NT",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","QGH16-04155/12780",NA,NA,"Fibro","DNA","RNA","SEQ",NA,NA,"A14","A14",NA,NA,"*A14*",NA,"https://www.iucnredlist.org/species/15951/115130419","VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","2.7181719E7","CAPTIVE","F","Fibro","K","DNA",NA,NA,"Panthera Leo A65","A65/A238","A65","A238",NA,"*A65
A238*",NA,"https://animaldiversity.org/accounts/Panthera_leo/","VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","MIG12-29591105","CAPTIVE","M","Fibro","K","DNA","SEQ",NA,"Panthera Leo A10","A10","A10",NA,NA,"*A10*",NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi","VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","26384182/BARCELONA / 8891",NA,NA,"Fibro","K","DNA","RNA","SEQ","Panthera Leo A13","A13","A13",NA,NA,"*A13*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","26130694/BARCELONA / 8939",NA,NA,"Fibro",NA,NA,NA,NA,NA,"A197","A197",NA,NA,"*A197*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","-",NA,NA,"Fibro","DNA",NA,NA,NA,NA,"A296","A296",NA,NA,"*A296*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06264/BARCELONA / 13976","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A416","A416",NA,NA,"*A416*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"44.0","Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06265/:BARCELONA / 13977","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A417","A417",NA,NA,"*A417*",NA,NA,"VU",FALSE,TRUE,"Mammalia"
"45.0","Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00248/BARCELONA / 13814","CAPTIVE","F","Fibro","K","DNA",NA,NA,"Panthera Onca A109","A217/A321/A109","A217","A321","A109","*A217/A321/A109*",NA,"https://www.iucnredlist.org/species/15953/123791436","NT",FALSE,TRUE,"Mammalia"
"45.0","Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","K","DNA",NA,NA,"Panthera Onca A32","A32","A32",NA,NA,"*A32*",NA,"https://animaldiversity.org/accounts/Panthera_onca/","NT",FALSE,TRUE,"Mammalia"
"45.0","Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Primary",NA,NA,NA,NA,NA,"A33","A33",NA,NA,NA,NA,"https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9690&lvl=3&lin=f&keep=1&srchmode=1&unlock","NT",FALSE,FALSE,"Mammalia"
"45.0","Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","DNA","K",NA,NA,"Panthera Onca A72","A72","A72",NA,NA,"*A72*",NA,NA,"NT",FALSE,TRUE,"Mammalia"
"45.0","Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00249/ELCHE SAF / 1813","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A403","A403",NA,NA,"*A403*",NA,NA,"NT",FALSE,TRUE,"Mammalia"
"46.0","Panthera pardus kotiya","Panthera pardus","kotiya","Leopard","Felidae","27767571/BARCELONA / 10859","CAPTIVE","M","Fibro",NA,NA,NA,NA,NA,"A205","A205",NA,NA,"*A205*",NA,"https://www.iucnredlist.org/species/15954/163991139","VU",FALSE,TRUE,"Mammalia"
"47.0","Leopardus pardalis","Leopardus pardalis",NA,"Ocelot","Felidae","16917308/JEREZ / OCE2","CAPTIVE","F","Fibro","DNA",NA,NA,NA,NA,"A95","A95",NA,NA,"*A95*",NA,"https://www.iucnredlist.org/species/11509/97212355","NT",FALSE,TRUE,"Mammalia"
"48.0","Panthera pardus saxicolor","Panthera pardus","saxicolor","Persian leopard","Felidae","MIG12-28195752MADRID Z / LE24","CAPTIVE","M","Fibro","DNA",NA,NA,NA,NA,"A365","A365",NA,NA,"*A365*",NA,"https://www.iucnredlist.org/species/15954/163991139","VU",FALSE,TRUE,"Mammalia"
"49.0","Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","MIG12-29901177/ MADRID Z / TBL8","CAPTIVE","F","Fibro","DNA","RNA",NA,NA,NA,"A439","A439",NA,NA,"*A439*",NA,"https://www.iucnredlist.org/species/15955/214862019","EN",FALSE,TRUE,"Mammalia"
"49.0","Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","QRD10-00370/MADRID Z / TBL6","CAPTIVE","M","Fibro","DNA","RNA",NA,NA,NA,"A462","A462",NA,NA,NA,NA,NA,"EN",FALSE,TRUE,"Mammalia"
