"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","link","dna","karyo","rna","seq"
"Mustela lutreola novikovi","Mustela lutreola","novikovi","European mink","Mustelidae","THV16-02170/MADRID Z / V11","CAPTIVE","F","Fibro",NA,"Mus_Lut_1","A422",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Mus_Lut","https://www.iucnredlist.org/species/14018/45199861",TRUE,FALSE,FALSE,FALSE
"Pteronura brasiliensis","Pteronura brasiliensis",NA,"Giant otter","Mustelidae","JQH12-04082/MADRID Z / NA5","CAPTIVE","F","Fibro",NA,"Pte_Bra_1","A440",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pte_Bra",NA,FALSE,FALSE,FALSE,FALSE
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","27920570/MADRID Z / LMA29","UNKNOWN","F","Fibro","Otaria byronia A164","Ota_Byr_1","A164",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Ota_Byr","https://www.iucnredlist.org/species/41665/61948292",FALSE,TRUE,FALSE,FALSE
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","MIG12-29480708/ID: MADRID Z / LMA38","CAPTIVE","F","Fibro",NA,"Ota_Byr_2","A236",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Ota_Byr","https://animaldiversity.org/accounts/Otaria_flavescens/",FALSE,FALSE,FALSE,FALSE
"Otaria byronia","Otaria byronia",NA,"South American Sea Lion","Otariidae","-",NA,NA,"Fibro",NA,"Ota_Byr_3","A414",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Ota_Byr","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",TRUE,FALSE,FALSE,FALSE
"Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","QGH12-00115","CAPTIVE","F","Fibro",NA,"Zal_Cal_1","A345",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Zal_Cal","https://www.iucnredlist.org/species/41666/45230310",TRUE,FALSE,FALSE,FALSE
"Zalophus californianus","Zalophus californianus",NA,"California sea lion","Otariidae","8371086/ BARCELONA / 7436","CAPTIVE","F","Primary",NA,"Zal_Cal_2",NA,NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Zal_Cal",NA,FALSE,FALSE,FALSE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","MIG12-28842317/MADRID Z / SUR43","CAPTIVE","M","Fibro","Suricata suricatta A195","Sur_Sur_1","A195",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,TRUE,TRUE,FALSE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","FMK17-00003/MUNDOMAR / 900110000208348","CAPTIVE","F","Fibro",NA,"Sur_Sur_2","A375",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,TRUE,FALSE,TRUE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH12-00163/BARCELONA / 11592","CAPTIVE","F","Fibro",NA,"Sur_Sur_3","A258?",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,FALSE,FALSE,FALSE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH13-01121/BARCELONA / 11916","CAPTIVE","F","Fibro",NA,"Sur_Sur_4","A259?",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,FALSE,FALSE,FALSE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH23-06410/ BARCELONA / 14320","CAPTIVE","F","Fibro",NA,"Sur_Sur_5","A476",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,TRUE,FALSE,FALSE,FALSE
"Suricata suricatta","Suricata suricatta",NA,"Meerkat","Herpestidae","QGH24-06533/BARCELONA / 14420","CAPTIVE","M","Fibro",NA,"Sur_Sur_6","A524",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sur_Sur",NA,FALSE,FALSE,FALSE,FALSE
"Crocuta crocuta","Crocuta crocuta",NA,"Spotted hyena","Hyaenidae","MIG12-29918001","CAPTIVE","M","Fibro",NA,"Cro_Cro_1","A222",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Cro_Cro","https://www.iucnredlist.org/species/5674/45194782",FALSE,FALSE,FALSE,FALSE
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,"Ele_Max_1","A140",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ele_Max","https://www.iucnredlist.org/species/7140/45818198",FALSE,FALSE,FALSE,FALSE
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,"Ele_Max_2","A141",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ele_Max","https://animaldiversity.org/accounts/Elephas_maximus/",FALSE,FALSE,FALSE,FALSE
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"PBMc",NA,"Ele_Max_3","A142",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ele_Max","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9783&lvl=3&lin=f&keep=1&srchmode=1&unlock",FALSE,FALSE,FALSE,FALSE
"Elephas maximus","Elephas maximus",NA,"Asian Elephant","Elephantidae",NA,"CAPTIVE",NA,"Primary",NA,"Ele_Max_4","A275",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Ele_Max",NA,FALSE,FALSE,FALSE,FALSE
"Loxodonta africana","Loxodonta africana",NA,"African Savanna Elephant","Elephantidae",NA,"CAPTIVE",NA,"Fibro",NA,"Lox_Afr_1","A357",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Lox_Afr","https://www.iucnredlist.org/species/181008073/204401095",FALSE,FALSE,FALSE,FALSE
"Elephas maximus sumatranus","Elephas maximus","sumatranus","Sumatran elephant","Elephantidae","WKP23-02067/MADRID Z / EAS16","CAPTIVE",NA,"Fibro",NA,"Ele_Max_5","A491","A490",NA,NA,"EN","Mammalia",TRUE,FALSE,"Ele_Max",NA,FALSE,FALSE,FALSE,FALSE
"Eliomys quercinus","Eliomys quercinus",NA,"Garden Dormouse","Gliridae",NA,NA,NA,"Fibro","Eliomys quercinus A132","Eli_Que_1","A132",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Eli_Que","https://www.iucnredlist.org/species/7618/12835766",TRUE,TRUE,FALSE,FALSE
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","MIG12-28055016","CAPTIVE","M","Primary",NA,"Hyd_Hyd_1","A60",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Hyd_Hyd","https://www.iucnredlist.org/species/10300/22190005",FALSE,FALSE,FALSE,FALSE
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris",NA,"Capybara","Caviidae","DKL20-06414/BARCELONA / 13876","CAPTIVE","M","Fibro",NA,"Hyd_Hyd_2","A391",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Hyd_Hyd","https://animaldiversity.org/accounts/Hydrochoerus_hydrochaeris/",TRUE,FALSE,FALSE,FALSE
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","WKP21-01890/MADRID Z / MR177","CAPTIVE","M","Primary",NA,"Dol_Pat_1","A196",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Dol_Pat","https://www.iucnredlist.org/species/6785/22190337",FALSE,FALSE,FALSE,FALSE
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","23574609/JEREZ / MAR038","CAPTIVE","F","Fibro","Dolichotis patagonum A70","Dol_Pat_2","A70",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Dol_Pat","https://animaldiversity.org/accounts/Dolichotis_patagonum/",FALSE,TRUE,FALSE,FALSE
"Dolichotis patagonum","Dolichotis patagonum",NA,"Patagonian mara","Caviidae","-",NA,NA,"Fibro",NA,"Dol_Pat_3","A460",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Dol_Pat","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=29091&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,FALSE,TRUE,FALSE
"Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","MIG12-29239594","CAPTIVE","F","Fibro",NA,"Hys_Cri_1","A301",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Hys_Cri",NA,TRUE,FALSE,FALSE,FALSE
"Hystrix cristata","Hystrix cristata",NA,"Short-tailed porcupine","Hystricidae","17968565/BARCELONA / 6798","CAPTIVE","M","Fibro",NA,"Hys_Cri_2","A453",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Hys_Cri",NA,TRUE,FALSE,TRUE,FALSE
"Cynomys ludovicianus","Cynomys ludovicianus",NA,"Black-tailed prairie dog","Sciuridae","SQK18-04210/BARCELONA / 13749","CAPTIVE","M","Fibro",NA,"Cyn_Lud_1","A305",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Cyn_Lud","https://www.iucnredlist.org/species/6091/115080297",TRUE,FALSE,FALSE,FALSE
"Cricetomys gambianus","Cricetomys gambianus",NA,"Gambian giant pouched rat","Nesomyidae","TLJ15-00688/ BIOPARCVA / V15082","CAPTIVE","M","Primary",NA,"Cri_Gam_1","A333",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Cri_Gam",NA,FALSE,FALSE,FALSE,FALSE
"Oryctolagus cuniculus","Oryctolagus cuniculus",NA,"European rabbit","Leporidae",NA,NA,NA,"Primary",NA,"Ory_Cun_1","A121",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Ory_Cun","https://www.iucnredlist.org/species/41291/170619657",FALSE,FALSE,FALSE,FALSE
"Oryctolagus cuniculus ibicea","Oryctolagus cuniculus","ibicea","European rabbit","Leporidae",NA,NA,NA,"Fibro",NA,"Ory_Cun_2","A286",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Ory_Cun",NA,TRUE,FALSE,FALSE,FALSE
"Oryctolagus cuniculus ibicea","Oryctolagus cuniculus","ibicea","European rabbit","Leporidae","-",NA,NA,"Primary",NA,"Ory_Cun_3",NA,NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Ory_Cun",NA,FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH12-00003/11425","CAPTIVE","M","Primary",NA,"Not_Ruf_1","A276",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Not_Ruf",NA,FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","CGM20-00275/PARQNATUR / 389","CAPTIVE","M","Fibro",NA,"Not_Ruf_2","A459",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Not_Ruf","https://www.iucnredlist.org/species/40566/21953329",TRUE,FALSE,TRUE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH15-02472/BARCELONA / 12639","CAPTIVE","M","Fibro",NA,"Not_Ruf_3","A269",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Not_Ruf","https://animaldiversity.org/accounts/Macropus_rufogriseus/",FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","FRW15-00528/JEREZ / CA56","CAPTIVE","F","Fibro",NA,"Not_Ruf_4","A291",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Not_Ruf","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1960652&lvl=3&lin=f&keep=1&srchmode=1&unlock",FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","FRW15-00528/JEREZ / CA56","CAPTIVE","U","Fibro",NA,"Not_Ruf_5","A292",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Not_Ruf",NA,FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae",NA,"CAPTIVE",NA,"Primary",NA,"Not_Ruf_6","A97",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Not_Ruf",NA,FALSE,FALSE,FALSE,FALSE
"Notamacropus rufogriseus","Notamacropus rufogriseus",NA,"Red-necked Wallaby","Macropodidae","QGH17-04395/BARCELONA/12921","CAPTIVE","F","Fibro",NA,"Not_Ruf_7","A509",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Not_Ruf",NA,TRUE,FALSE,FALSE,FALSE
"Petrogale xanthopus","Petrogale xanthopus",NA,"Yellow-footed Rock Wallaby","Macropodidae","WKP21-01924/MADRID Z / WR48","CAPTIVE","M","Fibro","Petrogale xanthopus A160","Pet_Xan_1","A160",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Pet_Xan","https://www.iucnredlist.org/species/16750/21955455",FALSE,TRUE,FALSE,FALSE
"Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH12-00305 /BARCELONA / 11715","CAPTIVE","M","Fibro",NA,"Osp_Ruf_1","A355",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Osp_Ruf",NA,FALSE,FALSE,FALSE,FALSE
"Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH22-06164-IA","-","U","Fibro",NA,"Osp_Ruf_2","A384",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Osp_Ruf",NA,TRUE,FALSE,FALSE,FALSE
"Osphranter rufus","Osphranter rufus",NA,"Red kangaroo","Macropodidae","QGH23-06500/BARCELONA/14396",NA,"M","Fibro",NA,"Osp_Ruf_3","A510",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Osp_Ruf",NA,TRUE,FALSE,FALSE,FALSE
"Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH20-05335","CAPTIVE","M","Primary",NA,"Lem_Cat_1","A27",NA,NA,"AL1448","EN","Mammalia",FALSE,FALSE,"Lem_Cat","https://www.iucnredlist.org/species/11496/115565760",FALSE,FALSE,FALSE,FALSE
"Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH13-00741","CAPTIVE","M","Primary",NA,"Lem_Cat_2","A23",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Lem_Cat","https://animaldiversity.org/accounts/Lemur_catta/",FALSE,FALSE,FALSE,FALSE
"Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","QGH15-02282/ BARCELONA / 12431","CAPTIVE","M","Fibro",NA,"Lem_Cat_3","A390",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Lem_Cat","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",FALSE,FALSE,FALSE,FALSE
"Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","2792047/MADRID Z / LCAT24","CAPTIVE","M","Fibro",NA,"Lem_Cat_4","A494",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Lem_Cat",NA,FALSE,FALSE,FALSE,FALSE
"Lemur catta","Lemur catta",NA,"Ring-tailed Lemur","Lemuridae","17968768/MADRID Z / LCAT9","CAPTIVE","M","Primary",NA,"Lem_Cat_5","A505",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Lem_Cat",NA,FALSE,FALSE,FALSE,FALSE
"Eulemur fulvus","Eulemur fulvus",NA,"Common brown lemur","Lemuridae","27917539/LM12","CAPTIVE","F","Fibro","Eulemur fulvus A170","Eul_Ful_1","A170",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Eul_Ful","https://www.iucnredlist.org/species/8207/115562499",TRUE,TRUE,FALSE,TRUE
"Eulemur fulvus","Eulemur fulvus",NA,"Common brown lemur","Lemuridae","27921801/LM11","CAPTIVE","F","Fibro",NA,"Eul_Ful_2","A265",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Eul_Ful",NA,FALSE,FALSE,FALSE,FALSE
"Callithrix geoffroyi","Callithrix geoffroyi",NA,"Geoffroy’s Tufted-ear Marmoset","Callitrichidae","TGD16-00658/ JEREZ TG5","CAPTIVE","F","Fibro","Callithrix geoffroyi A81","Cal_Geo_1","A81",NA,NA,"AX8913","LC","Mammalia",TRUE,FALSE,"Cal_Geo","https://www.iucnredlist.org/species/3572/191701212",TRUE,TRUE,FALSE,TRUE
"Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","11295.0","CAPTIVE","M","Fibro","Saguinus imperator subgrisescens A76","Sag_Imp_1","A76","A127",NA,"AX8916","LC","Mammalia",TRUE,FALSE,"Sag_Imp","https://animaldiversity.org/accounts/Saguinus_imperator/",TRUE,TRUE,FALSE,TRUE
"Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","13040.0","CAPTIVE","M","Fibro","Saguinus imperator subgrisescens A77","Sag_Imp_2","A77",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sag_Imp","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=881951&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,TRUE,FALSE,FALSE
"Saguinus imperator subgrisescens","Saguinus imperator","subgrisescens","Bearded Emperor Tamarin","Cebidae","10860.0","CAPTIVE","F","Fibro","Saguinus imperator subgrisescens A130","Sag_Imp_3","A130",NA,NA,"AX8917","LC","Mammalia",TRUE,FALSE,"Sag_Imp",NA,TRUE,TRUE,FALSE,TRUE
"Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","FRW20-01066","CAPTIVE","U","Fibro",NA,"Sag_Oed_1","A90",NA,NA,"AX8914","CR","Mammalia",TRUE,FALSE,"Sag_Oed","https://www.iucnredlist.org/species/19823/192551067",TRUE,FALSE,FALSE,TRUE
"Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","QGH22-06121/BCN14151","CAPTIVE","U","Fibro",NA,"Sag_Oed_2","A350",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Sag_Oed","https://animaldiversity.org/accounts/Saguinus_oedipus/",FALSE,FALSE,FALSE,FALSE
"Saguinus oedipus","Saguinus oedipus",NA,"Cotton-headed Tamarin","Cebidae","QGH22-06117-IA","-","M","Fibro",NA,"Sag_Oed_3","A347",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Sag_Oed","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",TRUE,FALSE,FALSE,FALSE
"Leontopithecus chrysomelas","Leontopithecus chrysomelas",NA,"Golden-headed lion tamarin","Cebidae","MIG12-29918004/BARCELONA / 10206","CAPTIVE","M","Fibro",NA,"Leo_Chr_1","A400",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Leo_Chr",NA,TRUE,FALSE,TRUE,FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH22-06032/ BARCELONA / 14077","CAPTIVE","U","Fibro",NA,"Ceb_Pyg_1","A394",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ceb_Pyg",NA,TRUE,FALSE,FALSE,FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH18-04995/: BARCELONA / 13312","CAPTIVE","F","Fibro",NA,"Ceb_Pyg_2","A392",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ceb_Pyg",NA,TRUE,FALSE,FALSE,FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH13-00725/BARCELONA / 11787","CAPTIVE","F","Fibro",NA,"Ceb_Pyg_3","A434",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ceb_Pyg",NA,TRUE,FALSE,FALSE,FALSE
"Cebuella pygmaea","Cebuella pygmaea",NA,"Pygmy marmoset","Cebidae","QGH18-04995/Barcelona/13312","CAPTIVE","F","Fibro",NA,"Ceb_Pyg_4","A437",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ceb_Pyg",NA,TRUE,FALSE,TRUE,FALSE
"Callimico goeldii","Callimico goeldii",NA,"Goeldi's monke","Cebidae","4133582/ BARCELONA / 6504","CAPTIVE","M","Fibro",NA,"Cal_Goe_1","A520",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Cal_Goe",NA,FALSE,FALSE,FALSE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","MIG12-30088851/BARCELONA / 11","WILD","F","Fibro","Pan troglodytes troglodytes A16","Pan_Tro_1","A16",NA,NA,"L-AD16","EN","Mammalia",TRUE,FALSE,"Pan_Tro",NA,TRUE,TRUE,FALSE,TRUE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","QVG16-00019","CAPTIVE","F","Fibro",NA,"Pan_Tro_2","A189",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tro","https://www.iucnredlist.org/species/15933/129038584",TRUE,FALSE,FALSE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","QVG16-00023","CAPTIVE","F","Fibro",NA,"Pan_Tro_3","A190",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tro","https://animaldiversity.org/accounts/Pan_troglodytes/",TRUE,FALSE,FALSE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","QVG16-00022","CAPTIVE","F","Fibro",NA,"Pan_Tro_4","A191",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tro","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",TRUE,FALSE,FALSE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","QVG16-00018","WILD","F","Fibro",NA,"Pan_Tro_5","A192",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tro",NA,TRUE,FALSE,FALSE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","MIG12-30088854","WILD","F","Fibro",NA,"Pan_Tro_6","A226",NA,NA,"AX8911","EN","Mammalia",TRUE,FALSE,"Pan_Tro",NA,FALSE,FALSE,FALSE,TRUE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","MIG12-30088855","WILD","F","Fibro",NA,"Pan_Tro_7","A290",NA,NA,"AX8910","EN","Mammalia",TRUE,FALSE,"Pan_Tro",NA,TRUE,FALSE,FALSE,TRUE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","MIG12-30088895","WILD","M","Fibro",NA,"Pan_Tro_8","A322",NA,NA,NA,"EN","Mammalia",TRUE,TRUE,"Pan_Tro",NA,FALSE,FALSE,TRUE,FALSE
"Pan troglodytes troglodytes","Pan troglodytes","troglodytes","Central chimpanzee","Hominidae","-",NA,NA,"Fibro","iPSC 23","Pan_Tro_9","A11",NA,NA,"L-AD11","EN","Mammalia",TRUE,TRUE,"Pan_Tro",NA,TRUE,TRUE,FALSE,FALSE
"Gorilla gorilla","Gorilla gorilla",NA,"Western Gorilla","Hominidae","QGH15-02323","CAPTIVE","F","Fibro",NA,"Gor_Gor_1","A278",NA,NA,"AX8909","CR","Mammalia",TRUE,TRUE,"Gor_Gor","https://www.iucnredlist.org/species/9404/136250858",TRUE,FALSE,FALSE,TRUE
"Gorilla gorilla","Gorilla gorilla",NA,"Western Gorilla","Hominidae","-",NA,NA,"Primary",NA,"Gor_Gor_2","A202",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Gor_Gor","https://animaldiversity.org/accounts/Gorilla_gorilla/",FALSE,FALSE,FALSE,FALSE
"Gorilla gorilla","Gorilla gorilla",NA,"Western Gorilla","Hominidae","1767916/BARCELONA / 5340","CAPTIVE","M","Fibro",NA,"Gor_Gor_3","A522",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Gor_Gor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9595&lvl=3&lin=f&keep=1&srchmode=1&unlock",FALSE,FALSE,FALSE,FALSE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","QGH22-06076-IA","-","M","unclear",NA,"Ate_Hyb_1",NA,NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Ate_Hyb",NA,FALSE,FALSE,FALSE,FALSE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","MIG12-28734764","-","F","Fibro",NA,"Ate_Hyb_2","A73",NA,NA,"AT6849/ORGONE_01","CR","Mammalia",TRUE,FALSE,"Ate_Hyb","https://www.iucnredlist.org/species/39961/17929680",TRUE,TRUE,FALSE,TRUE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","QGH19-05276/13598","CAPTIVE","U","Fibro",NA,"Ate_Hyb_3","A5",NA,NA,"L-AD5","CR","Mammalia",TRUE,FALSE,"Ate_Hyb","https://animaldiversity.org/accounts/Ateles_hybridus/",TRUE,FALSE,FALSE,TRUE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","QGH16-04259/BCN12875","CAPTIVE","F","Fibro",NA,"Ate_Hyb_4","A186",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Ate_Hyb","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=129801&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,FALSE,FALSE,FALSE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","16879/2354","WILD","F","Fibro",NA,"Ate_Hyb_5","A187",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Ate_Hyb",NA,FALSE,FALSE,FALSE,FALSE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","MIG12-29017598","CAPTIVE","F","Fibro",NA,"Ate_Hyb_6","A282",NA,NA,"AY5184","CR","Mammalia",TRUE,TRUE,"Ate_Hyb",NA,TRUE,FALSE,FALSE,TRUE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","QGH22-06077","CAPTIVE","M","Fibro",NA,"Ate_Hyb_7","A327",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Ate_Hyb",NA,TRUE,FALSE,FALSE,FALSE
"Ateles hybridus","Ateles hybridus",NA,"Brown Spider Monkey","Atelidae","QGH22-06222/QGH22-06222","CAPTIVE","U","Primary",NA,"Ate_Hyb_8","A412",NA,NA,NA,"CR","Mammalia",FALSE,FALSE,"Ate_Hyb",NA,FALSE,FALSE,FALSE,FALSE
