"taxon_id","scientific_name","species","order","class","superclass","iucn_category","genome","annotation","zoonomia","individuals","cell_lines","fibro","pbmc","ipsc","tissue_of_origin","genome_match","species_genome","assembly_level","scaffold_n50","contig_n50","gene_count","assembly_date","busco_completeness","genome_size","haploid_number","ploidy","sequencing_status","Annotation.Release","Ensembl.Assembly","Accession","common_name","alternative_name","subspecies","genus","subfamily","family"
"54359","Psophia crepitans","Psophia crepitans","Gruiformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Psophia crepitans","Scaffold",468890,58160,15289,"2020-07-10",96.4,1388760000,40,2,"insdc_open",NA,NA,NA,"Grey-winged Trumpeter,common trumpeter",NA,NA,"Psophia",NA,"Psophiidae"
"54383","Eurypyga helias","Eurypyga helias","Gruiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Eurypyga helias","Scaffold",47243,24402,15021,"2014-05-13",84.60000000000001,1388760000,40,2,"insdc_open","100.0",NA,NA,"Sunbittern,sunbittern",NA,NA,"Eurypyga",NA,"Eurypygidae"
"52644","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Accipitriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Haliaeetus leucocephalus","Scaffold",9145499,105493,15655,"2014-08-04",96.9,1398540000,33,2,"insdc_open","100.0",NA,NA,"Bald Eagle",NA,NA,"Haliaeetus",NA,"Accipitridae"
"109274","Hippocampus abdominalis","Hippocampus abdominalis","Syngnathiformes","Actinopteri","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,2,0,0,0,0,"Lower lobe of Caudal fin/ whole specimen","species","Hippocampus abdominalis","Chromosome",21766359,8410403,NA,"2021-05-25",95.9,567240000,22,2,"insdc_open",NA,NA,NA,"Pot-bellied Seahorse,Big-belly seahorse",NA,NA,"Hippocampus",NA,"Syngnathidae"
"9813","Procavia capensis","Procavia capensis","Hyracoidea","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue","species","Procavia capensis","Scaffold",905827,35792,NA,"2014-12-16",93.1,3970679999,27,2,"published",NA,"proCap1","-","Rock hyrax",NA,NA,"Procavia",NA,"Procaviidae"
"7801","Ginglymostoma cirratum","Ginglymostoma cirratum","Orectolobiformes","Chondrichthyes","Fish","VULNERABLE",TRUE,FALSE,FALSE,1,0,0,0,0,"Tissue/uter","species","Ginglymostoma cirratum","Scaffold",40366410,55429,NA,"2022-06-30",NA,3814200000,36,2,"insdc_open",NA,NA,NA,"Nurse shark",NA,NA,"Ginglymostoma",NA,"Ginglymostomatidae"
"137246","Chiloscyllium punctatum","Chiloscyllium punctatum","Orectolobiformes","Chondrichthyes","Fish","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Chiloscyllium punctatum","Scaffold",1963924,21276,33501,"2018-08-02",NA,4459680000,36,2,"insdc_open",NA,NA,NA,"Grey Carpetshark,Brownbanded bamboo shark",NA,NA,"Chiloscyllium",NA,"Hemiscylliidae"
"170820","Hemiscyllium ocellatum","Hemiscyllium ocellatum","Orectolobiformes","Chondrichthyes","Fish","LEAST CONCERN",TRUE,FALSE,FALSE,1,0,0,0,0,"Tissue","species","Hemiscyllium ocellatum","Chromosome",83580160,8845575,NA,"2021-11-05",NA,5388780000,36,2,"insdc_open",NA,NA,NA,"Epaulette Shark,Epaulette shark",NA,NA,"Hemiscyllium",NA,"Hemiscylliidae"
"245042","Lamprotornis superbus","Lamprotornis superbus","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Lamprotornis superbus","Chromosome",72276715,150307,15207,"2022-03-24",95.9,1193160000,40,2,"insdc_open",NA,NA,NA,NA,NA,NA,"Lamprotornis",NA,"Sturnidae"
"43150","Hirundo rustica","Hirundo rustica","Passeriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Hirundo rustica","Chromosome",76187387,2794774,18578,"2021-11-30",95.2,1281180000,40,2,"insdc_open","100.0",NA,NA,"Barb Swallow,Barn Swallow",NA,NA,"Hirundo",NA,"Hirundinidae"
"36300","Pelecanus crispus","Pelecanus crispus","Pelecaniformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea","species","Pelecanus crispus","Scaffold",43364,21679,15587,"2014-05-09",88.7,1290960000,33,2,"insdc_open","100.0",NA,NA,"Dalmatian pelican,Dalmatian Pelican","Pelicanus crispus",NA,"Pelecanus",NA,"Pelecanidae"
"9807","Ceratotherium simum","Ceratotherium simum","Perissodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,2,2,0,0,"Blood","species","Ceratotherium simum","Chromosome",67555069,50391373,NA,"2023-04-03",NA,3266520000,41,2,"insdc_open",NA,NA,NA,"Southern white rhinoceros,white rhinoceros",NA,NA,"Ceratotherium",NA,"Rhinocerotidae"
"9217","Phoenicopterus ruber","Phoenicopterus ruber","Phoenicopteriformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,0,0,0,0,"Trachea","species","Phoenicopterus ruber","Chromosome",85472901,14700712,NA,"2023-04-03",NA,1354530000,40,2,"insdc_open",NA,NA,NA,"American flamingo,Greater flamingo",NA,NA,"Phoenicopterus",NA,"Phoenicopteridae"
"71006","Myrmecophaga tridactyla","Myrmecophaga tridactyla","Pilosa","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,0,0,0,0,"Fetal Sample","species","Myrmecophaga tridactyla","Scaffold",41255,36434,NA,"2019-01-16",NA,4224960000,30,2,"published",NA,NA,NA,"Giant Anteater,Giant anteater",NA,NA,"Myrmecophaga",NA,"Myrmecophagidae"
"129801","Ateles hybridus","Ateles hybridus","Primates","Mammalia","Mammalia","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,8,7,6,0,1,"Tissue/placenta","species","Ateles hybridus","Scaffold",50515269,50515269,NA,"2021-09-22",NA,3166275000,17,2,"insdc_open",NA,NA,NA,"Brown Spider Monkey,brown spider monkey",NA,NA,"Ateles","Atelinae","Atelidae"
"9447","Lemur catta","Lemur catta","Primates","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,4,2,2,0,0,"Tissue (skin)","species","Lemur catta","Chromosome",102162704,32529614,30858,"2021-11-04",NA,3207840000,28,2,"published","100.0",NA,NA,"Ring-tailed Lemur,Ring-tailed lemur",NA,NA,"Lemur","Lemuridae","Lemuridae"
"9491","Saguinus imperator subgrisescens","Saguinus imperator","Primates","Mammalia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,3,3,3,0,0,"Tissue","species","Saguinus imperator","Scaffold",65636,53787,NA,"2019-01-15",NA,3378990000,23,2,"published",NA,NA,NA,"Bearded Emperor Tamarin,tamarin",NA,"subgrisescens","Saguinus","Callitrichinae","Cebidae"
"9598","Pan troglodytes troglodytes","Pan troglodytes","Primates","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,FALSE,9,9,9,0,2,"Tissue/Blood","species","Pan troglodytes","Chromosome",144388002,94528342,44705,"2023-02-27",91.5,3613710000,24,2,"insdc_open","GCF_028858775.1-RS_2023_04","Pan_tro_3.0","GCA_000001515.5","Central chimpanzee,Chimpanzee",NA,"troglodytes","Pan",NA,"Hominidae"
"9531","Cercocebus atys lunulatus","Cercocebus atys","Primates","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,FALSE,6,3,3,0,0,NA,"species","Cercocebus atys","Scaffold",12849131,112942,30556,"2015-03-19",NA,3657720000,21,2,"insdc_open","100.0","Caty_1.0","GCA_000955945.1","White-naped Mangabey,Mangabey","White-naped Mangabey","lunulatus","Cercocebus",NA,"Cercopithecidae"
"9600","Pongo pygmaeus","Pongo pygmaeus","Primates","Mammalia","Mammalia","CRITICALLY ENDANGERED",TRUE,TRUE,FALSE,3,3,3,0,1,"Cell culture / Placenta/ombelical Cordon","species","Pongo pygmaeus","Chromosome",140977933,90555683,39296,"2023-02-28",93.9,3579480000,24,2,"insdc_open","GCF_028885625.1-RS_2023_04",NA,NA,"Orangutan","Pongo pygmaeus pygmaeus",NA,"Pongo",NA,"Hominidae"
"75566","Lophocebus aterrimus","Lophocebus aterrimus","Primates","Mammalia","Mammalia","VULNERABLE",TRUE,FALSE,FALSE,2,2,0,0,0,"Tissue","species","Lophocebus aterrimus","Contig",6802059,6802059,NA,"2022-06-17",94.3,3677280000,21,2,"insdc_open",NA,NA,NA,"Black Mangabey,Black mangabey",NA,NA,"Lophocebus",NA,"Cercopithecidae"
"9561","Mandrillus sphinx","Mandrillus sphinx","Primates","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,2,2,0,1,"Tissue","species","Mandrillus sphinx","Contig",20999372,20999372,NA,"2022-06-17",NA,3423000000,21,2,"insdc_open",NA,NA,NA,"Mandrill",NA,NA,"Mandrillus","Cercopithecinae","Cercopithecidae"
"13515","Eulemur fulvus","Eulemur fulvus","Primates","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue","species","Eulemur fulvus","Scaffold",22561,21310,NA,"2019-01-16",58.2,3281190000,24,2,"published",NA,NA,NA,"Common brown lemur,Brown lemur",NA,NA,"Eulemur",NA,"Lemuridae"
"36227","Cercopithecus neglectus","Cercopithecus neglectus","Primates","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Cercopithecus neglectus","Scaffold",10270,9789,NA,"2019-01-16",NA,4762860000,29,2,"published",NA,NA,NA,"De Brazza’s Monkey,De Brazza's monkey",NA,NA,"Cercopithecus","Cercopithecinae","Cercopithecidae"
"9593","Gorilla gorilla","Gorilla gorilla","Primates","Mammalia","Mammalia","CRITICALLY ENDANGERED",TRUE,TRUE,TRUE,3,2,2,0,1,"Blood/Tissue","species","Gorilla gorilla","Chromosome",151559850,124954819,NA,"2023-04-03",NA,3491460000,24,2,"insdc_open","102.0",NA,NA,"Western Gorilla,Western lowland gorilla",NA,NA,"Gorilla",NA,"Hominidae"
"9568","Mandrillus leucophaeus","Mandrillus leucophaeus","Primates","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,3,3,3,0,0,"Tissue","species","Mandrillus leucophaeus","Scaffold",3186748,31346,27850,"2015-03-12",NA,3423000000,21,2,"insdc_open","100.0","Mleu.le_1.0","GCA_000951045.1","Drill,drill",NA,NA,"Mandrillus",NA,"Cercopithecidae"
"9589","Hylobates pileatus","Hylobates pileatus","Primates","Mammalia","Mammalia","ENDANGERED",TRUE,FALSE,FALSE,1,1,1,0,0,"Tissue","species","Hylobates pileatus","Chromosome",131825309,17385161,NA,"2022-01-19",NA,3168720000,22,2,"insdc_open",NA,NA,NA,"Pileated Gibbon,pileated gibbon",NA,NA,"Hylobates",NA,"Hylobatidae"
"9785","Loxodonta africana","Loxodonta africana","Proboscidea","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Loxodonta africana","Scaffold",46401353,69023,28964,"2009-07-15",NA,4342320000,28,2,"insdc_open","102.0","Loxafr3.0","GCA_000001905.1","African Savanna Elephant,African elephant",NA,NA,"Loxodonta",NA,"Elephantidae"
"51906","Guaruba guarouba","Guaruba guarouba","Psittaciformes","Aves","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,1,1,0,0,"Trachea","species","Guaruba guarouba","Scaffold",29847,19329,NA,"2022-07-21",72.2,1339860000,35,2,"insdc_open",NA,NA,NA,NA,"Guaruba guarouba",NA,"Guaruba",NA,"Psittacidae"
"176024","Eclectus roratus","Eclectus roratus","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,1,1,0,0,"Tissue","species","Eclectus roratus","Scaffold",28643,17249,NA,"2022-07-21",66.9,1555020000,35,2,"insdc_open",NA,NA,NA,"Eclectus parrot",NA,NA,"Eclectus",NA,"Psittacidae"
"51900","Anodorhynchus hyacinthinus","Anodorhynchus hyacinthinus","Psittaciformes","Aves","Birds","VULNERABLE",TRUE,FALSE,FALSE,2,1,1,0,0,"Trachea","species","Anodorhynchus hyacinthinus","Scaffold",12605,12520,NA,"2022-07-21",NA,1320300000,35,2,"insdc_open",NA,NA,NA,"Hyacinth macaw",NA,NA,"Anodorhynchus",NA,"Psittacidae"
"151759","Amazona autumnalis","Amazona autumnalis","Psittaciformes","Aves","Birds","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,2,0,0,0,0,"Tissue (skin)","species","Amazona autumnalis","Scaffold",17050,4664,NA,"2022-07-20",NA,1476780000,35,2,"insdc_open",NA,NA,NA,"Lilacine Amazon,Red-lored parrot","Amazona Lilacina",NA,"Amazona",NA,"Psittacidae"
"176015","Aratinga solstitialis","Aratinga solstitialis","Psittaciformes","Aves","Birds","ENDANGERED",TRUE,FALSE,FALSE,1,1,1,0,0,"Tissue/Trachea","species","Aratinga solstitialis","Scaffold",16980747,236229,NA,"2019-11-14",NA,1339860000,35,2,"insdc_open",NA,NA,NA,"Sun Parakeet,Sun parakeet",NA,NA,"Aratinga",NA,"Psittacidae"
"176013","Ara chloropterus","Ara chloropterus","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,1,1,1,0,0,"Trachea","species","Ara chloropterus","Scaffold",19108,4271,NA,"2022-11-27",NA,1447440000,35,2,"insdc_open",NA,NA,NA,"Red-and-green Macaw,Red-and-green macaw",NA,NA,"Ara",NA,"Psittacidae"
"12930","Amazona aestiva","Amazona aestiva","Psittaciformes","Aves","Birds","NEAR THREATENED",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue/Trachea","species","Amazona aestiva","Chromosome",89048441,26168,16315,"2021-03-30",92.2,1574580000,35,2,"insdc_open",NA,NA,NA,"Blue-fronted parrot",NA,NA,"Amazona",NA,"Psittacidae"
"9226","Ara ararauna","Ara ararauna","Psittaciformes","Aves","Birds","LEAST CONCERN",TRUE,FALSE,FALSE,2,1,1,0,0,"Trachea","species","Ara ararauna","Chromosome",110438430,38811057,NA,"2023-02-24",NA,1418100000,35,2,"insdc_open",NA,NA,NA,"Blue-and-yellow macaw",NA,NA,"Ara",NA,"Psittacidae"
"467030","Ara rubrogenys","Ara rubrogenys","Psittaciformes","Aves","Birds","CRITICALLY ENDANGERED",TRUE,FALSE,FALSE,1,0,0,0,0,NA,"species","Ara rubrogenys","Scaffold",46382249,46382249,NA,"2022-01-30",NA,1374090000,35,2,"insdc_open",NA,NA,NA,"Red-fronted macaw",NA,NA,"Ara",NA,"Psittacidae"
"10149","Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,1,1,0,0,"Tissue","species","Hydrochoerus hydrochaeris","Scaffold",202224,148451,NA,"2019-01-16",NA,3663832500,27,2,"published",NA,NA,NA,"Capybara,capybara",NA,NA,"Hydrochoerus","Hydrochoerinae","Hydrochaeridae"
"29091","Dolichotis patagonum","Dolichotis patagonum","Rodentia","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,2,2,0,0,"Tissue","species","Dolichotis patagonum","Scaffold",31026,27983,NA,"2019-01-16",72.60000000000001,3618600000,32,2,"published",NA,NA,NA,"Patagonian mara,Patagonian cavy",NA,NA,"Dolichotis","Dolichotinae","Caviidae"
"10137","Hystrix cristata","Hystrix cristata","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,2,2,0,0,"Tissue","species","Hystrix cristata","Scaffold",64768,57102,NA,"2019-01-16",NA,3663832500,24,2,"published",NA,NA,NA,"Short-tailed porcupine,crested porcupine","Hystrix",NA,"Hystrix",NA,"Hystricidae"
"10085","Cricetomys gambianus","Cricetomys gambianus","Rodentia","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,TRUE,1,0,0,0,0,"Tissue","species","Cricetomys gambianus","Scaffold",110049,80761,NA,"2019-01-16",82.10000000000001,3110040000,16,2,"published",NA,NA,NA,"Gambian giant pouched rat",NA,NA,"Cricetomys",NA,"Nesomyidae"
"8030","Salmo salar","Salmo salar","Salmoniformes","Actinopteri","Fish","LEAST CONCERN",TRUE,TRUE,FALSE,2,0,0,0,0,"Tissue","species","Salmo salar","Chromosome",28058890,28058890,65343,"2021-04-21",NA,3031800000,29,1,"insdc_open","102.0","Ssal_v3.1","GCA_905237065.2","Atlantic Samon,Atlantic salmon",NA,NA,"Salmo",NA,"Salmonidae"
"92683","Spheniscus demersus","Spheniscus demersus","Sphenisciformes","Aves","Birds","ENDANGERED",TRUE,TRUE,FALSE,3,2,2,0,0,"Tissue","species","Spheniscus demersus","Scaffold",15386364,109372,15881,"2020-01-31",96,1594140000,36,2,"insdc_open",NA,NA,NA,"Jackass penguin",NA,NA,"Spheniscus",NA,"Spheniscidae"
"9240","Spheniscus humboldti","Spheniscus humboldti","Sphenisciformes","Aves","Birds","VULNERABLE",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Spheniscus humboldti","Chromosome",89079306,13936613,16378,"2022-12-28",97.5,1594140000,39,2,"insdc_open",NA,NA,NA,"Humboldt penguin,Humboldt's penguin",NA,NA,"Spheniscus",NA,"Spheniscidae"
"187939","Furcifer pardalis","Furcifer pardalis","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,FALSE,FALSE,1,0,0,0,0,"Tissue","species","Furcifer pardalis","Chromosome",184669281,158731830,NA,"2023-07-12",NA,2449889999,11,2,"insdc_open",NA,NA,NA,NA,NA,NA,"Furcifer",NA,"Chamaeleonidae"
"481883","Eublepharis macularius","Eublepharis macularius","Squamata","Lepidosauria","Reptil","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Trachea","species","Eublepharis macularius","Chromosome",145573841,80105973,24025,"2023-02-10",NA,2405880000,19,2,"insdc_open","GCF_028583425.1-RS_2023_03",NA,NA,"Leopard gecko",NA,NA,"Eublepharis",NA,"Eublepharidae"
"56313","Tyto alba","Tyto alba","Strigiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Tissue","species","Tyto alba","Scaffold",36032128,17955177,19198,"2021-06-03",84.2,1594140000,46,2,"insdc_open","102.0",NA,NA,"Common Barn-owl,Owl, Barn",NA,NA,"Tyto",NA,"Tytonidae"
"371907","Bubo scandiacus","Bubo scandiacus","Strigiformes","Aves","Birds","VULNERABLE",TRUE,FALSE,FALSE,1,0,0,0,0,"Tissue/Trachea","species","Bubo scandiacus","Scaffold",19757310,196832,NA,"2021-03-09",96.7,1643040000,40,2,"insdc_open",NA,NA,NA,"Snowy Owl,Owl, Snowy",NA,NA,"Bubo",NA,"Strigidae"
"8787","Casuarius casuarius","Casuarius casuarius","Casuariiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,1,1,0,0,"Trachea/Skin","species","Casuarius casuarius","Scaffold",3704890,165721,15110,"2018-07-26",NA,1555020000,46,2,"insdc_open",NA,NA,NA,"Southern cassowary,southern cassowary",NA,NA,"Casuarius",NA,"Casuariidae"
"8797","Rhea americana","Rhea americana","Rheiformes","Aves","Birds","NEAR THREATENED",TRUE,FALSE,FALSE,1,1,1,0,0,"Trachea/Skin","species","Rhea americana","Scaffold",3949999,88762,NA,"2018-07-26",96.9,1555020000,28,2,"insdc_open",NA,NA,NA,"Greater rhea,greater rhea",NA,NA,"Rhea",NA,"Rheidae"
"41426","Phacochoerus africanus","Phacochoerus africanus","Artiodactyla","Mammalia","Mammalia","LEAST CONCERN",TRUE,TRUE,FALSE,4,4,4,0,0,"Tissue","species","Phacochoerus africanus","Chromosome",141887063,10602503,27929,"2021-02-19",95.6,2885100000,17,2,"insdc_open","GCF_016906955.1-RS_2023_03",NA,NA,"Warthog,Common warthog",NA,NA,"Phacochoerus",NA,"Suidae"
"161584","Syngnathus acus","Syngnathus acus","Syngnathiformes","Actinopteri","Fish","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue","species","Syngnathus acus","Chromosome",14974571,11959915,24927,"2020-07-31",94.9,533010000,22,2,"insdc_open","100.0",NA,NA,"Longsnout Pipefish,greater pipefish",NA,NA,"Syngnathus",NA,"Syngnathidae"
"167804","Aldabrachelys gigantea","Aldabrachelys gigantea","Testudines",NA,"Reptil","VULNERABLE",TRUE,FALSE,FALSE,1,0,0,0,0,NA,"species","Aldabrachelys gigantea","Chromosome",148569599,58656949,NA,"2022-11-15",NA,2889990000,26,2,"insdc_open",NA,NA,NA,"Aldabra giant tortoise","Geochelone gigantea",NA,"Aldabrachelys",NA,"Testudinidae"
"8467","Caretta caretta","Caretta caretta","Testudines",NA,"Reptil","VULNERABLE",TRUE,TRUE,FALSE,2,2,0,2,0,"Blood","species","Caretta caretta","Chromosome",130956235,18214114,24923,"2022-06-07",NA,2581920000,27,2,"insdc_open","100.0",NA,NA,"Loggerhead Turtle,Turtle, Loggerhead Sea",NA,NA,"Caretta",NA,"Cheloniidae"
"9783","Elephas maximus","Elephas maximus","Proboscidea","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,4,4,1,3,0,"Blood, Tissue (ear)/Umbellical Cordon/Placenta","species","Elephas maximus","Scaffold",102334419,252430,NA,"2023-06-16",94.2,3941340000,28,2,"insdc_open",NA,NA,NA,"Asian Elephant, Sumatran elephant,Asian elephant","","sumatranus","Elephas","","Elephantidae"
"9796","Equus caballus","Equus caballus","Perissodactyla","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,2,2,2,0,0,"Placenta/ Umbilical Cordon, Tissue (ear)","species","Equus caballus","Chromosome",87230776,1502753,33146,"2018-01-05",NA,3110040000,32,2,"insdc_open","103.0","EquCab3.0","GCA_002863925.1","Przewalski's horse, Horse (domestic),Horse","","przewalskii","Equus","","Equidae"
"89248","Equus quagga","Equus quagga","Perissodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,TRUE,TRUE,3,2,2,0,0,"Tissue","species","Equus quagga","Chromosome",122556673,427941,27599,"2022-01-31",NA,3481680000,22,2,"insdc_open","GCF_021613505.1-RS_2023_03",NA,NA,NA,"Equus quagga chapmani","burchelli","Equus","","Equidae"
"9986","Oryctolagus cuniculus","Oryctolagus cuniculus","Lagomorpha","Mammalia","Mammalia","ENDANGERED",TRUE,TRUE,TRUE,2,1,1,0,0,"Tissue","species","Oryctolagus cuniculus","Chromosome",111644748,337730,37497,"2021-02-04",87.7,3188280000,22,2,"insdc_open","GCF_009806435.1-RS_2023_02","OryCun2.0","GCA_000003625.1","European rabbit,Rabbit","Ibicean Rabbit","ibicea","Oryctolagus","","Leporidae"
"9691","Panthera pardus","Panthera pardus","Carnivora","Mammalia","Mammalia","VULNERABLE",TRUE,TRUE,TRUE,2,2,2,0,0,"Tissue","species","Panthera pardus","Scaffold",126810544,22236240,34379,"2022-07-21",NA,2767740000,19,2,"insdc_open","GCF_024362965.1-RS_2023_02","PanPar1.0","GCA_001857705.1","Leopard, Persian leopard,leopard","","kotiya, saxicolor","Panthera","","Felidae"
NA,"Butorides striata","Butorides striata","Pelecaniformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Striated heron,green-backed heron",NA,NA,"Butorides",NA,"Ardeidae"
NA,"Marmaronetta angustirostris","Marmaronetta angustirostris","Anseriformes","Aves","Birds","VULNERABLE",FALSE,FALSE,FALSE,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marbled Teal,Marbled teal",NA,NA,"Marmaronetta",NA,"Anatidae"
"219594","Netta peposaca","Netta peposaca","Anseriformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,1,0,0,0,0,"Tissue (trachea)","family","Aythya fuligula","Chromosome",85905639,17816505,17219,"2019-12-31",96.9,1349640000,40,2,"insdc_open","100.0",NA,NA,"Rosy-billed Pochard,rosy-billed pochard",NA,NA,"Netta",NA,"Anatidae"
NA,"Netta rufina","Netta rufina","Anseriformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,1,1,1,0,0,"Tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-crested Pochard",NA,NA,"Netta",NA,"Anatidae"
NA,"Cygnus melancoryphus","Cygnus melancoryphus","Anseriformes","Aves","Birds","LEAST CONCERN",FALSE,FALSE,FALSE,1,1,1,0,0,"Trachea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-necked swan",NA,NA,"Cygnus",NA,"Anatidae"
NA,"Alytes muletensis","Alytes muletensis","Anura","Amphibia","Amphibia","ENDANGERED",FALSE,FALSE,FALSE,4,0,0,0,0,"Tissue (skin)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mallorcan midwife toad",NA,NA,"Alytes",NA,"Alytidae"
NA,"Agalychnis callidryas","Agalychnis callidryas","Anura","Amphibia","Amphibia","LEAST CONCERN",FALSE,FALSE,FALSE,1,0,0,0,0,"Tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-eyed Treefrog,red-eyed leaf frog",NA,NA,"Agalychnis",NA,"Hylidae"
"8895","Apus pallidus","Apus pallidus","Apodiformes","Aves","Birds","LEAST CONCERN",TRUE,TRUE,FALSE,3,0,0,0,0,NA,"genus","Apus apus","Chromosome",115508478,25561769,16724,"2021-11-04",NA,1251840000,39,2,"insdc_open","GCF_020740795.1-RS_2023_02",NA,NA,"Pallid Swift",NA,NA,"Apus",NA,"Apodidae"
NA,"Gazella dorcas","Gazella dorcas","Artiodactyla","Mammalia","Mammalia","VULNERABLE",FALSE,FALSE,FALSE,9,6,6,0,0,"tissue (ear)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dorcas Gazelle,Dorcas gazelle",NA,NA,"Gazella","Antilopinae","Bovidae"
NA,"Ammotragus lervia fassini","Ammotragus lervia","Artiodactyla","Mammalia","Mammalia","VULNERABLE",FALSE,FALSE,FALSE,4,3,3,0,0,"Tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbary Sheep,aoudad",NA,"fassini","Ammotragus","Caprinae","Bovidae"
NA,"Gazella cuvieri","Gazella cuvieri","Artiodactyla","Mammalia","Mammalia","VULNERABLE",FALSE,FALSE,FALSE,1,1,1,0,0,"Tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuvier's Gazelle,Cuvier's gazelle",NA,NA,"Gazella","Antilopinae","Bovidae"
"69297","Tragelaphus spekii","Tragelaphus spekii","Artiodactyla","Mammalia","Mammalia","LEAST CONCERN",TRUE,FALSE,FALSE,2,1,1,0,0,"Tissue (placenta/ombelical cordon)","genus","Tragelaphus eurycerus","Contig",21206903,21206903,NA,"2022-03-28",NA,3853320000,15,2,"insdc_open",NA,NA,NA,"Sitatunga",NA,NA,"Tragelaphus","Bovinae","Bovidae"
"9901","Bison bonasus","Bison bonasus","Artiodactyla","Mammalia","Mammalia","NEAR THREATENED",TRUE,FALSE,FALSE,3,3,2,1,0,"Blood/Tissue","genus","Bison bison","Scaffold",7192658,19971,NA,"2023-04-03",NA,4792200000,30,2,"insdc_open",NA,NA,NA,"Bison,European bison",NA,NA,"Bison","Bovinae","Bovidae"
